"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g1625.t1","GO:0045087","innate immune response",796,3,0.74,0.04423,"Biological Processes",1975,"Cluster_1296",-0.577970726266609,0.307423158108571,0.953095941815671,150,-20.72,"2 11","192 213",9,"100.00%","100.00%"
"2","Pocillopora_meandrina_HIv1___TS.g13844.t2","GO:0007084","mitotic nuclear membrane reassembly",5,1,0,0.00465,"Biological Processes",2433,"Cluster_1296",-0.387925054890908,0.518762379566019,0.973552982047009,152,-24.69,"2 21","665 683",19,"63.16%","84.21%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0007163","establishment or maintenance of cell polarity",214,2,0.2,0.0165,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0007368","determination of left/right symmetry",160,2,0.15,0.04713,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0021532","neural tube patterning",28,1,0.03,0.0258,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0021670","lateral ventricle development",8,1,0.01,0.00744,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0021772","olfactory bulb development",28,1,0.03,0.0258,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0022038","corpus callosum development",39,1,0.04,0.03577,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0035115","embryonic forelimb morphogenesis",24,1,0.02,0.02216,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0035116","embryonic hindlimb morphogenesis",16,1,0.01,0.01482,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"11","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0043584","nose development",10,1,0.01,0.00929,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"12","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0045744","negative regulation of G protein-coupled receptor s...",52,1,0.05,0.04742,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
"13","Pocillopora_meandrina_HIv1___RNAseq.g27412.t1","GO:0046548","retinal rod cell development",4,1,0,0.00372,"Biological Processes",1564,"Cluster_1296",-0.172101735010621,0.781959842156502,0.989577926702421,167,-23.65,"2 20","896 917",18,"77.78%","83.33%"
