"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g2372.t1","GO:0014057","positive regulation of acetylcholine secretion, neu...",22,1,0.03,0.031,"Biological Processes",986,"Cluster_1296",0.18470779969655,0.766166909524517,0.986460870359965,146,-24,"2 21","786 806",19,"63.16%","73.68%"
"2","Pocillopora_meandrina_HIv1___RNAseq.g2372.t1","GO:0035810","positive regulation of urine volume",19,1,0.03,0.0268,"Biological Processes",986,"Cluster_1296",0.18470779969655,0.766166909524517,0.986460870359965,146,-24,"2 21","786 806",19,"63.16%","73.68%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g2372.t1","GO:0043116","negative regulation of vascular permeability",16,1,0.02,0.0226,"Biological Processes",986,"Cluster_1296",0.18470779969655,0.766166909524517,0.986460870359965,146,-24,"2 21","786 806",19,"63.16%","73.68%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g2372.t1","GO:0048143","astrocyte activation",15,1,0.02,0.0212,"Biological Processes",986,"Cluster_1296",0.18470779969655,0.766166909524517,0.986460870359965,146,-24,"2 21","786 806",19,"63.16%","73.68%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g2372.t1","GO:0050728","negative regulation of inflammatory response",143,3,0.2,0.0149,"Biological Processes",986,"Cluster_1296",0.18470779969655,0.766166909524517,0.986460870359965,146,-24,"2 21","786 806",19,"63.16%","73.68%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g2372.t1","GO:0060079","excitatory postsynaptic potential",80,2,0.11,0.0258,"Biological Processes",986,"Cluster_1296",0.18470779969655,0.766166909524517,0.986460870359965,146,-24,"2 21","786 806",19,"63.16%","73.68%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g11947.t1","GO:0001697","histamine-induced gastric acid secretion",23,1,0.03,0.0324,"Biological Processes",1833,"Cluster_1296",0.742734911720748,0.15044986567775,0.88462877194215,161,-24.09,"2 19","180 202",18,"77.78%","83.33%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g11947.t1","GO:0071420","cellular response to histamine",20,1,0.03,0.0282,"Biological Processes",1833,"Cluster_1296",0.742734911720748,0.15044986567775,0.88462877194215,161,-24.09,"2 19","180 202",18,"77.78%","83.33%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g10047.t1","GO:0016266","O-glycan processing",15,1,0.02,0.0212,"Biological Processes",1,"Cluster_1296",0.270299318914284,0.660082157805172,0.978631434746375,143,-21.19,"2 17","685 707",16,"68.75%","75.00%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g888.t1","GO:0006919","activation of cysteine-type endopeptidase activity ...",51,2,0.07,0.0024,"Biological Processes",638,"Cluster_1296",0.041760037652561,0.946844926737722,0.999610930147471,156,-25.29,"2 14","728 750",13,"92.31%","92.31%"
"11","Pocillopora_meandrina_HIv1___RNAseq.g888.t1","GO:0032661","regulation of interleukin-18 production",24,2,0.03,0.0284,"Biological Processes",638,"Cluster_1296",0.041760037652561,0.946844926737722,0.999610930147471,156,-25.29,"2 14","728 750",13,"92.31%","92.31%"
"12","Pocillopora_meandrina_HIv1___RNAseq.g888.t1","GO:0032731","positive regulation of interleukin-1 beta productio...",72,2,0.1,0.0047,"Biological Processes",638,"Cluster_1296",0.041760037652561,0.946844926737722,0.999610930147471,156,-25.29,"2 14","728 750",13,"92.31%","92.31%"
"13","Pocillopora_meandrina_HIv1___RNAseq.g888.t1","GO:0045751","negative regulation of Toll signaling pathway",21,1,0.03,0.0296,"Biological Processes",638,"Cluster_1296",0.041760037652561,0.946844926737722,0.999610930147471,156,-25.29,"2 14","728 750",13,"92.31%","92.31%"
"14","Pocillopora_meandrina_HIv1___RNAseq.g888.t1","GO:0050728","negative regulation of inflammatory response",143,3,0.2,0.0149,"Biological Processes",638,"Cluster_1296",0.041760037652561,0.946844926737722,0.999610930147471,156,-25.29,"2 14","728 750",13,"92.31%","92.31%"
"15","Pocillopora_meandrina_HIv1___RNAseq.g888.t1","GO:1901224","positive regulation of non-canonical NF-kappaB sign...",51,2,0.07,0.0024,"Biological Processes",638,"Cluster_1296",0.041760037652561,0.946844926737722,0.999610930147471,156,-25.29,"2 14","728 750",13,"92.31%","92.31%"
"16","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1","GO:0097155","fasciculation of sensory neuron axon",12,1,0.02,0.017,"Biological Processes",544,"Cluster_1296",0.390960314850994,0.515202876940011,0.973552982047009,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"17","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1","GO:0097156","fasciculation of motor neuron axon",10,1,0.01,0.0142,"Biological Processes",544,"Cluster_1296",0.390960314850994,0.515202876940011,0.973552982047009,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"18","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0001659","temperature homeostasis",109,2,0.16,0.0312,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"19","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0002227","innate immune response in mucosa",5,1,0.01,0.0071,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"20","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0002606","positive regulation of dendritic cell antigen proce...",4,1,0.01,0.0057,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"21","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0002710","negative regulation of T cell mediated immunity",8,1,0.01,0.0114,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"22","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0002732","positive regulation of dendritic cell cytokine prod...",7,1,0.01,0.01,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"23","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0002830","positive regulation of type 2 immune response",17,1,0.02,0.024,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"24","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0002862","negative regulation of inflammatory response to ant...",6,1,0.01,0.0085,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"25","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0002925","positive regulation of humoral immune response medi...",8,1,0.01,0.0114,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"26","Pocillopora_meandrina_HIv1___TS.g2985.t1","GO:0006965","positive regulation of biosynthetic process of anti...",3,1,0,0.0043,"Biological Processes",2397,"Cluster_1296",0.177959305608415,0.774616893289881,0.988076841363439,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
