"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1","GO:0000732","DNA strand displacement",1,1,0,0.0028,"Biological Processes",2436,"Cluster_4040",0.961709601999612,0.00894248971622488,0.667107103030148,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"2","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1","GO:1902990","mitotic telomere maintenance via semi-conservative ...",2,1,0.01,0.0056,"Biological Processes",2436,"Cluster_4040",0.961709601999612,0.00894248971622488,0.667107103030148,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1","GO:1904355","positive regulation of telomere capping",11,1,0.03,0.0304,"Biological Processes",2436,"Cluster_4040",0.961709601999612,0.00894248971622488,0.667107103030148,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1","GO:1904430","negative regulation of t-circle formation",1,1,0,0.0028,"Biological Processes",2436,"Cluster_4040",0.961709601999612,0.00894248971622488,0.667107103030148,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1","GO:1904506","negative regulation of telomere maintenance in resp...",7,1,0.02,0.0194,"Biological Processes",2436,"Cluster_4040",0.961709601999612,0.00894248971622488,0.667107103030148,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1","GO:1904535","positive regulation of telomeric loop disassembly",1,1,0,0.0028,"Biological Processes",2436,"Cluster_4040",0.961709601999612,0.00894248971622488,0.667107103030148,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g26785.t1","GO:0045901","positive regulation of translational elongation",3,1,0.01,0.0084,"Biological Processes",3166,"Cluster_4754",0.89024790713522,0.0429211206453867,0.771678673506759,170,-20.37,"2 20","361 385",21,"76.19%","85.71%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1","GO:0007099","centriole replication",29,2,0.08,0.035,"Biological Processes",691,"Cluster_4040",0.926132370246854,0.0238310751427333,0.69875948587476,145,-22.5,"2 10","168 189",8,"100.00%","100.00%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1","GO:0030954","astral microtubule nucleation",1,1,0,0.0028,"Biological Processes",691,"Cluster_4040",0.926132370246854,0.0238310751427333,0.69875948587476,145,-22.5,"2 10","168 189",8,"100.00%","100.00%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1","GO:0046427","positive regulation of receptor signaling pathway v...",18,1,0.05,0.0492,"Biological Processes",691,"Cluster_4040",0.926132370246854,0.0238310751427333,0.69875948587476,145,-22.5,"2 10","168 189",8,"100.00%","100.00%"
"11","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1","GO:1902857","positive regulation of non-motile cilium assembly",5,1,0.01,0.0139,"Biological Processes",691,"Cluster_4040",0.926132370246854,0.0238310751427333,0.69875948587476,145,-22.5,"2 10","168 189",8,"100.00%","100.00%"
"12","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1","GO:1903724","positive regulation of centriole elongation",5,1,0.01,0.0139,"Biological Processes",691,"Cluster_4040",0.926132370246854,0.0238310751427333,0.69875948587476,145,-22.5,"2 10","168 189",8,"100.00%","100.00%"
"13","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1","GO:1905832","positive regulation of spindle assembly",14,1,0.04,0.0385,"Biological Processes",691,"Cluster_4040",0.926132370246854,0.0238310751427333,0.69875948587476,145,-22.5,"2 10","168 189",8,"100.00%","100.00%"
"14","Pocillopora_meandrina_HIv1___RNAseq.g21739.t1","GO:0034316","negative regulation of Arp2/3 complex-mediated acti...",5,1,0.01,0.0139,"Biological Processes",1211,"Cluster_2973",0.886677870981431,0.0450072510711983,0.777999714745241,149,-20.57,"2 20","786 809",20,"70.00%","75.00%"
"15","Pocillopora_meandrina_HIv1___RNAseq.g21739.t1","GO:0045742","positive regulation of epidermal growth factor rece...",7,1,0.02,0.0194,"Biological Processes",1211,"Cluster_2973",0.886677870981431,0.0450072510711983,0.777999714745241,149,-20.57,"2 20","786 809",20,"70.00%","75.00%"
"16","Pocillopora_meandrina_HIv1___RNAseq.g21739.t1","GO:0060453","regulation of gastric acid secretion",2,1,0.01,0.0056,"Biological Processes",1211,"Cluster_2973",0.886677870981431,0.0450072510711983,0.777999714745241,149,-20.57,"2 20","786 809",20,"70.00%","75.00%"
"17","Pocillopora_meandrina_HIv1___RNAseq.g21739.t1","GO:1901030","positive regulation of mitochondrial outer membrane...",4,1,0.01,0.0111,"Biological Processes",1211,"Cluster_2973",0.886677870981431,0.0450072510711983,0.777999714745241,149,-20.57,"2 20","786 809",20,"70.00%","75.00%"
