"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g26385.t1","GO:0034122","negative regulation of toll-like receptor signaling...",13,1,0.05,0.04743,"Biological Processes",1798,"Cluster_1793",-0.932581359475561,0.0207999595040796,0.687095063784668,165,-21.95,"2 20","905 924",18,"77.78%","88.89%"
"2","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0001782","B cell homeostasis",13,1,0.05,0.04743,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0001783","B cell apoptotic process",9,1,0.03,0.03308,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0002352","B cell negative selection",3,1,0.01,0.01115,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0010046","response to mycotoxin",2,1,0.01,0.00745,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0010248","establishment or maintenance of transmembrane elect...",3,1,0.01,0.01115,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0032471","negative regulation of endoplasmic reticulum calciu...",4,1,0.01,0.01484,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0033137","negative regulation of peptidyl-serine phosphorylat...",17,2,0.06,0.00179,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0048597","post-embryonic camera-type eye morphogenesis",4,1,0.01,0.01484,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0051726","regulation of cell cycle",819,7,3.05,0.04127,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"11","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0060068","vagina development",4,1,0.01,0.01484,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"12","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0070242","thymocyte apoptotic process",13,1,0.05,0.04743,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"13","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0071260","cellular response to mechanical stimulus",36,2,0.13,0.00794,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"14","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0090200","positive regulation of release of cytochrome c from...",6,1,0.02,0.02217,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"15","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:0097202","activation of cysteine-type endopeptidase activity",8,1,0.03,0.02946,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"16","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:1901029","negative regulation of mitochondrial outer membrane...",13,1,0.05,0.04743,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"17","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:1901030","positive regulation of mitochondrial outer membrane...",4,1,0.01,0.01484,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"18","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:1902262","apoptotic process involved in blood vessel morphoge...",7,1,0.03,0.02582,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"19","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1","GO:1903896","positive regulation of IRE1-mediated unfolded prote...",5,1,0.02,0.01851,"Biological Processes",607,"Cluster_4439",-0.896641214423056,0.0392649064343625,0.760878962620343,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"20","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0010804","negative regulation of tumor necrosis factor-mediat...",11,1,0.04,0.04028,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"21","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0016045","detection of bacterium",40,2,0.15,0.00974,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"22","Pocillopora_meandrina_HIv1___RNAseq.g5374.t1","GO:0045475","locomotor rhythm",12,1,0.04,0.04386,"Biological Processes",3181,"Cluster_4435",-0.973512660116348,0.00515416506623921,0.667107103030148,163,-20.74,"2 21","462 484",20,"70.00%","85.00%"
"23","Pocillopora_meandrina_HIv1___RNAseq.g5374.t1","GO:1902499","positive regulation of protein autoubiquitination",5,1,0.02,0.01851,"Biological Processes",3181,"Cluster_4435",-0.973512660116348,0.00515416506623921,0.667107103030148,163,-20.74,"2 21","462 484",20,"70.00%","85.00%"
"24","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1","GO:0010650","positive regulation of cell communication by electr...",13,1,0.05,0.04743,"Biological Processes",2955,"Cluster_1938",-0.89897037233283,0.0379588995558017,0.760878962620343,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"25","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1","GO:0034112","positive regulation of homotypic cell-cell adhesion",13,1,0.05,0.04743,"Biological Processes",2955,"Cluster_1938",-0.89897037233283,0.0379588995558017,0.760878962620343,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"26","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1","GO:0072660","maintenance of protein location in plasma membrane",10,1,0.04,0.03669,"Biological Processes",2955,"Cluster_1938",-0.89897037233283,0.0379588995558017,0.760878962620343,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"27","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1","GO:1900827","positive regulation of membrane depolarization duri...",13,1,0.05,0.04743,"Biological Processes",2955,"Cluster_1938",-0.89897037233283,0.0379588995558017,0.760878962620343,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"28","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1","GO:1902260","negative regulation of delayed rectifier potassium ...",13,1,0.05,0.04743,"Biological Processes",2955,"Cluster_1938",-0.89897037233283,0.0379588995558017,0.760878962620343,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"29","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1","GO:2001259","positive regulation of cation channel activity",40,2,0.15,0.00974,"Biological Processes",2955,"Cluster_1938",-0.89897037233283,0.0379588995558017,0.760878962620343,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"30","Pocillopora_meandrina_HIv1___RNAseq.g21320.t1","GO:0033567","DNA replication, Okazaki fragment processing",2,1,0.01,0.00745,"Biological Processes",1375,"Cluster_1938",-0.891992812781147,0.0419129972573029,0.767758624992504,155,-21.34,"2 22","630 651",20,"65.00%","80.00%"
"31","Pocillopora_meandrina_HIv1___RNAseq.g21320.t1","GO:0071932","replication fork reversal",6,1,0.02,0.02217,"Biological Processes",1375,"Cluster_1938",-0.891992812781147,0.0419129972573029,0.767758624992504,155,-21.34,"2 22","630 651",20,"65.00%","80.00%"
"32","Pocillopora_meandrina_HIv1___RNAseq.g12113.t1","GO:0030866","cortical actin cytoskeleton organization",32,2,0.12,0.00631,"Biological Processes",1818,"Cluster_4823",-0.961649905018013,0.00896332937875876,0.667107103030148,170,-20.93,"2 21","413 437",22,"81.82%","81.82%"
"33","Pocillopora_meandrina_HIv1___RNAseq.g26465.t1","GO:0016045","detection of bacterium",40,2,0.15,0.00974,"Biological Processes",1320,"Cluster_21",-0.880758144090649,0.0485347163548351,0.789106935480029,163,-22.32,"2 16","457 478",14,"85.71%","92.86%"
"34","Pocillopora_meandrina_HIv1___RNAseq.g20993.t2","GO:0010273","detoxification of copper ion",2,1,0.01,0.00745,"Biological Processes",2483,"Cluster_1938",-0.931443533508408,0.0213250138632082,0.689279208310677,158,-25.85,"2 22","778 800",21,"71.43%","80.95%"
"35","Pocillopora_meandrina_HIv1___RNAseq.g20993.t2","GO:0046938","phytochelatin biosynthetic process",4,1,0.01,0.01484,"Biological Processes",2483,"Cluster_1938",-0.931443533508408,0.0213250138632082,0.689279208310677,158,-25.85,"2 22","778 800",21,"71.43%","80.95%"
"36","Pocillopora_meandrina_HIv1___RNAseq.g20993.t2","GO:0098849","cellular detoxification of cadmium ion",3,1,0.01,0.01115,"Biological Processes",2483,"Cluster_1938",-0.931443533508408,0.0213250138632082,0.689279208310677,158,-25.85,"2 22","778 800",21,"71.43%","80.95%"
"37","Pocillopora_meandrina_HIv1___RNAseq.g514.t1","GO:1900737","negative regulation of phospholipase C-activating G...",2,1,0.01,0.00745,"Biological Processes",1559,"Cluster_3392",-0.945171362326139,0.0152841286265934,0.674410729954456,176,-23.91,"2 21","119 140",19,"78.95%","89.47%"
"38","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0006591","ornithine metabolic process",6,1,0.02,0.02217,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"39","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0007548","sex differentiation",203,3,0.76,0.04642,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"40","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0010470","regulation of gastrulation",6,1,0.02,0.02217,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"41","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0032534","regulation of microvillus assembly",5,1,0.02,0.01851,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"42","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0035983","response to trichostatin A",4,1,0.01,0.01484,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"43","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0042308","negative regulation of protein import into nucleus",10,1,0.04,0.03669,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"44","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0042632","cholesterol homeostasis",51,2,0.19,0.01551,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"45","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0045722","positive regulation of gluconeogenesis",11,1,0.04,0.04028,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"46","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0045723","positive regulation of fatty acid biosynthetic proc...",5,1,0.02,0.01851,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"47","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0055091","phospholipid homeostasis",8,2,0.03,0.00038,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"48","Pocillopora_meandrina_HIv1___TS.g23997.t1","GO:0019441","tryptophan catabolic process to kynurenine",11,1,0.04,0.04028,"Biological Processes",258,"Cluster_1938",-0.973476758566561,0.00516461966995309,0.667107103030148,154,-21.64,"2 22","372 394",21,"61.90%","85.71%"
"49","Pocillopora_meandrina_HIv1___TS.g23997.t1","GO:0034354","'de novo' NAD biosynthetic process from tryptophan",13,1,0.05,0.04743,"Biological Processes",258,"Cluster_1938",-0.973476758566561,0.00516461966995309,0.667107103030148,154,-21.64,"2 22","372 394",21,"61.90%","85.71%"
"50","Pocillopora_meandrina_HIv1___RNAseq.g2373.t1","GO:0014028","notochord formation",11,1,0.04,0.04028,"Biological Processes",2607,"Cluster_4438",-0.971793746076958,0.00566247021034002,0.667107103030148,147,-22.7,"2 21","647 671",22,"63.64%","68.18%"
"51","Pocillopora_meandrina_HIv1___RNAseq.g17919.t1","GO:0001695","histamine catabolic process",5,1,0.02,0.01851,"Biological Processes",2596,"Cluster_1938",-0.991500685182147,0.000939410209737709,0.667107103030148,160,-25.08,"2 22","270 293",21,"66.67%","80.95%"
"52","Pocillopora_meandrina_HIv1___TS.g5059.t2","GO:0010968","regulation of microtubule nucleation",8,1,0.03,0.02946,"Biological Processes",194,"Cluster_2973",-0.948228376602944,0.0140303943154319,0.674410729954456,165,-23.5,"2 20","500 520",18,"77.78%","88.89%"
"53","Pocillopora_meandrina_HIv1___TS.g5059.t2","GO:0031115","negative regulation of microtubule polymerization",7,1,0.03,0.02582,"Biological Processes",194,"Cluster_2973",-0.948228376602944,0.0140303943154319,0.674410729954456,165,-23.5,"2 20","500 520",18,"77.78%","88.89%"
"54","Pocillopora_meandrina_HIv1___RNAseq.g21350.t1","GO:0010825","positive regulation of centrosome duplication",2,1,0.01,0.00745,"Biological Processes",2080,"Cluster_4823",-0.952334774932161,0.0124024255620583,0.674410729954456,144,-20.31,"2 13","824 845",11,"81.82%","81.82%"
"55","Pocillopora_meandrina_HIv1___RNAseq.g21350.t1","GO:0030866","cortical actin cytoskeleton organization",32,2,0.12,0.00631,"Biological Processes",2080,"Cluster_4823",-0.952334774932161,0.0124024255620583,0.674410729954456,144,-20.31,"2 13","824 845",11,"81.82%","81.82%"
"56","Pocillopora_meandrina_HIv1___RNAseq.g28481.t1","GO:0031643","positive regulation of myelination",7,1,0.03,0.02582,"Biological Processes",462,"Cluster_2839",-0.968528512591818,0.00667035424164858,0.667107103030148,160,-21.43,"2 17","447 468",15,"80.00%","86.67%"
"57","Pocillopora_meandrina_HIv1___RNAseq.g28481.t1","GO:0032286","central nervous system myelin maintenance",2,1,0.01,0.00745,"Biological Processes",462,"Cluster_2839",-0.968528512591818,0.00667035424164858,0.667107103030148,160,-21.43,"2 17","447 468",15,"80.00%","86.67%"
"58","Pocillopora_meandrina_HIv1___RNAseq.g28481.t1","GO:0035902","response to immobilization stress",12,1,0.04,0.04386,"Biological Processes",462,"Cluster_2839",-0.968528512591818,0.00667035424164858,0.667107103030148,160,-21.43,"2 17","447 468",15,"80.00%","86.67%"
"59","Pocillopora_meandrina_HIv1___RNAseq.g28481.t1","GO:0048714","positive regulation of oligodendrocyte differentiat...",12,1,0.04,0.04386,"Biological Processes",462,"Cluster_2839",-0.968528512591818,0.00667035424164858,0.667107103030148,160,-21.43,"2 17","447 468",15,"80.00%","86.67%"
"60","Pocillopora_meandrina_HIv1___RNAseq.g22816.t2","GO:0086046","membrane depolarization during SA node cell action ...",12,1,0.04,0.04386,"Biological Processes",747,"Cluster_390",-0.892591265912174,0.0415689975375253,0.766756712202997,167,-23.5,"2 21","818 841",21,"71.43%","85.71%"
"61","Pocillopora_meandrina_HIv1___RNAseq.g22816.t2","GO:2001259","positive regulation of cation channel activity",40,2,0.15,0.00974,"Biological Processes",747,"Cluster_390",-0.892591265912174,0.0415689975375253,0.766756712202997,167,-23.5,"2 21","818 841",21,"71.43%","85.71%"
"62","Pocillopora_meandrina_HIv1___RNAseq.g29298.t1","GO:0002227","innate immune response in mucosa",5,1,0.02,0.01851,"Biological Processes",260,"Cluster_3661",-0.936432153585129,0.0190548323623486,0.682865205121046,161,-21.45,"2 21","774 793",19,"73.68%","84.21%"
"63","Pocillopora_meandrina_HIv1___RNAseq.g29298.t1","GO:0046471","phosphatidylglycerol metabolic process",26,2,0.1,0.0042,"Biological Processes",260,"Cluster_3661",-0.936432153585129,0.0190548323623486,0.682865205121046,161,-21.45,"2 21","774 793",19,"73.68%","84.21%"
"64","Pocillopora_meandrina_HIv1___RNAseq.g29298.t1","GO:1904635","positive regulation of podocyte apoptotic process",1,1,0,0.00373,"Biological Processes",260,"Cluster_3661",-0.936432153585129,0.0190548323623486,0.682865205121046,161,-21.45,"2 21","774 793",19,"73.68%","84.21%"
"65","Pocillopora_meandrina_HIv1___RNAseq.g21081.t1","GO:0002692","negative regulation of cellular extravasation",3,1,0.01,0.01115,"Biological Processes",1000,"Cluster_3392",-0.895649530245634,0.0398252208363961,0.760878962620343,153,-21.56,"2 21","963 988",23,"69.57%","78.26%"
"66","Pocillopora_meandrina_HIv1___RNAseq.g21081.t1","GO:0043314","negative regulation of neutrophil degranulation",1,1,0,0.00373,"Biological Processes",1000,"Cluster_3392",-0.895649530245634,0.0398252208363961,0.760878962620343,153,-21.56,"2 21","963 988",23,"69.57%","78.26%"
"67","Pocillopora_meandrina_HIv1___RNAseq.g21081.t1","GO:0048008","platelet-derived growth factor receptor signaling p...",33,2,0.12,0.00671,"Biological Processes",1000,"Cluster_3392",-0.895649530245634,0.0398252208363961,0.760878962620343,153,-21.56,"2 21","963 988",23,"69.57%","78.26%"
