,source,target,PCC.cor,PCC_magnitude,PCC_direction,p_value,interaction_support
1,apul-mir-novel-23,FUN_043573,0.929674659349317,0.929674659349317,1,0.0221496324840345,predicted binding + coexpression
2,apul-mir-novel-15,FUN_025197,0.978580789954302,0.978580789954302,1,0.00375092828341026,predicted binding + coexpression
3,apul-mir-novel-34,FUN_019843,0.912436100242777,0.912436100242777,1,0.0306925837127653,predicted binding + coexpression
4,apul-mir-novel-34,FUN_019846,0.912436100242777,0.912436100242777,1,0.0306925837127653,predicted binding + coexpression
5,apul-mir-novel-15,FUN_014343,0.938315097289955,0.938315097289955,1,0.0182197517071088,predicted binding + coexpression
6,apul-mir-novel-21,FUN_029385,0.918700592430811,0.918700592430811,1,0.0274850568020725,predicted binding + coexpression
7,apul-mir-novel-34,FUN_020652,0.912436100242777,0.912436100242777,1,0.0306925837127653,predicted binding + coexpression
8,apul-mir-novel-23,FUN_043328,0.965914639369325,0.965914639369325,1,0.00751541039444425,predicted binding + coexpression
9,apul-mir-novel-33,FUN_034923,0.952463395955054,0.952463395955054,1,0.0123525010315663,predicted binding + coexpression
10,apul-mir-novel-33,FUN_027826,0.915440855529146,0.915440855529146,1,0.0291399046285765,predicted binding + coexpression
11,apul-mir-novel-31,FUN_008664,0.88089978514717,0.88089978514717,1,0.0484493357400938,predicted binding + coexpression
12,apul-mir-novel-15,FUN_013927,0.978580789954303,0.978580789954303,1,0.00375092828341024,predicted binding + coexpression
13,apul-mir-2050,FUN_042810,-0.911420631503238,0.911420631503238,-1,0.0312231380321461,predicted binding + coexpression
14,apul-mir-novel-9,FUN_018057,0.900789662401113,0.900789662401113,1,0.0369486378710841,predicted binding + coexpression
15,apul-mir-100,FUN_018057,-0.910263152536072,0.910263152536072,-1,0.0318314343537556,predicted binding + coexpression
16,apul-mir-novel-7,FUN_041481,0.891068009656766,0.891068009656766,1,0.0424463563461438,predicted binding + coexpression
17,apul-mir-novel-28,FUN_035372,0.914870296887149,0.914870296887149,1,0.0294327402235506,predicted binding + coexpression
18,apul-mir-novel-31,FUN_036130,0.939876771205326,0.939876771205326,1,0.0175364380491936,predicted binding + coexpression
19,apul-mir-novel-9,FUN_012516,0.91318960314172,0.91318960314172,1,0.0303007902784342,predicted binding + coexpression
20,apul-mir-novel-10,FUN_041670,-0.963033219379839,0.963033219379839,-1,0.0084845415358989,predicted binding + coexpression
21,apul-mir-novel-28,FUN_023803,0.881114119723408,0.881114119723408,1,0.0483202262003849,predicted binding + coexpression
22,apul-mir-2025,FUN_029420,0.904239489935055,0.904239489935055,1,0.0350570127190687,predicted binding + coexpression
23,apul-mir-novel-22,FUN_006425,0.905658990907276,0.905658990907276,1,0.0342879456764622,predicted binding + coexpression
24,apul-mir-novel-19,FUN_034331,0.94735279088149,0.94735279088149,1,0.0143859052783021,predicted binding + coexpression
25,apul-mir-novel-16,FUN_011647,-0.934483591954529,0.934483591954529,-1,0.019931698625076,predicted binding + coexpression
