,id,type,special_status,notes
1,apul-mir-novel-23,miRNA,epi-miRNA,NA
2,apul-mir-novel-15,miRNA,epi-miRNA,NA
3,apul-mir-novel-34,miRNA,epi-miRNA,NA
4,apul-mir-novel-21,miRNA,NA,NA
5,apul-mir-novel-33,miRNA,NA,NA
6,apul-mir-novel-31,miRNA,epi-miRNA,NA
7,apul-mir-2050,miRNA,epi-miRNA,NA
8,apul-mir-novel-9,miRNA,epi-miRNA,NA
9,apul-mir-100,miRNA,epi-miRNA,NA
10,apul-mir-novel-7,miRNA,epi-miRNA,NA
11,apul-mir-novel-28,miRNA,epi-miRNA,NA
12,apul-mir-novel-10,miRNA,epi-miRNA,NA
13,apul-mir-2025,miRNA,NA,NA
14,apul-mir-novel-22,miRNA,NA,NA
15,apul-mir-novel-19,miRNA,epi-miRNA,NA
16,apul-mir-novel-16,miRNA,NA,NA
17,apul-mir-2028,miRNA,NA,NA
18,apul-mir-2023,miRNA,epi-miRNA,NA
19,apul-mir-novel-5,miRNA,epi-miRNA,NA
20,apul-mir-novel-26,miRNA,NA,NA
21,apul-mir-novel-29,miRNA,epi-miRNA,NA
22,apul-mir-novel-12,miRNA,NA,NA
23,apul-mir-novel-13,miRNA,epi-miRNA,NA
24,apul-mir-2022,miRNA,epi-miRNA,NA
25,apul-mir-novel-2,miRNA,NA,NA
26,apul-mir-novel-8a; apul-mir-novel-8b,miRNA,epi-miRNA,NA
27,apul-mir-2036,miRNA,NA,NA
28,apul-mir-novel-17,miRNA,epi-miRNA,NA
29,apul-mir-novel-14,miRNA,epi-miRNA,NA
30,apul-mir-novel-27,miRNA,epi-miRNA,NA
31,apul-mir-2030,miRNA,epi-miRNA,NA
32,apul-mir-novel-20,miRNA,NA,NA
33,apul-mir-novel-4,miRNA,epi-miRNA,NA
34,apul-mir-novel-3,miRNA,NA,NA
35,apul-mir-novel-6,miRNA,NA,NA
36,apul-mir-9425,miRNA,NA,NA
37,apul-mir-novel-30,miRNA,epi-miRNA,NA
38,apul-mir-novel-32,miRNA,epi-miRNA,NA
39,apul-mir-novel-11,miRNA,NA,NA
40,lncRNA_17237,lncRNA,ceRNA,NA
41,lncRNA_8218,lncRNA,ceRNA,NA
42,lncRNA_8219,lncRNA,ceRNA,NA
43,lncRNA_8220,lncRNA,ceRNA,NA
44,lncRNA_18690,lncRNA,ceRNA,NA
45,lncRNA_20424,lncRNA,ceRNA,NA
46,lncRNA_4550,lncRNA,ceRNA,NA
47,lncRNA_5021,lncRNA,ceRNA,NA
48,lncRNA_5022,lncRNA,ceRNA,NA
49,lncRNA_876,lncRNA,ceRNA,NA
50,lncRNA_29074,lncRNA,ceRNA,NA
51,lncRNA_15900,lncRNA,ceRNA,NA
52,lncRNA_1870,lncRNA,ceRNA,NA
53,lncRNA_30835,lncRNA,ceRNA,NA
54,lncRNA_20913,lncRNA,ceRNA,NA
55,lncRNA_20914,lncRNA,ceRNA,NA
56,lncRNA_20915,lncRNA,ceRNA,NA
57,lncRNA_20916,lncRNA,ceRNA,NA
58,lncRNA_20917,lncRNA,ceRNA,NA
59,lncRNA_20918,lncRNA,ceRNA,NA
60,lncRNA_20919,lncRNA,ceRNA,NA
61,lncRNA_20920,lncRNA,ceRNA,NA
62,lncRNA_20921,lncRNA,ceRNA,NA
63,lncRNA_20922,lncRNA,ceRNA,NA
64,lncRNA_31327,lncRNA,ceRNA,NA
65,lncRNA_31328,lncRNA,ceRNA,NA
66,lncRNA_31329,lncRNA,ceRNA,NA
67,lncRNA_31330,lncRNA,ceRNA,NA
68,lncRNA_15951,lncRNA,ceRNA,NA
69,lncRNA_12255,lncRNA,ceRNA,NA
70,lncRNA_14623,lncRNA,ceRNA,NA
71,lncRNA_23423,lncRNA,ceRNA,NA
72,lncRNA_26740,lncRNA,ceRNA,NA
73,lncRNA_7555,lncRNA,ceRNA,NA
74,lncRNA_23688,lncRNA,ceRNA,NA
75,lncRNA_11636,lncRNA,ceRNA,NA
76,lncRNA_12472,lncRNA,ceRNA,NA
77,lncRNA_14567,lncRNA,ceRNA,NA
78,lncRNA_16686,lncRNA,ceRNA,NA
79,lncRNA_17280,lncRNA,ceRNA,NA
80,lncRNA_17281,lncRNA,ceRNA,NA
81,lncRNA_17282,lncRNA,ceRNA,NA
82,lncRNA_17315,lncRNA,ceRNA,NA
83,lncRNA_17525,lncRNA,ceRNA,NA
