,id,type,special_status,notes
1,ptuh-mir-novel-6,miRNA,epi-miRNA,NA
2,ptuh-mir-novel-13,miRNA,NA,NA
3,ptuh-mir-novel-21,miRNA,NA,NA
4,ptuh-mir-novel-25,miRNA,NA,NA
5,ptuh-mir-2030,miRNA,NA,NA
6,ptuh-mir-novel-10,miRNA,epi-miRNA,NA
7,ptuh-mir-novel-9,miRNA,NA,NA
8,ptuh-mir-novel-23,miRNA,NA,NA
9,ptuh-mir-novel-17,miRNA,NA,NA
10,ptuh-mir-novel-19,miRNA,NA,NA
11,ptuh-mir-novel-31,miRNA,NA,NA
12,ptuh-mir-novel-26,miRNA,epi-miRNA,NA
13,ptuh-mir-novel-16,miRNA,epi-miRNA,NA
14,ptuh-mir-novel-11; ptuh-mir-novel-15,miRNA,NA,NA
15,ptuh-mir-novel-28,miRNA,NA,NA
16,ptuh-mir-novel-33,miRNA,epi-miRNA,NA
17,ptuh-mir-novel-4,miRNA,epi-miRNA,NA
18,ptuh-mir-2023,miRNA,NA,NA
19,ptuh-mir-novel-5,miRNA,epi-miRNA,NA
20,ptuh-mir-novel-7,miRNA,epi-miRNA,NA
21,ptuh-mir-2036,miRNA,NA,NA
22,ptuh-mir-novel-8,miRNA,NA,NA
23,ptuh-mir-100,miRNA,NA,NA
24,ptuh-mir-novel-32,miRNA,epi-miRNA,NA
25,ptuh-mir-novel-27,miRNA,NA,NA
26,ptuh-mir-novel-1,miRNA,NA,NA
27,ptuh-mir-novel-24,miRNA,epi-miRNA,NA
28,ptuh-mir-novel-3,miRNA,epi-miRNA,NA
29,ptuh-mir-novel-18,miRNA,NA,NA
30,ptuh-mir-novel-22,miRNA,NA,NA
31,ptuh-mir-novel-30,miRNA,NA,NA
32,ptuh-mir-2025,miRNA,NA,NA
33,ptuh-mir-novel-14,miRNA,NA,NA
34,ptuh-mir-novel-12,miRNA,NA,NA
35,lncRNA_10109,lncRNA,ceRNA,NA
36,lncRNA_10250,lncRNA,ceRNA,NA
37,lncRNA_10290,lncRNA,ceRNA,NA
38,lncRNA_11040,lncRNA,ceRNA,NA
39,lncRNA_11224,lncRNA,ceRNA,NA
40,lncRNA_11237,lncRNA,ceRNA,NA
41,lncRNA_11238,lncRNA,ceRNA,NA
42,lncRNA_11239,lncRNA,ceRNA,NA
43,lncRNA_11240,lncRNA,ceRNA,NA
44,lncRNA_11306,lncRNA,ceRNA,NA
45,lncRNA_11308,lncRNA,ceRNA,NA
46,lncRNA_11309,lncRNA,ceRNA,NA
47,lncRNA_11310,lncRNA,ceRNA,NA
48,lncRNA_11311,lncRNA,ceRNA,NA
49,lncRNA_12026,lncRNA,ceRNA,NA
50,lncRNA_12742,lncRNA,ceRNA,NA
51,lncRNA_12743,lncRNA,ceRNA,NA
52,lncRNA_12744,lncRNA,ceRNA,NA
53,lncRNA_13179,lncRNA,ceRNA,NA
54,lncRNA_13208,lncRNA,ceRNA,NA
55,lncRNA_13305,lncRNA,ceRNA,NA
56,lncRNA_13306,lncRNA,ceRNA,NA
57,lncRNA_13372,lncRNA,ceRNA,NA
58,lncRNA_13373,lncRNA,ceRNA,NA
59,lncRNA_13374,lncRNA,ceRNA,NA
60,lncRNA_13376,lncRNA,ceRNA,NA
61,lncRNA_13377,lncRNA,ceRNA,NA
62,lncRNA_13869,lncRNA,ceRNA,NA
63,lncRNA_13870,lncRNA,ceRNA,NA
64,lncRNA_14671,lncRNA,ceRNA,NA
65,lncRNA_15438,lncRNA,ceRNA,NA
66,lncRNA_15439,lncRNA,ceRNA,NA
67,lncRNA_15440,lncRNA,ceRNA,NA
68,lncRNA_1808,lncRNA,ceRNA,NA
69,lncRNA_1852,lncRNA,ceRNA,NA
70,lncRNA_1950,lncRNA,ceRNA,NA
71,lncRNA_196,lncRNA,ceRNA,NA
72,lncRNA_2123,lncRNA,ceRNA,NA
73,lncRNA_2707,lncRNA,ceRNA,NA
74,lncRNA_2708,lncRNA,ceRNA,NA
75,lncRNA_2711,lncRNA,ceRNA,NA
76,lncRNA_2929,lncRNA,ceRNA,NA
77,lncRNA_334,lncRNA,ceRNA,NA
78,lncRNA_335,lncRNA,ceRNA,NA
79,lncRNA_3360,lncRNA,ceRNA,NA
80,lncRNA_3373,lncRNA,ceRNA,NA
81,lncRNA_4005,lncRNA,ceRNA,NA
82,lncRNA_4464,lncRNA,ceRNA,NA
83,lncRNA_5126,lncRNA,ceRNA,NA
84,lncRNA_5183,lncRNA,ceRNA,NA
85,lncRNA_6291,lncRNA,ceRNA,NA
86,lncRNA_6410,lncRNA,ceRNA,NA
87,lncRNA_7795,lncRNA,ceRNA,NA
88,lncRNA_8004,lncRNA,ceRNA,NA
89,lncRNA_8005,lncRNA,ceRNA,NA
90,lncRNA_8024,lncRNA,ceRNA,NA
91,lncRNA_8025,lncRNA,ceRNA,NA
92,lncRNA_8026,lncRNA,ceRNA,NA
93,lncRNA_8155,lncRNA,ceRNA,NA
94,lncRNA_9463,lncRNA,ceRNA,NA
95,lncRNA_10581,lncRNA,ceRNA,NA
96,lncRNA_1072,lncRNA,ceRNA,NA
97,lncRNA_10839,lncRNA,ceRNA,NA
98,lncRNA_11222,lncRNA,ceRNA,NA
99,lncRNA_11709,lncRNA,ceRNA,NA
100,lncRNA_12180,lncRNA,ceRNA,NA
101,lncRNA_13703,lncRNA,ceRNA,NA
102,lncRNA_14058,lncRNA,ceRNA,NA
103,lncRNA_14099,lncRNA,ceRNA,NA
104,lncRNA_14661,lncRNA,ceRNA,NA
105,lncRNA_14668,lncRNA,ceRNA,NA
106,lncRNA_14872,lncRNA,ceRNA,NA
107,lncRNA_14998,lncRNA,ceRNA,NA
108,lncRNA_2169,lncRNA,ceRNA,NA
109,lncRNA_217,lncRNA,ceRNA,NA
110,lncRNA_2908,lncRNA,ceRNA,NA
111,lncRNA_2922,lncRNA,ceRNA,NA
112,lncRNA_2923,lncRNA,ceRNA,NA
113,lncRNA_3194,lncRNA,ceRNA,NA
114,lncRNA_322,lncRNA,ceRNA,NA
115,lncRNA_323,lncRNA,ceRNA,NA
116,lncRNA_367,lncRNA,ceRNA,NA
117,lncRNA_368,lncRNA,ceRNA,NA
118,lncRNA_371,lncRNA,ceRNA,NA
119,lncRNA_460,lncRNA,ceRNA,NA
120,lncRNA_497,lncRNA,ceRNA,NA
121,lncRNA_6043,lncRNA,ceRNA,NA
122,lncRNA_6822,lncRNA,ceRNA,NA
123,lncRNA_7190,lncRNA,ceRNA,NA
124,lncRNA_9482,lncRNA,ceRNA,NA
125,lncRNA_4695,lncRNA,ceRNA,NA
126,lncRNA_9817,lncRNA,ceRNA,NA
127,lncRNA_13992,lncRNA,ceRNA,NA
128,lncRNA_3521,lncRNA,ceRNA,NA
129,lncRNA_4595,lncRNA,ceRNA,NA
130,lncRNA_11474,lncRNA,ceRNA,NA
131,lncRNA_11551,lncRNA,ceRNA,NA
132,lncRNA_5808,lncRNA,ceRNA,NA
133,lncRNA_5913,lncRNA,ceRNA,NA
134,lncRNA_5915,lncRNA,ceRNA,NA
135,lncRNA_5916,lncRNA,ceRNA,NA
136,lncRNA_8522,lncRNA,ceRNA,NA
137,lncRNA_11556,lncRNA,ceRNA,NA
138,lncRNA_11782,lncRNA,ceRNA,NA
139,lncRNA_13176,lncRNA,ceRNA,NA
140,lncRNA_13196,lncRNA,ceRNA,NA
141,lncRNA_14768,lncRNA,ceRNA,NA
142,lncRNA_3593,lncRNA,ceRNA,NA
143,lncRNA_3594,lncRNA,ceRNA,NA
144,lncRNA_5832,lncRNA,ceRNA,NA
145,lncRNA_6601,lncRNA,ceRNA,NA
146,lncRNA_7774,lncRNA,ceRNA,NA
147,lncRNA_8094,lncRNA,ceRNA,NA
