#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::Porites_evermani_scaffold_1:577250-577956	706	128	0.35206000000000004	6.527980995178221	-1	0.08679	noncoding
transcript::Porites_evermani_scaffold_1:703981-704337	356	33	0.40531000000000006	11.435418128967285	1	0.0222229	noncoding
transcript::Porites_evermani_scaffold_1:1585708-1591493	5785	82	0.32237000000000005	4.450743293762207	1	0.188482	noncoding
transcript::Porites_evermani_scaffold_1:422643-423512	869	30	0.36561	4.0500284194946286	1	0.0162382	noncoding
transcript::Porites_evermani_scaffold_1:1084867-1089422	4555	111	0.28259	6.533494377136231	1	0.214842	noncoding
transcript::Porites_evermani_scaffold_1:45282-46029	747	133	0.44125000000000003	4.97991428375244	1	0.948665	coding
transcript::Porites_evermani_scaffold_1:372245-372449	204	15	0.26338999999999996	4.0500284194946286	-1	0.0543788	noncoding
transcript::Porites_evermani_scaffold_1:708835-709158	323	45	0.40426999999999996	9.819840431213379	1	0.030492	noncoding
transcript::Porites_evermani_scaffold_1:797316-799464	2148	96	0.34692	10.69448299407959	1	0.133385	noncoding
transcript::Porites_evermani_scaffold_1:799726-800144	418	29	0.27943	11.999967765808105	1	0.0231446	noncoding
transcript::Porites_evermani_scaffold_1:1202044-1202328	284	68	0.37632	11.633916282653807	1	0.0619633	noncoding
transcript::Porites_evermani_scaffold_1:1477781-1478077	296	28	0.42535	11.999967765808105	-1	0.158961	noncoding
transcript::Porites_evermani_scaffold_1:1758804-1759079	275	27	0.35565	10.311863136291503	1	0.0116011	noncoding
transcript::Porites_evermani_scaffold_10:260427-263111	2684	82	0.33597000000000005	5.269224739074706	1	0.131892	noncoding
transcript::Porites_evermani_scaffold_10:260440-263111	2671	82	0.33597000000000005	5.269224739074706	1	0.131892	noncoding
transcript::Porites_evermani_scaffold_10:318856-330698	11842	95	0.30191	9.410466194152832	1	0.0830017	noncoding
transcript::Porites_evermani_scaffold_10:318856-330698	11842	95	0.30191	9.410466194152832	1	0.0830017	noncoding
transcript::Porites_evermani_scaffold_10:318856-330698	11842	95	0.30191	9.410466194152832	1	0.0830017	noncoding
transcript::Porites_evermani_scaffold_10:321042-330698	9656	95	0.30191	9.410466194152832	1	0.0830017	noncoding
transcript::Porites_evermani_scaffold_10:738480-759314	20834	282	0.29367000000000004	6.765170097351075	1	0.997886	coding
transcript::Porites_evermani_scaffold_10:780105-781896	1791	67	0.36801	5.645271492004395	1	0.0669091	noncoding
transcript::Porites_evermani_scaffold_10:822420-823992	1572	62	0.42047999999999996	5.785038566589355	1	0.0809971	noncoding
transcript::Porites_evermani_scaffold_10:890033-892111	2078	62	0.31204	6.884190940856934	1	0.0264183	noncoding
transcript::Porites_evermani_scaffold_10:1071612-1085055	13443	128	0.28982	7.691759300231935	1	0.256346	noncoding
transcript::Porites_evermani_scaffold_10:1071808-1085055	13247	128	0.28982	7.691759300231935	1	0.256346	noncoding
transcript::Porites_evermani_scaffold_10:1075979-1085055	9076	128	0.28982	7.691759300231935	1	0.256346	noncoding
transcript::Porites_evermani_scaffold_10:1076113-1085055	8942	128	0.28982	7.691759300231935	1	0.256346	noncoding
transcript::Porites_evermani_scaffold_10:220335-220896	561	43	0.34802	10.227280616760254	1	0.0205213	noncoding
transcript::Porites_evermani_scaffold_10:240017-243709	3692	83	0.38827	10.341840934753417	1	0.141793	noncoding
transcript::Porites_evermani_scaffold_10:237325-239701	2376	77	0.31904	5.82181339263916	1	0.0743465	noncoding
transcript::Porites_evermani_scaffold_10:501902-503955	2053	63	0.29519	8.907097053527831	1	0.0273211	noncoding
transcript::Porites_evermani_scaffold_10:510560-513287	2727	103	0.29444000000000004	10.969118309020995	1	0.0939823	noncoding
transcript::Porites_evermani_scaffold_10:524809-525785	976	53	0.35123000000000004	5.711091041564941	1	0.025704	noncoding
transcript::Porites_evermani_scaffold_10:605445-607627	2182	52	0.33194	10.112204551696774	1	0.0260704	noncoding
transcript::Porites_evermani_scaffold_10:25816-26468	652	63	0.34964	9.721655082702636	-1	0.136054	noncoding
transcript::Porites_evermani_scaffold_10:59062-59394	332	4	0.40789	5.274794960021972	-1	0.00945853	noncoding
transcript::Porites_evermani_scaffold_10:73507-73729	222	47	0.33564000000000005	9.87064151763916	-1	0.150078	noncoding
transcript::Porites_evermani_scaffold_10:224119-224845	726	109	0.33908	6.948873710632324	1	0.249984	noncoding
transcript::Porites_evermani_scaffold_10:403613-405205	1592	71	0.33281	6.714128684997559	1	0.0450088	noncoding
transcript::Porites_evermani_scaffold_10:413266-413486	220	25	0.41672	8.275113487243654	1	0.0076879	noncoding
transcript::Porites_evermani_scaffold_10:489116-489356	240	23	0.39708	9.496338081359863	-1	0.0695692	noncoding
transcript::Porites_evermani_scaffold_10:538147-538387	240	22	0.44967999999999997	10.4639440536499	1	0.0206644	noncoding
transcript::Porites_evermani_scaffold_10:1181563-1182204	641	32	0.35305	4.0500284194946286	1	0.0167545	noncoding
transcript::Porites_evermani_scaffold_10:1183265-1183548	283	22	0.3902399999999999	9.778967475891111	-1	0.0843752	noncoding
transcript::Porites_evermani_scaffold_10:1195311-1195548	237	22	0.41381	10.277372550964351	1	0.0125244	noncoding
transcript::Porites_evermani_scaffold_100:42921-46849	3928	550	0.44987000000000005	4.667527198791503	1	1	coding
transcript::Porites_evermani_scaffold_100:74376-74611	235	40	0.35384	10.834314918518068	1	0.0209593	noncoding
transcript::Porites_evermani_scaffold_100:148592-148883	291	5	0.32606	9.519997978210448	1	0.00383689	noncoding
transcript::Porites_evermani_scaffold_100:149555-150013	458	25	0.34129	7.9541898727417	1	0.00497626	noncoding
transcript::Porites_evermani_scaffold_100:369850-370112	262	43	0.39422999999999997	10.614155387878416	-1	0.129963	noncoding
transcript::Porites_evermani_scaffold_100:413927-414220	293	41	0.28238	9.446310615539552	1	0.0158272	noncoding
transcript::Porites_evermani_scaffold_100:465896-466521	625	19	0.42004	9.78522090911865	1	0.00967966	noncoding
transcript::Porites_evermani_scaffold_1000:165-4794	4629	68	0.2921	9.962508964538571	1	0.0375284	noncoding
transcript::Porites_evermani_scaffold_1000:124915-129638	4723	153	0.2921	8.93075695037842	1	0.375203	noncoding
transcript::Porites_evermani_scaffold_1000:7599-7816	217	4	0.40545	5.274794960021972	1	1.46535e-05	noncoding
transcript::Porites_evermani_scaffold_1001:158622-158840	218	28	0.47476	9.697028160095215	1	0.0318248	noncoding
transcript::Porites_evermani_scaffold_1002:115121-115799	678	35	0.40660999999999997	11.712567710876463	1	0.0235792	noncoding
transcript::Porites_evermani_scaffold_1003:54691-55544	853	231	0.43347	8.274662208557132	-1	0.291549	noncoding
transcript::Porites_evermani_scaffold_1003:61270-61535	265	15	0.33415	11.16600475311279	1	0.00959788	noncoding
transcript::Porites_evermani_scaffold_1004:128399-129079	680	56	0.45280000000000004	5.823802757263183	-1	0.0249877	noncoding
transcript::Porites_evermani_scaffold_1004:30272-30764	492	92	0.47335000000000005	4.489280128479003	1	0.599805	coding
transcript::Porites_evermani_scaffold_1004:89150-89358	208	40	0.45423	11.568867683410648	1	0.0613935	noncoding
transcript::Porites_evermani_scaffold_1006:146928-163264	16336	2141	0.43326	5.311569786071778	1	1	coding
transcript::Porites_evermani_scaffold_1006:53782-54468	686	17	0.31	4.0500284194946286	1	0.00765585	noncoding
transcript::Porites_evermani_scaffold_1006:55978-56257	279	16	0.32038	5.708987998962402	1	0.00332397	noncoding
transcript::Porites_evermani_scaffold_1007:68343-83813	15470	120	0.32413000000000003	11.130031394958493	1	0.182478	noncoding
transcript::Porites_evermani_scaffold_1007:68343-83813	15470	120	0.32413000000000003	11.130031394958493	1	0.182478	noncoding
transcript::Porites_evermani_scaffold_1007:68348-83813	15465	120	0.32413000000000003	11.130031394958493	1	0.182478	noncoding
transcript::Porites_evermani_scaffold_1007:68367-83813	15446	120	0.32413000000000003	11.130031394958493	1	0.182478	noncoding
transcript::Porites_evermani_scaffold_1007:160272-162216	1944	47	0.30552	9.38358287811279	1	0.0174825	noncoding
transcript::Porites_evermani_scaffold_1007:84295-84691	396	42	0.44197000000000003	10.895108604431151	1	0.0533256	noncoding
transcript::Porites_evermani_scaffold_1007:141302-141511	209	13	0.38433	9.522705650329591	1	0.00518805	noncoding
transcript::Porites_evermani_scaffold_1007:144685-146427	1742	27	0.30008	7.97817211151123	1	0.0060832	noncoding
transcript::Porites_evermani_scaffold_1009:66694-71857	5163	80	0.34162000000000003	9.690839195251463	-1	0.147507	noncoding
transcript::Porites_evermani_scaffold_1009:35934-37276	1342	71	0.37488	9.014179039001466	1	0.0649433	noncoding
transcript::Porites_evermani_scaffold_101:22-1677	1655	47	0.33230000000000004	5.9842023849487305	1	0.0156638	noncoding
transcript::Porites_evermani_scaffold_101:161389-163578	2189	495	0.46920000000000006	4.682987403869628	-1	0.993551	coding
transcript::Porites_evermani_scaffold_101:275969-276890	921	56	0.39283999999999997	4.706689262390136	-1	0.0210346	noncoding
transcript::Porites_evermani_scaffold_101:308511-309079	568	33	0.37370000000000003	8.682811546325684	1	0.00978622	noncoding
transcript::Porites_evermani_scaffold_101:380510-382801	2291	375	0.41852	9.225055122375487	1	0.999999	coding
transcript::Porites_evermani_scaffold_101:508192-510282	2090	132	0.37305	10.237853431701659	1	0.519902	coding
transcript::Porites_evermani_scaffold_101:16444-22764	6320	191	0.35709	9.450178718566896	1	0.92022	coding
transcript::Porites_evermani_scaffold_101:509204-510412	1208	132	0.38766999999999996	10.237853431701659	1	0.598063	coding
transcript::Porites_evermani_scaffold_101:515009-524777	9768	306	0.31853000000000004	9.03513126373291	1	0.997233	coding
transcript::Porites_evermani_scaffold_101:93773-94029	256	66	0.39707	9.694900703430175	-1	0.102377	noncoding
transcript::Porites_evermani_scaffold_101:310158-310492	334	25	0.44176	10.410435295104978	1	0.0209978	noncoding
transcript::Porites_evermani_scaffold_101:352709-352922	213	37	0.43192	9.300612068176267	1	0.0238843	noncoding
transcript::Porites_evermani_scaffold_101:488998-489315	317	20	0.36082	11.000127601623536	1	0.0105458	noncoding
transcript::Porites_evermani_scaffold_101:506815-507049	234	33	0.44789999999999996	6.697418022155762	-1	0.0181548	noncoding
transcript::Porites_evermani_scaffold_1010:23937-26609	2672	115	0.33897	9.299322700500486	1	0.236265	noncoding
transcript::Porites_evermani_scaffold_1010:140329-140547	218	16	0.37657	10.834379386901855	-1	0.14152	noncoding
transcript::Porites_evermani_scaffold_1011:33328-38887	5559	77	0.30191	7.800690650939941	1	0.0443118	noncoding
transcript::Porites_evermani_scaffold_1011:121752-122198	446	40	0.30376	8.188467979431152	-1	0.123208	noncoding
transcript::Porites_evermani_scaffold_1011:88195-89259	1064	65	0.32162	10.704668998718262	1	0.041326	noncoding
transcript::Porites_evermani_scaffold_1011:139077-139698	621	52	0.38898000000000005	11.999967765808105	-1	0.177398	noncoding
transcript::Porites_evermani_scaffold_1011:155450-155947	497	107	0.37228	9.364951515197756	-1	0.130191	noncoding
transcript::Porites_evermani_scaffold_1012:54716-56145	1429	60	0.40847999999999995	9.773100852966305	1	0.064601	noncoding
transcript::Porites_evermani_scaffold_1013:21657-44945	23288	1640	0.24233	5.5580236434936525	1	1	coding
transcript::Porites_evermani_scaffold_1013:64662-68723	4061	116	0.34107000000000004	8.262671089172365	1	0.268017	noncoding
transcript::Porites_evermani_scaffold_1013:148822-153032	4210	79	0.34645000000000004	9.729713630676269	1	0.073313	noncoding
transcript::Porites_evermani_scaffold_1014:101976-105215	3239	129	0.39632999999999996	7.703127098083496	1	0.684549	coding
transcript::Porites_evermani_scaffold_1014:105572-106040	468	50	0.4216	5.641463279724121	-1	0.0209967	noncoding
transcript::Porites_evermani_scaffold_1014:106186-109731	3545	74	0.2831	9.632172966003417	1	0.0419961	noncoding
transcript::Porites_evermani_scaffold_1014:160340-162433	2093	72	0.30754	9.507942390441894	1	0.0415509	noncoding
transcript::Porites_evermani_scaffold_1014:160340-162433	2093	72	0.30754	9.507942390441894	1	0.0415509	noncoding
transcript::Porites_evermani_scaffold_1014:160340-162433	2093	72	0.30754	9.507942390441894	1	0.0415509	noncoding
transcript::Porites_evermani_scaffold_1014:1257-1727	470	59	0.31684	9.605805397033691	1	0.028307	noncoding
transcript::Porites_evermani_scaffold_1015:119212-127407	8195	102	0.31135999999999997	7.832022285461426	1	0.123197	noncoding
transcript::Porites_evermani_scaffold_1016:3516-30423	26907	866	0.29367000000000004	6.083215904235838	1	1	coding
transcript::Porites_evermani_scaffold_1016:3516-30423	26907	866	0.29367000000000004	6.083215904235838	1	1	coding
transcript::Porites_evermani_scaffold_1016:6785-30423	23638	866	0.32237000000000005	6.083215904235838	1	1	coding
transcript::Porites_evermani_scaffold_1016:26257-30423	4166	389	0.38054	5.2882089614868155	1	1	coding
transcript::Porites_evermani_scaffold_1016:107410-150912	43502	1347	0.32300000000000006	6.33472843170166	1	1	coding
transcript::Porites_evermani_scaffold_1016:25369-26143	774	38	0.43373	9.694836235046388	1	0.0292683	noncoding
transcript::Porites_evermani_scaffold_1016:8854-9109	255	65	0.35853999999999997	9.466618156433107	1	0.045499	noncoding
transcript::Porites_evermani_scaffold_1017:156794-161692	4898	89	0.30211	8.988004875183105	1	0.0677842	noncoding
transcript::Porites_evermani_scaffold_1017:46364-46814	450	27	0.29933000000000004	8.518997383117675	1	0.00690893	noncoding
transcript::Porites_evermani_scaffold_1018:118698-118936	238	28	0.44736	8.344481468200684	-1	0.0297732	noncoding
transcript::Porites_evermani_scaffold_1018:139658-140347	689	85	0.41286999999999996	10.337908363342283	1	0.21257	noncoding
transcript::Porites_evermani_scaffold_1019:4699-6650	1951	61	0.34130000000000005	9.664987373352051	1	0.0350396	noncoding
transcript::Porites_evermani_scaffold_1019:75790-82403	6613	71	0.31546	5.631800651550292	1	0.0595903	noncoding
transcript::Porites_evermani_scaffold_1019:83165-97903	14738	105	0.30324	9.121970176696777	1	0.114816	noncoding
transcript::Porites_evermani_scaffold_102:24899-29082	4183	62	0.31518	10.603518104553224	1	0.0365485	noncoding
transcript::Porites_evermani_scaffold_102:29596-40269	10673	77	0.2921	10.050314903259277	1	0.048648	noncoding
transcript::Porites_evermani_scaffold_102:47444-57971	10527	166	0.31545	5.367954063415527	1	0.919858	coding
transcript::Porites_evermani_scaffold_102:46084-46681	597	189	0.44078000000000006	5.200392723083495	-1	0.221063	noncoding
transcript::Porites_evermani_scaffold_102:59033-60288	1255	52	0.42014000000000007	10.751730918884277	1	0.0597666	noncoding
transcript::Porites_evermani_scaffold_102:147177-147558	381	38	0.34562000000000004	6.688210105895997	-1	0.0397421	noncoding
transcript::Porites_evermani_scaffold_102:202932-203185	253	27	0.40070000000000006	9.687615776062014	-1	0.0765408	noncoding
transcript::Porites_evermani_scaffold_102:209323-210137	814	28	0.40227999999999997	5.203803062438964	1	0.0105115	noncoding
transcript::Porites_evermani_scaffold_102:267980-268446	466	43	0.37455000000000005	9.382809257507322	1	0.0192399	noncoding
