"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"1","Pocillopora_meandrina_HIv1___RNAseq.g12593.t1","GO:0001822","kidney development",6,4,0.85,0.0042,"Biological Processes",8061,"Cluster_360","Pocillopora_meandrina_HIv1___Sc0000043:817913-830864",149,-20.06,2,18,3511,3532,16,"68.75%","75.00%",0.218125947763206,0.724491730855578,0.982995765021477
"2","Pocillopora_meandrina_HIv1___RNAseq.g12593.t1","GO:0001822","kidney development",6,4,0.85,0.0042,"Biological Processes",9041,"Cluster_390","Pocillopora_meandrina_HIv1___Sc0000043:817913-830864",163,-23.12,2,21,11661,11683,20,"75.00%","80.00%",0.419615830743106,0.48185001707742,0.971667182760421
"3","Pocillopora_meandrina_HIv1___RNAseq.g25685.t1","GO:0006631","fatty acid metabolic process",8,7,1.14,4.5e-06,"Biological Processes",7230,"Cluster_21","Pocillopora_meandrina_HIv1___Sc0000030:3253573-3290796",155,-23.14,2,21,1850,1872,20,"65.00%","80.00%",0.151294438762515,0.808103380985524,0.992869202905533
"4","Pocillopora_meandrina_HIv1___RNAseq.g25685.t1","GO:0006631","fatty acid metabolic process",8,7,1.14,4.5e-06,"Biological Processes",7231,"Cluster_21","Pocillopora_meandrina_HIv1___Sc0000030:3253573-3290796",164,-21.52,2,21,31570,31591,19,"73.68%","78.95%",0.151294438762515,0.808103380985524,0.992869202905533
"5","Pocillopora_meandrina_HIv1___RNAseq.g25685.t1","GO:0006631","fatty acid metabolic process",8,7,1.14,4.5e-06,"Biological Processes",8964,"Cluster_390","Pocillopora_meandrina_HIv1___Sc0000030:3253573-3290796",158,-20.06,2,20,14809,14831,19,"68.42%","84.21%",0.301025831260955,0.622591908143297,0.977945256491021
"6","Pocillopora_meandrina_HIv1___RNAseq.g2640.t1b","GO:0001822","kidney development",6,4,0.85,0.0042,"Biological Processes",617,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:10721866-10732292",167,-23.95,2,21,10294,10316,20,"80.00%","80.00%",0.785128758960616,0.11563339733567,0.86545548976814
"7","Pocillopora_meandrina_HIv1___RNAseq.g2640.t1b","GO:0001822","kidney development",6,4,0.85,0.0042,"Biological Processes",4603,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000008:10721866-10732292",153,-22.4,2,22,3084,3104,20,"70.00%","80.00%",0.177806344747453,0.774808543077733,0.988111425120139
"8","Pocillopora_meandrina_HIv1___RNAseq.g2640.t1b","GO:0001822","kidney development",6,4,0.85,0.0042,"Biological Processes",4604,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000008:10721866-10732292",167,-31,2,22,1832,1856,22,"77.27%","81.82%",0.177806344747453,0.774808543077733,0.988111425120139
"9","Pocillopora_meandrina_HIv1___RNAseq.29369_t","GO:0006631","fatty acid metabolic process",8,7,1.14,4.5e-06,"Biological Processes",1351,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000039:2288384-2290672",159,-21.75,2,21,878,900,20,"65.00%","85.00%",0.310019700393464,0.611688151917076,0.976732732570472
"10","Pocillopora_meandrina_HIv1___RNAseq.g27232.t1","GO:0006631","fatty acid metabolic process",8,7,1.14,4.5e-06,"Biological Processes",6663,"Cluster_21","Pocillopora_meandrina_HIv1___Sc0000006:5491088-5497875",154,-20.44,2,16,6157,6180,16,"75.00%","87.50%",0.0966285250294131,0.877160468448658,0.996125551258226
"11","Pocillopora_meandrina_HIv1___RNAseq.g15912.t1","GO:0006631","fatty acid metabolic process",8,7,1.14,4.5e-06,"Biological Processes",9310,"Cluster_925","Pocillopora_meandrina_HIv1___Sc0000003:9473757-9483495",171,-20.23,2,21,7632,7654,20,"80.00%","85.00%",0.148881173821191,0.811141239489177,0.993526585312685
"12","Pocillopora_meandrina_HIv1___RNAseq.g8446.t1","GO:0001822","kidney development",6,4,0.85,0.0042,"Biological Processes",6807,"Cluster_21","Pocillopora_meandrina_HIv1___Sc0000011:3186135-3200772",159,-21.08,2,16,2821,2842,14,"85.71%","85.71%",0.469669484445251,0.42477554250932,0.97024921967979
