#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::ntLink_0:25261-29713	4452	57	0.25754000000000005	9.619795036315917	1	0.0308067	noncoding
transcript::ntLink_0:25262-30830	5568	57	0.25754000000000005	9.619795036315917	1	0.0308067	noncoding
transcript::ntLink_0:84576-93547	8971	93	0.30530999999999997	9.696254539489747	1	0.0808641	noncoding
transcript::ntLink_0:23404-24922	1518	79	0.33562000000000003	9.193143272399901	-1	0.135551	noncoding
transcript::ntLink_1:7485-8513	1028	64	0.37254	9.09695644378662	1	0.0466696	noncoding
transcript::ntLink_1:14012-18684	4672	145	0.2921	10.111366462707515	1	0.260129	noncoding
transcript::ntLink_1:51266-51766	500	136	0.40335000000000004	11.325370597839356	-1	0.212475	noncoding
transcript::ntLink_2:224438-275122	50684	482	0.28200000000000003	5.386199378967285	1	1	coding
transcript::ntLink_2:317253-322592	5339	482	0.41580999999999996	5.386199378967285	1	1	coding
transcript::ntLink_2:372229-372612	383	12	0.31593000000000004	8.498431968688966	-1	0.108358	noncoding
transcript::ntLink_2:38623-38842	219	22	0.33646	9.500077247619632	1	0.00713439	noncoding
transcript::ntLink_2:212674-212875	201	13	0.44712999999999997	4.746192359924316	1	0.0063073	noncoding
transcript::ntLink_2:217342-217724	382	19	0.41899000000000003	11.235179328918456	1	0.013868	noncoding
transcript::ntLink_2:330552-331392	840	68	0.33765999999999996	11.09031887054443	-1	0.179525	noncoding
transcript::ntLink_3:56701-62168	5467	145	0.31904	9.915060234069824	1	0.376994	noncoding
transcript::ntLink_3:76568-83225	6657	145	0.29771000000000003	9.915060234069824	1	0.288144	noncoding
transcript::ntLink_3:95733-101198	5465	145	0.30695	9.915060234069824	1	0.324248	noncoding
transcript::ntLink_3:119792-120695	903	50	0.30568	9.020303535461426	1	0.0177993	noncoding
transcript::ntLink_3:11210-24657	13447	93	0.26767	9.82712535858154	1	0.068838	noncoding
transcript::ntLink_3:39724-40230	506	43	0.2817	10.45517635345459	1	0.0223692	noncoding
transcript::ntLink_3:67952-68641	689	43	0.37504000000000004	10.708408164978025	1	0.0257263	noncoding
transcript::ntLink_3:9795-10179	384	16	0.29312	4.0500284194946286	1	0.00971538	noncoding
transcript::ntLink_3:40763-41120	357	38	0.36766	10.462525749206542	-1	0.141369	noncoding
transcript::ntLink_3:49367-49855	488	12	0.41347	9.500012779235842	1	0.00571909	noncoding
transcript::ntLink_3:108070-108286	216	7	0.29857	4.0500284194946286	1	0.00531552	noncoding
transcript::ntLink_4:50936-67599	16663	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:173139-173841	702	65	0.37506	10.822968482971191	1	0.0610288	noncoding
transcript::ntLink_4:197590-202114	4524	137	0.31793	11.269347572326659	1	0.237441	noncoding
transcript::ntLink_4:197591-202114	4523	137	0.31793	11.269347572326659	1	0.237441	noncoding
transcript::ntLink_4:205711-220348	14637	137	0.28923	11.269347572326659	1	0.167573	noncoding
transcript::ntLink_4:205711-224414	18703	137	0.28923	11.269347572326659	1	0.167573	noncoding
transcript::ntLink_4:209760-214373	4613	137	0.28923	11.269347572326659	1	0.167573	noncoding
transcript::ntLink_4:209760-217244	7484	137	0.28923	11.269347572326659	1	0.167573	noncoding
transcript::ntLink_4:209774-220348	10574	137	0.28923	11.269347572326659	1	0.167573	noncoding
transcript::ntLink_4:209806-214373	4567	137	0.28923	11.269347572326659	1	0.167573	noncoding
transcript::ntLink_4:231798-292418	60620	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:234878-284021	49143	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:234878-288447	53569	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:234878-292418	57540	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:78822-83718	4896	137	0.28396	11.269347572326659	1	0.159098	noncoding
transcript::ntLink_4:279831-284551	4720	137	0.32726999999999995	11.269347572326659	1	0.269267	noncoding
transcript::ntLink_4:283891-288383	4492	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:287957-292449	4492	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:293007-301486	8479	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:296091-300581	4490	137	0.28648	11.269347572326659	1	0.162989	noncoding
transcript::ntLink_4:138409-138915	506	65	0.394	10.822968482971191	1	0.0747408	noncoding
transcript::ntLink_4:154800-155224	424	85	0.35786	9.740608787536619	1	0.103978	noncoding
transcript::ntLink_6:165287-166854	1567	54	0.42795	9.819840431213379	1	0.0629824	noncoding
transcript::ntLink_6:191351-193228	1877	50	0.29524	6.699975776672363	1	0.0166281	noncoding
transcript::ntLink_6:191352-193228	1876	50	0.29524	6.699975776672363	1	0.0166281	noncoding
transcript::ntLink_6:579534-592742	13208	1104	0.34775	8.092087745666507	1	1	coding
transcript::ntLink_6:778917-796444	17527	189	0.31337000000000004	10.332428550720213	1	0.657622	coding
transcript::ntLink_6:887023-888774	1751	69	0.37868999999999997	10.74824962615967	1	0.0738057	noncoding
transcript::ntLink_6:927633-941396	13763	147	0.29115	11.00193271636963	1	0.221404	noncoding
transcript::ntLink_6:1001964-1008241	6277	121	0.30387	8.422294807434085	1	0.202953	noncoding
transcript::ntLink_6:1014944-1021328	6384	106	0.31041	9.503236198425292	1	0.125906	noncoding
transcript::ntLink_6:1158845-1164121	5276	149	0.37422	9.353153800964353	1	0.738628	coding
transcript::ntLink_6:1169355-1171465	2110	69	0.35716	9.352509117126463	1	0.0522087	noncoding
transcript::ntLink_6:1238381-1240516	2135	90	0.35371	9.389836311340332	1	0.117695	noncoding
transcript::ntLink_6:1298280-1299686	1406	45	0.32331	10.959512519836426	1	0.023478	noncoding
transcript::ntLink_6:1556696-1558178	1482	54	0.396	11.999967765808105	1	0.0405376	noncoding
transcript::ntLink_6:1731338-1743427	12089	109	0.30576000000000003	7.72927303314209	1	0.154715	noncoding
transcript::ntLink_6:1760034-1761189	1155	52	0.33369000000000004	6.1152162551879865	1	0.0197609	noncoding
transcript::ntLink_6:1761498-1763251	1753	42	0.43295	8.610542488098147	1	0.02573	noncoding
transcript::ntLink_6:1807661-1813376	5715	88	0.33665999999999996	9.071620368957518	1	0.0887503	noncoding
transcript::ntLink_6:1810183-1813376	3193	74	0.32597	9.598778343200681	1	0.0503854	noncoding
transcript::ntLink_6:1999890-2001701	1811	378	0.49279000000000006	5.417745018005371	-1	0.924255	coding
transcript::ntLink_6:2006590-2145326	138736	702	0.29367000000000004	6.16398410797119	1	1	coding
transcript::ntLink_6:2168503-2173278	4775	151	0.28711000000000003	5.405922508239747	1	0.794553	coding
transcript::ntLink_6:2168503-2173278	4775	151	0.28711000000000003	5.405922508239747	1	0.794553	coding
transcript::ntLink_6:2168966-2173278	4312	151	0.28711000000000003	5.405922508239747	1	0.794553	coding
transcript::ntLink_6:2322047-2324010	1963	52	0.2992	7.761557579040528	-1	0.1203	noncoding
transcript::ntLink_6:2344446-2346508	2062	68	0.32688	6.153639411926269	-1	0.0574875	noncoding
transcript::ntLink_6:2344446-2348350	3904	90	0.30576000000000003	7.747063636779786	1	0.0754793	noncoding
transcript::ntLink_6:2774164-2776959	2795	319	0.34776	9.788766670227048	1	0.999233	coding
transcript::ntLink_6:3021293-3023864	2571	86	0.32080000000000003	8.176928138732912	1	0.0693571	noncoding
transcript::ntLink_6:3104604-3127014	22410	123	0.28467000000000003	8.685132408142092	1	0.173348	noncoding
transcript::ntLink_6:3153309-3161270	7961	130	0.34691000000000005	10.011247062683104	1	0.37517	noncoding
transcript::ntLink_6:3153309-3161270	7961	130	0.34691000000000005	10.011247062683104	1	0.37517	noncoding
transcript::ntLink_6:3154319-3161270	6951	130	0.31821000000000005	10.011247062683104	1	0.260887	noncoding
transcript::ntLink_6:3159117-3161270	2153	108	0.35567000000000004	6.394864082336426	1	0.328067	noncoding
transcript::ntLink_6:3303634-3308522	4888	64	0.31984999999999997	10.216514396667481	1	0.0376771	noncoding
transcript::ntLink_6:3333658-3335439	1781	67	0.35339	9.194754981994631	1	0.0453038	noncoding
transcript::ntLink_6:3403791-3405295	1504	56	0.31017	9.427227973937988	1	0.024125	noncoding
transcript::ntLink_6:3723574-3725631	2057	72	0.32125	4.9270540237426745	1	0.0886816	noncoding
transcript::ntLink_6:3728361-3729877	1516	54	0.28219000000000005	9.184504508972168	1	0.0219096	noncoding
transcript::ntLink_6:3732720-3736180	3460	74	0.32721000000000006	4.761254692077636	1	0.108929	noncoding
transcript::ntLink_6:3873792-3883958	10166	315	0.28035	9.036420631408692	1	0.986546	coding
transcript::ntLink_6:3902455-3904097	1642	54	0.30741	9.211839103698729	1	0.0214005	noncoding
transcript::ntLink_6:4200604-4200879	275	37	0.4799	4.232879447937012	1	0.0339446	noncoding
transcript::ntLink_6:4643941-4695273	51332	172	0.29367000000000004	9.659378623962404	1	0.478242	noncoding
transcript::ntLink_6:4644235-4695273	51038	172	0.29367000000000004	9.659378623962404	1	0.478242	noncoding
transcript::ntLink_6:4774293-4776062	1769	43	0.34779	10.277437019348142	1	0.0207299	noncoding
transcript::ntLink_6:4876496-4879026	2530	63	0.33345	9.49653148651123	1	0.0348604	noncoding
transcript::ntLink_6:4934723-4936246	1523	33	0.30121	8.84056568145752	1	0.00932361	noncoding
transcript::ntLink_6:4935132-4936246	1114	33	0.30606	8.84056568145752	1	0.00916151	noncoding
transcript::ntLink_6:4940806-4943404	2598	46	0.31105	10.80652904510498	1	0.0236469	noncoding
transcript::ntLink_6:4983265-4986098	2833	93	0.37853000000000003	8.718591499328614	1	0.174513	noncoding
transcript::ntLink_6:5056295-5057086	791	107	0.39378	8.712918281555176	1	0.354111	noncoding
transcript::ntLink_6:5167011-5218967	51956	726	0.28950000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167286-5218967	51681	726	0.28950000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167286-5246617	79331	726	0.28950000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167286-5246617	79331	726	0.28950000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167286-5246617	79331	726	0.28950000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167286-5246617	79331	726	0.28950000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167292-5202096	34804	726	0.31820000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167292-5202096	34804	726	0.31820000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167292-5202096	34804	726	0.31820000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167292-5202360	35068	726	0.31820000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167298-5202360	35062	726	0.31820000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167299-5246617	79318	726	0.28950000000000004	5.392394828796387	1	1	coding
transcript::ntLink_6:5167507-5246617	79110	726	0.28950000000000004	5.0068559646606445	1	1	coding
transcript::ntLink_6:5167933-5202096	34163	726	0.28302000000000005	5.0068559646606445	1	1	coding
transcript::ntLink_6:5167933-5202096	34163	726	0.28302000000000005	5.0068559646606445	1	1	coding
transcript::ntLink_6:5167933-5218676	50743	726	0.28950000000000004	5.0068559646606445	1	1	coding
transcript::ntLink_6:5199811-5218967	19156	612	0.31820000000000004	5.668632316589356	-1	0.938171	coding
transcript::ntLink_6:5217063-5246617	29554	631	0.31820000000000004	5.460033226013183	1	1	coding
transcript::ntLink_6:5264578-5268941	4363	54	0.33289	9.230857276916506	1	0.023269	noncoding
transcript::ntLink_6:5454845-5456912	2067	361	0.40037	7.966438865661622	1	0.999999	coding
transcript::ntLink_6:5512044-5516297	4253	64	0.33722	10.133608055114745	1	0.0410962	noncoding
transcript::ntLink_6:5539144-5539663	519	61	0.32225000000000004	9.853363990783691	-1	0.163073	noncoding
transcript::ntLink_6:5544080-5548619	4539	113	0.26189	6.255040168762207	1	0.279083	noncoding
transcript::ntLink_6:5544117-5548619	4502	113	0.26189	6.255040168762207	1	0.279083	noncoding
transcript::ntLink_6:5902109-5904053	1944	431	0.41157	8.084609413146975	1	1	coding
transcript::ntLink_6:5946508-5949059	2551	82	0.31540999999999997	4.88561840057373	1	0.146955	noncoding
transcript::ntLink_6:5967324-5976896	9572	810	0.32080000000000003	5.52033939361572	1	1	coding
transcript::ntLink_6:6012590-6015271	2681	65	0.31678	9.698510932922364	1	0.0353602	noncoding
transcript::ntLink_6:6074301-6078743	4442	343	0.34130000000000005	6.283004951477051	1	0.999993	coding
transcript::ntLink_6:6082988-6085635	2647	95	0.33674000000000004	10.37323703765869	1	0.117516	noncoding
transcript::ntLink_6:6095079-6098561	3482	95	0.3435	9.995129966735842	-1	0.15987	noncoding
transcript::ntLink_6:6118656-6120984	2328	60	0.32545999999999997	10.517904090881348	1	0.0354127	noncoding
transcript::ntLink_6:6139203-6139693	490	43	0.33446	8.931659507751466	1	0.0139517	noncoding
transcript::ntLink_6:6259249-6276061	16812	113	0.29367000000000004	9.996741676330569	1	0.127274	noncoding
transcript::ntLink_6:6261770-6278023	16253	113	0.32886000000000004	9.996741676330569	1	0.188708	noncoding
transcript::ntLink_6:6296498-6324890	28392	119	0.2921	10.411079978942869	1	0.140298	noncoding
transcript::ntLink_6:6401128-6401909	781	74	0.3327	9.097407722473147	1	0.0499098	noncoding
transcript::ntLink_6:6405653-6415929	10276	69	0.29115	8.737674140930174	1	0.0327612	noncoding
transcript::ntLink_6:6407318-6415929	8611	69	0.29343	8.737674140930174	1	0.0328262	noncoding
transcript::ntLink_6:6824809-6872666	47857	236	0.29367000000000004	10.100535774230956	1	0.828787	coding
transcript::ntLink_6:6976269-6985119	8850	116	0.31035	6.554013252258301	1	0.281044	noncoding
transcript::ntLink_6:7030060-7067500	37440	258	0.29115	5.161571693420409	1	0.999011	coding
transcript::ntLink_6:7051257-7060082	8825	157	0.31828	7.945486640930176	-1	0.16047	noncoding
transcript::ntLink_6:7084723-7086726	2003	52	0.36595999999999995	5.347662544250488	1	0.031326	noncoding
transcript::ntLink_6:7095665-7097165	1500	79	0.32862	10.163972663879392	1	0.0645593	noncoding
