,source,target,PCC.cor,PCC_magnitude,PCC_direction,p_value
1,peve-mir-novel-35,Peve_00027432,-0.99995514319204,0.99995514319204,-1,0.00602991134659825
2,peve-mir-novel-10,Peve_00017735,0.997938030915672,0.997938030915672,1,0.0408894104551393
3,peve-mir-100,Peve_00020387,0.997608159669892,0.997608159669892,1,0.0440400511406639
4,peve-mir-novel-3,Peve_00020926,0.99976239721897,0.99976239721897,1,0.0138780829858655
5,peve-mir-novel-41,Peve_00015952,0.997844556977271,0.997844556977271,1,0.0418062711782387
6,peve-mir-novel-36,Peve_00013095,-0.99757658370632,0.99757658370632,-1,0.0443299128918105
7,peve-mir-novel-10,Peve_00034505,0.997938030915673,0.997938030915673,1,0.0408894104551382
8,peve-mir-novel-10,Peve_00029667,0.997938030915673,0.997938030915673,1,0.0408894104551382
9,peve-mir-novel-3,Peve_00031940,-0.999663016871668,0.999663016871668,-1,0.0165276609923165
10,peve-mir-novel-24,Peve_00008275,1,1,1,0
11,peve-mir-100,Peve_00008279,0.999909726776791,0.999909726776791,1,0.00855416971793915
12,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00026650,-0.998173851896017,0.998173851896017,-1,0.0384794833063837
13,peve-mir-novel-10,Peve_00010128,0.997938030915672,0.997938030915672,1,0.0408894104551393
14,peve-mir-novel-15,Peve_00029665,-0.997478929018431,0.997478929018431,-1,0.0452146257420912
15,peve-mir-novel-24,Peve_00034585,1,1,1,9.48637384723993e-09
16,peve-mir-novel-9,Peve_00008964,-0.999794894490907,0.999794894490907,-1,0.0128941051315395
17,peve-mir-novel-40,Peve_00023739,0.999976082283725,0.999976082283725,1,0.004403072548434
18,peve-mir-novel-35,Peve_00020651,-0.998224476405987,0.998224476405987,-1,0.0379422100483605
19,peve-mir-100,Peve_00027965,0.999909726776791,0.999909726776791,1,0.00855416971793389
20,peve-mir-novel-8,Peve_00002333,-0.99984182162055,0.99984182162055,-1,0.0113233363162533
21,peve-mir-novel-24,Peve_00032772,1,1,1,9.48637384723993e-09
22,peve-mir-novel-35,Peve_00027699,-0.99781061214271,0.99781061214271,-1,0.0421342959844262
23,peve-mir-100,Peve_00023767,0.999909726776791,0.999909726776791,1,0.00855416971793389
24,peve-mir-novel-30,Peve_00030028,-0.999412779421733,0.999412779421733,-1,0.0218181040468405
25,peve-mir-novel-36,Peve_00015742,-0.998127395584257,0.998127395584257,-1,0.0389660099841794
26,peve-mir-novel-8,Peve_00017580,-0.999998957645573,0.999998957645573,-1,0.000919184867929113
27,peve-mir-novel-24,Peve_00037587,-0.997642761939907,0.997642761939907,-1,0.0437202051657
28,peve-mir-novel-39,Peve_00040680,0.999851452010528,0.999851452010528,1,0.0109732149417988
29,peve-mir-100,Peve_00043419,0.999909726776791,0.999909726776791,1,0.00855416971793389
30,peve-mir-2025,Peve_00024854,-0.999571546587002,0.999571546587002,-1,0.0186364175217764
31,peve-mir-novel-2,Peve_00035783,-0.997488611107799,0.997488611107799,-1,0.0451276831430894
32,peve-mir-novel-13,Peve_00018121,-0.998399871033844,0.998399871033844,-1,0.0360189079935825
33,peve-mir-novel-24,Peve_00006544,0.999971585054582,0.999971585054582,1,0.00479920788265011
