CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	295527	1687097	14.91	1982624
2	289894	2765120	9.49	3055014
3	218528	3220045	6.36	3438573
4	179561	2537925	6.61	2717486
5	96751	3174540	2.96	3271291
6	79573	2180202	3.52	2259775
7	74660	2057188	3.50	2131848
8	82870	2139262	3.73	2222132
9	79424	2102241	3.64	2181665
10	78981	2086572	3.65	2165553
11	96571	2108739	4.38	2205310
12	107002	2154186	4.73	2261188
13	89474	2159578	3.98	2249052
14	77828	2188644	3.43	2266472
15	77673	2233492	3.36	2311165
16	80135	2184557	3.54	2264692
17	75688	2171547	3.37	2247235
18	73263	2278719	3.11	2351982
19	73931	2189235	3.27	2263166
20	75073	2204464	3.29	2279537
21	74275	2233916	3.22	2308191
22	74957	2239689	3.24	2314646
23	73844	2254140	3.17	2327984
24	72503	2279903	3.08	2352406
25	73539	2266206	3.14	2339745
26	74817	2274166	3.19	2348983
27	72713	2293587	3.07	2366300
28	73435	2273209	3.13	2346644
29	73920	2268206	3.16	2342126
30	72462	2282076	3.08	2354538
31	72057	2261864	3.09	2333921
32	73899	2273487	3.15	2347386
33	72290	2284149	3.07	2356439
34	71731	2270914	3.06	2342645
35	73236	2285953	3.10	2359189
36	71477	2305767	3.01	2377244
37	72907	2292157	3.08	2365064
38	72853	2289232	3.08	2362085
39	71441	2296366	3.02	2367807
40	70968	2270192	3.03	2341160
41	71984	2263238	3.08	2335222
42	70167	2271321	3.00	2341488
43	71036	2248794	3.06	2319830
44	70882	2260843	3.04	2331725
45	69770	2271680	2.98	2341450
46	70546	2247531	3.04	2318077
47	70467	2249095	3.04	2319562
48	69440	2252383	2.99	2321823
49	69316	2226831	3.02	2296147
50	69772	2217429	3.05	2287201
51	68532	2216136	3.00	2284668
52	69036	2184738	3.06	2253774
53	68520	2171838	3.06	2240358
54	67759	2166665	3.03	2234424
55	67659	2141447	3.06	2209106
56	67589	2136711	3.07	2204300
57	66432	2132473	3.02	2198905
58	66245	2096345	3.06	2162590
59	66534	2089141	3.09	2155675
60	65020	2082933	3.03	2147953
61	64963	2041144	3.08	2106107
62	64900	2021436	3.11	2086336
63	63714	2007944	3.08	2071658
64	63438	1968580	3.12	2032018
65	63248	1948524	3.14	2011772
66	62712	1940080	3.13	2002792
67	62244	1906866	3.16	1969110
68	61674	1885741	3.17	1947415
69	60732	1867988	3.15	1928720
70	60555	1836034	3.19	1896589
71	59860	1810867	3.20	1870727
72	58237	1787083	3.16	1845320
73	58906	1747926	3.26	1806832
74	57733	1724383	3.24	1782116
75	56836	1701879	3.23	1758715
76	56088	1666377	3.26	1722465
77	55252	1639899	3.26	1695151
78	54057	1623528	3.22	1677585
79	53241	1583037	3.25	1636278
80	53217	1562295	3.29	1615512
81	52234	1536661	3.29	1588895
82	51813	1500397	3.34	1552210
83	51083	1474452	3.35	1525535
84	50336	1454394	3.35	1504730
85	49794	1417123	3.39	1466917
86	48917	1392760	3.39	1441677
87	47628	1369980	3.36	1417608
88	47297	1338201	3.41	1385498
89	46114	1311457	3.40	1357571
90	45614	1285194	3.43	1330808
91	44477	1249123	3.44	1293600
92	44663	1224361	3.52	1269024
93	42915	1198854	3.46	1241769
94	42293	1168257	3.49	1210550
95	41741	1145096	3.52	1186837
96	40730	1126563	3.49	1167293
97	40305	1091893	3.56	1132198
98	39367	1067583	3.56	1106950
99	38606	1046564	3.56	1085170
100	37312	1014838	3.55	1052150
101	37479	991094	3.64	1028573
102	36316	969314	3.61	1005630
103	35144	939917	3.60	975061
104	34783	918492	3.65	953275
