species,feature_type,feature_id,genomic_context,max_prop,TE_exonic_prop,TE_intronic_prop,exon_prop,intron_prop,TE_intergenic_prop,intergenic_prop
Apul,lncRNA_body,lncRNA_12856,intron,0.750599520383693,0,0.249400479616307,0,0.750599520383693,0,0
Apul,lncRNA_body,lncRNA_12857,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12858,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12859,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12860,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12861,intron,0.750733137829912,0,0.249266862170088,0,0.750733137829912,0,0
Apul,lncRNA_body,lncRNA_12862,intron,0.616161616161616,0,0.383838383838384,0,0.616161616161616,0,0
Apul,lncRNA_body,lncRNA_12863,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12864,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12865,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12866,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12867,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12868,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12869,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12870,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12871,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12872,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12873,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12874,intron,0.924433249370277,0,0.0755667506297229,0,0.924433249370277,0,0
Apul,lncRNA_body,lncRNA_12875,intron,0.905263157894737,0,0.0947368421052632,0,0.905263157894737,0,0
Apul,lncRNA_body,lncRNA_12876,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12877,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12878,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12879,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12880,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12881,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12882,intron,0.816766467065868,0,0.183233532934132,0,0.816766467065868,0,0
Apul,lncRNA_body,lncRNA_12883,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12884,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12885,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12886,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12887,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12888,intron,0.975376196990424,0,0.0246238030095759,0,0.975376196990424,0,0
Apul,lncRNA_body,lncRNA_12889,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12890,intron,0.902631578947368,0,0.0973684210526316,0,0.902631578947368,0,0
Apul,lncRNA_body,lncRNA_12891,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12892,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12893,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12894,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12895,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12896,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12897,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12898,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12899,intron,0.584362139917696,0,0.415637860082305,0,0.584362139917696,0,0
Apul,lncRNA_body,lncRNA_12900,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12901,intron,0.921708185053381,0,0.0782918149466192,0,0.921708185053381,0,0
Apul,lncRNA_body,lncRNA_12902,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12903,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12904,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12905,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12906,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12907,intron,0.873051224944321,0,0.126948775055679,0,0.873051224944321,0,0
Apul,lncRNA_body,lncRNA_12908,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12909,intron,0.561091340450771,0,0.438908659549229,0,0.561091340450771,0,0
Apul,lncRNA_body,lncRNA_12910,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12911,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12912,intron,0.810810810810811,0,0.189189189189189,0,0.810810810810811,0,0
Apul,lncRNA_body,lncRNA_12913,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12914,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12915,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12916,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12917,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12918,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12919,intron,0.953255425709516,0,0.0467445742904841,0,0.953255425709516,0,0
Apul,lncRNA_body,lncRNA_12920,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12921,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12922,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12923,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12924,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12925,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12926,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12927,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12928,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12929,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12930,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12931,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12932,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12933,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12934,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12935,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12936,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12937,intron,0.51551724137931,0,0.48448275862069,0,0.51551724137931,0,0
Apul,lncRNA_body,lncRNA_12938,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12939,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12940,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12941,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12942,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12943,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12944,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12945,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12946,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12947,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12948,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12949,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12950,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12951,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12952,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12953,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12954,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12955,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12956,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12957,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12958,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12959,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12960,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12961,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12962,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12963,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12964,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12965,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12966,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12967,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12968,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12969,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12970,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12971,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12972,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12973,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12974,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12975,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12976,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12977,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12978,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12979,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12980,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12981,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12982,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12983,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12984,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12985,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12986,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12987,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12988,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12989,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12990,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12991,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12992,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12993,intron,0.559550561797753,0,0.440449438202247,0,0.559550561797753,0,0
Apul,lncRNA_body,lncRNA_12994,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12995,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12996,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_12997,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_12998,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_12999,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13000,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13001,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13002,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13003,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13004,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13005,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13006,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13007,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13008,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13009,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13010,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13011,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13012,intron,0.931338028169014,0,0.0686619718309859,0,0.931338028169014,0,0
Apul,lncRNA_body,lncRNA_13013,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13014,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13015,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13016,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13017,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13018,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13019,intron,0.784824462061155,0,0.215175537938845,0,0.784824462061155,0,0
Apul,lncRNA_body,lncRNA_13020,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13021,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13022,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13023,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13024,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13025,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13026,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13027,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13028,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13029,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13030,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13031,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13032,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13033,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13034,TE_intronic,0.5,0,0.5,0,0.5,0,0
Apul,lncRNA_body,lncRNA_13035,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13036,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13037,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13038,intron,0.966269841269841,0,0.0337301587301587,0,0.966269841269841,0,0
Apul,lncRNA_body,lncRNA_13039,intron,0.69493670886076,0,0.305063291139241,0,0.69493670886076,0,0
Apul,lncRNA_body,lncRNA_13040,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13041,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13042,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13043,intron,0.814236111111111,0,0.185763888888889,0,0.814236111111111,0,0
Apul,lncRNA_body,lncRNA_13044,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13045,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13046,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13047,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13048,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13049,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13050,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13051,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13052,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13053,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13054,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13055,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13056,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13057,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13058,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13059,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13060,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13061,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13062,intron,0.855907780979827,0,0.144092219020173,0,0.855907780979827,0,0
Apul,lncRNA_body,lncRNA_13063,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13064,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13065,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13066,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13067,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13068,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13069,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13070,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13071,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13072,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13073,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13074,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13075,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13076,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13077,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13078,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13079,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13080,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13081,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13082,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13083,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13084,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13085,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13086,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13087,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13088,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13089,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13090,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13091,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13092,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13093,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13094,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13095,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13096,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13097,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13098,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13099,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13100,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13101,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13102,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13103,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13104,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13105,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13106,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13107,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13108,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13109,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13110,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13111,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13112,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13113,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13114,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13115,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13116,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13117,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13118,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13119,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13120,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13121,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13122,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13123,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13124,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13125,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13126,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13127,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13128,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13129,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13130,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13131,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13132,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13133,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13134,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13135,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13136,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13137,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13138,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13139,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13140,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13141,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13142,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13143,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13144,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13145,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13146,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13147,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13148,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13149,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13150,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13151,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13152,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13153,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13154,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13155,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13156,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13157,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13158,intron,0.986206896551724,0,0.0137931034482759,0,0.986206896551724,0,0
Apul,lncRNA_body,lncRNA_13159,intron,0.882352941176471,0,0.117647058823529,0,0.882352941176471,0,0
Apul,lncRNA_body,lncRNA_13160,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13161,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13162,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13163,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13164,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13165,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13166,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13167,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13168,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13169,intron,0.705965909090909,0,0.294034090909091,0,0.705965909090909,0,0
Apul,lncRNA_body,lncRNA_13170,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13171,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13172,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13173,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13174,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13175,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13176,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13177,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13178,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13179,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13180,intron,0.790625,0,0.209375,0,0.790625,0,0
Apul,lncRNA_body,lncRNA_13181,intron,1,0,0,0,1,0,0
Apul,lncRNA_body,lncRNA_13182,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13183,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13184,TE_intergenic,1,0,0,0,0,1,0
Apul,lncRNA_body,lncRNA_13185,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13186,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13187,intergenic,0,0,0,0,0,0,0
Apul,lncRNA_body,lncRNA_13188,intergenic,0,0,0,0,0,0,0
