species,lncRNA_id,nearest_gene_id,distance,mean_meth_body,n_samples,nearest_gene_meth,nearest_gene_rpm,sd_rpm,nearest_gene_cv,nearest_gene_log2_rpm
Apul,lncRNA_001,FUN_000003,2343,1.4707664393897,5,,0.0223093464390237,0.031044195364618,1.39153316075254,0.0318318156919448
Apul,lncRNA_002,FUN_000003,1226,1.4707664393897,5,,0.0223093464390237,0.031044195364618,1.39153316075254,0.0318318156919448
Apul,lncRNA_003,FUN_000008,3792,5.12445068130951,5,47.2984452823163,0.535755897458336,0.528926100357981,0.987252035614063,0.618948923407684
Apul,lncRNA_004,FUN_000003,7134,0.543478260869565,4,,0.0223093464390237,0.031044195364618,1.39153316075254,0.0318318156919448
Apul,lncRNA_005,FUN_000009,1055,,,9.92335837537076,3.96184123181778,3.18274632739952,0.803350296281108,2.31087557284951
Apul,lncRNA_006,FUN_000009,0,,,9.92335837537076,3.96184123181778,3.18274632739952,0.803350296281108,2.31087557284951
Apul,lncRNA_007,FUN_000009,32453,4.16746025078542,5,9.92335837537076,3.96184123181778,3.18274632739952,0.803350296281108,2.31087557284951
Apul,lncRNA_008,FUN_000030,4717,,,5.18396470319548,0.0317944673366376,0.0710945902731183,2.23606797749979,0.0451556156394754
Apul,lncRNA_009,FUN_000012,13415,,,,0.0238724601541669,0.041302267479249,1.73012195695465,0.0340360155695756
Apul,lncRNA_010,FUN_000027,10063,,,,0.0254355738693101,0.0568756722184946,2.23606797749979,0.0362368529303567
Apul,lncRNA_011,FUN_000027,14731,,,,0.0254355738693101,0.0568756722184946,2.23606797749979,0.0362368529303567
Apul,lncRNA_012,FUN_000029,4184,1.50089904492948,5,,0.0399756105327395,0.0580286134560974,1.45160043043177,0.0565496947355403
Apul,lncRNA_013,FUN_000035,676,,,,2.5510227827628,3.40106694418863,1.33321700110621,1.82823461647645
Apul,lncRNA_014,FUN_000037,1040,49.3508717660577,4,7.55324158404636,1.56050881626726,2.21585816468235,1.4199587606193,1.35643052653971
Apul,lncRNA_015,FUN_000040,697,,,,1.89257759793455,2.21591151340673,1.17084314842627,1.53235566241098
Apul,lncRNA_016,FUN_000043,5246,,,,1.06281652307225,1.40686933514758,1.32371797446354,1.04461550662171
Apul,lncRNA_017,FUN_000035,25659,5.25764079320585,5,,2.5510227827628,3.40106694418863,1.33321700110621,1.82823461647645
Apul,lncRNA_018,FUN_000035,10086,,,,2.5510227827628,3.40106694418863,1.33321700110621,1.82823461647645
Apul,lncRNA_019,FUN_000037,1255,2.70041497942839,5,7.55324158404636,1.56050881626726,2.21585816468235,1.4199587606193,1.35643052653971
Apul,lncRNA_020,FUN_000035,40137,,,,2.5510227827628,3.40106694418863,1.33321700110621,1.82823461647645
Apul,lncRNA_021,FUN_000035,9196,,,,2.5510227827628,3.40106694418863,1.33321700110621,1.82823461647645
Apul,lncRNA_022,FUN_000035,461,,,,2.5510227827628,3.40106694418863,1.33321700110621,1.82823461647645
Apul,lncRNA_023,FUN_000042,551,,,,0.360913974548834,0.347365449524832,0.962460514196109,0.44457587476678
Apul,lncRNA_024,FUN_000073,0,1.89357864357864,5,,0.146839526875789,0.215594627941745,1.46823292425967,0.19766353435532
Apul,lncRNA_025,FUN_000121,2713,,,,0.128328843017679,0.183940089509659,1.43334955092145,0.174187591718096
Apul,lncRNA_026,FUN_000134,0,1.61408412335186,5,1.61408412335186,0.158320041208925,0.185560119964462,1.17205704690027,0.21203392178377
Apul,lncRNA_027,FUN_000134,0,1.61408412335186,5,1.61408412335186,0.158320041208925,0.185560119964462,1.17205704690027,0.21203392178377
Apul,lncRNA_028,FUN_000140,0,0.97255873552158,5,0.920868347338936,0.120492828142091,0.174141872968582,1.44524678898917,0.164133414723405
Apul,lncRNA_029,FUN_000145,0,0.97255873552158,5,,0.151376170614342,0.256983302948042,1.69764700682483,0.203359259027439
Apul,lncRNA_030,FUN_000140,0,0.572293433502434,5,0.920868347338936,0.120492828142091,0.174141872968582,1.44524678898917,0.164133414723405
Apul,lncRNA_031,FUN_000140,0,0.954673132728117,5,0.920868347338936,0.120492828142091,0.174141872968582,1.44524678898917,0.164133414723405
Apul,lncRNA_032,FUN_000140,0,1.03877859135918,5,0.920868347338936,0.120492828142091,0.174141872968582,1.44524678898917,0.164133414723405
Apul,lncRNA_033,FUN_000140,0,0.572293433502434,5,0.920868347338936,0.120492828142091,0.174141872968582,1.44524678898917,0.164133414723405
Apul,lncRNA_034,FUN_000174,0,2.72430620219045,5,,0,0,,0
Apul,lncRNA_035,FUN_000170,0,2.51893433681374,5,,0.00635889346732751,0.0142189180546237,2.23606797749979,0.00914489906869991
Apul,lncRNA_036,FUN_000172,0,2.51893433681374,5,,0,0,,0
Apul,lncRNA_037,FUN_000174,0,2.51893433681374,5,,0,0,,0
Apul,lncRNA_038,FUN_000081,0,0.872507122507122,4,0.872507122507122,0.13805314918453,0.197355520475464,1.42956188715164,0.186567935741522
Apul,lncRNA_039,FUN_000170,0,,,,0.00635889346732751,0.0142189180546237,2.23606797749979,0.00914489906869991
Apul,lncRNA_040,FUN_000172,0,,,,0,0,,0
Apul,lncRNA_041,FUN_000174,0,,,,0,0,,0
Apul,lncRNA_042,FUN_000179,0,,,,0.161600431762576,0.253405674909123,1.56810023429533,0.216113894690802
Apul,lncRNA_043,FUN_000178,0,,,,0,0,,0
Apul,lncRNA_044,FUN_000108,1849,,,,0.114133934674764,0.160848684172572,1.40929763466866,0.155922675475355
Apul,lncRNA_045,FUN_000114,0,,,0.677083333333335,0.152756259716525,0.241382015743582,1.58017757302727,0.205087499918106
Apul,lncRNA_046,FUN_000195,0,21.7908670827335,5,38.2970163740156,8.07586940519208,2.01112655757021,0.249029108405001,3.18203584988318
