species,lncRNA_id,nearest_gene_id,distance
Apul,lncRNA_9556,FUN_013811,0
Apul,lncRNA_9557,FUN_013816,13069
Apul,lncRNA_9558,FUN_013818,7379
Apul,lncRNA_9559,FUN_013818,7741
Apul,lncRNA_9560,FUN_013820,14145
Apul,lncRNA_9561,FUN_013830,15244
Apul,lncRNA_9562,FUN_013830,6584
Apul,lncRNA_9563,FUN_013830,2676
Apul,lncRNA_9564,FUN_013830,2151
Apul,lncRNA_9565,FUN_013830,1372
Apul,lncRNA_9566,FUN_013830,0
Apul,lncRNA_9567,FUN_013832,17169
Apul,lncRNA_9568,FUN_013832,35041
Apul,lncRNA_9569,FUN_013835,29784
Apul,lncRNA_9570,FUN_013840,22047
Apul,lncRNA_9571,FUN_013842,2249
Apul,lncRNA_9572,FUN_013843,3869
Apul,lncRNA_9573,FUN_013844,7085
Apul,lncRNA_9574,FUN_013844,8441
Apul,lncRNA_9575,FUN_013844,10239
Apul,lncRNA_9576,FUN_013844,26778
Apul,lncRNA_9577,FUN_013844,27980
Apul,lncRNA_9578,FUN_013847,13081
Apul,lncRNA_9579,FUN_013848,9709
Apul,lncRNA_9580,FUN_013848,8791
Apul,lncRNA_9581,FUN_013848,231
Apul,lncRNA_9582,FUN_013848,4933
Apul,lncRNA_9583,FUN_013849,24640
Apul,lncRNA_9584,FUN_013849,32890
Apul,lncRNA_9585,FUN_013849,34590
Apul,lncRNA_9586,FUN_013849,35907
Apul,lncRNA_9587,FUN_013849,44051
Apul,lncRNA_9588,FUN_013853,39131
Apul,lncRNA_9589,FUN_013853,0
Apul,lncRNA_9590,FUN_013854,2661
Apul,lncRNA_9591,FUN_013854,4445
Apul,lncRNA_9592,FUN_013854,5300
Apul,lncRNA_9593,FUN_013856,7130
Apul,lncRNA_9594,FUN_013856,18160
Apul,lncRNA_9595,FUN_013864,9589
Apul,lncRNA_9596,FUN_013864,8685
Apul,lncRNA_9597,FUN_013866,2171
Apul,lncRNA_9598,FUN_013867,2171
Apul,lncRNA_9599,FUN_013868,1863
Apul,lncRNA_9600,FUN_013868,530
Apul,lncRNA_9601,FUN_013868,4973
Apul,lncRNA_9602,FUN_013870,9098
Apul,lncRNA_9603,FUN_013870,17653
Apul,lncRNA_9604,FUN_013870,22130
Apul,lncRNA_9605,FUN_013875,16345
Apul,lncRNA_9606,FUN_013875,9168
Apul,lncRNA_9607,FUN_013879,6931
Apul,lncRNA_9608,FUN_013879,5399
Apul,lncRNA_9609,FUN_013879,21694
Apul,lncRNA_9610,FUN_013879,25157
Apul,lncRNA_9611,FUN_013884,27926
Apul,lncRNA_9612,FUN_013884,21715
Apul,lncRNA_9613,FUN_013884,15227
Apul,lncRNA_9614,FUN_013884,347
Apul,lncRNA_9615,FUN_013885,50278
Apul,lncRNA_9616,FUN_013890,45709
Apul,lncRNA_9617,FUN_013890,44503
Apul,lncRNA_9618,FUN_013904,3619
Apul,lncRNA_9619,FUN_013905,7073
Apul,lncRNA_9620,FUN_013914,21403
Apul,lncRNA_9621,FUN_013914,18420
Apul,lncRNA_9622,FUN_013914,16220
Apul,lncRNA_9623,FUN_013914,7145
Apul,lncRNA_9624,FUN_013914,0
Apul,lncRNA_9625,FUN_013915,0
Apul,lncRNA_9626,FUN_013915,7075
Apul,lncRNA_9627,FUN_013917,11587
Apul,lncRNA_9628,FUN_013917,15629
Apul,lncRNA_9629,FUN_013919,14420
Apul,lncRNA_9630,FUN_013919,7235
Apul,lncRNA_9631,FUN_013920,5610
Apul,lncRNA_9632,FUN_013920,3423
Apul,lncRNA_9633,FUN_013920,2466
Apul,lncRNA_9634,FUN_013922,7397
Apul,lncRNA_9635,FUN_013923,21019
Apul,lncRNA_9636,FUN_013923,6869
Apul,lncRNA_9637,FUN_013923,5557
Apul,lncRNA_9638,FUN_013926,3440
Apul,lncRNA_9639,FUN_013926,4820
Apul,lncRNA_9640,FUN_013927,14925
Apul,lncRNA_9641,FUN_013927,11279
Apul,lncRNA_9642,FUN_013927,5797
Apul,lncRNA_9643,FUN_013927,465
Apul,lncRNA_9644,FUN_013929,6862
Apul,lncRNA_9645,FUN_013929,6049
Apul,lncRNA_9646,FUN_013930,0
Apul,lncRNA_9647,FUN_013930,2094
Apul,lncRNA_9648,FUN_013930,7685
Apul,lncRNA_9649,FUN_013933,2155
Apul,lncRNA_9650,FUN_013933,3295
Apul,lncRNA_9651,FUN_013933,11689
Apul,lncRNA_9652,FUN_013933,13032
Apul,lncRNA_9653,FUN_013933,23080
Apul,lncRNA_9654,FUN_013933,27934
Apul,lncRNA_9655,FUN_013935,31913
Apul,lncRNA_9656,FUN_013935,30492
Apul,lncRNA_9657,FUN_013935,8429
Apul,lncRNA_9658,FUN_013935,7478
Apul,lncRNA_9659,FUN_013935,2651
Apul,lncRNA_9660,FUN_013936,2816
Apul,lncRNA_9661,FUN_013936,2117
Apul,lncRNA_9662,FUN_013936,10460
Apul,lncRNA_9663,FUN_013936,19444
Apul,lncRNA_9664,FUN_013939,33583
Apul,lncRNA_9665,FUN_013939,10445
Apul,lncRNA_9666,FUN_013939,13324
Apul,lncRNA_9667,FUN_013941,25317
Apul,lncRNA_9668,FUN_013941,11638
Apul,lncRNA_9669,FUN_013945,11436
Apul,lncRNA_9670,FUN_013945,14617
Apul,lncRNA_9671,FUN_013945,25045
Apul,lncRNA_9672,FUN_013945,33643
Apul,lncRNA_9673,FUN_013945,35343
Apul,lncRNA_9674,FUN_013945,39815
Apul,lncRNA_9675,FUN_013945,43103
Apul,lncRNA_9676,FUN_013945,44728
Apul,lncRNA_9677,FUN_013951,41180
Apul,lncRNA_9678,FUN_013951,38738
Apul,lncRNA_9679,FUN_013951,32617
Apul,lncRNA_9680,FUN_013951,6745
Apul,lncRNA_9681,FUN_013951,4948
Apul,lncRNA_9682,FUN_013951,12538
Apul,lncRNA_9683,FUN_013953,16138
Apul,lncRNA_9684,FUN_013953,14099
Apul,lncRNA_9685,FUN_013953,9836
Apul,lncRNA_9686,FUN_013953,4533
Apul,lncRNA_9687,FUN_013953,1851
Apul,lncRNA_9688,FUN_013953,2936
Apul,lncRNA_9689,FUN_013956,4118
Apul,lncRNA_9690,FUN_013959,1766
Apul,lncRNA_9691,FUN_013960,2995
Apul,lncRNA_9692,FUN_013960,1912
Apul,lncRNA_9693,FUN_013960,443
Apul,lncRNA_9694,FUN_013960,0
Apul,lncRNA_9695,FUN_013960,15880
Apul,lncRNA_9696,FUN_013966,15685
Apul,lncRNA_9697,FUN_013966,3914
Apul,lncRNA_9698,FUN_013966,5063
Apul,lncRNA_9699,FUN_013966,6032
Apul,lncRNA_9700,FUN_013966,6894
Apul,lncRNA_9701,FUN_013966,20930
Apul,lncRNA_9702,FUN_013966,22999
Apul,lncRNA_9703,FUN_013968,21087
Apul,lncRNA_9704,FUN_013968,3803
Apul,lncRNA_9705,FUN_013968,2671
Apul,lncRNA_9706,FUN_013969,3754
Apul,lncRNA_9707,FUN_013969,18162
Apul,lncRNA_9708,FUN_013969,22386
Apul,lncRNA_9709,FUN_013969,24561
Apul,lncRNA_9710,FUN_013969,25144
Apul,lncRNA_9711,FUN_013972,8729
Apul,lncRNA_9712,FUN_013972,722
Apul,lncRNA_9713,FUN_013973,6095
Apul,lncRNA_9714,FUN_013974,20771
Apul,lncRNA_9715,FUN_013974,17811
Apul,lncRNA_9716,FUN_013974,15079
Apul,lncRNA_9717,FUN_013974,13647
Apul,lncRNA_9718,FUN_013974,9462
Apul,lncRNA_9719,FUN_013974,1127
Apul,lncRNA_9720,FUN_013974,4386
Apul,lncRNA_9721,FUN_013974,10873
Apul,lncRNA_9722,FUN_013975,19777
Apul,lncRNA_9723,FUN_013975,12914
Apul,lncRNA_9724,FUN_013975,12395
Apul,lncRNA_9725,FUN_013975,8655
Apul,lncRNA_9726,FUN_013975,6142
Apul,lncRNA_9727,FUN_013975,4598
Apul,lncRNA_9728,FUN_013975,2936
Apul,lncRNA_9729,FUN_013975,4447
Apul,lncRNA_9730,FUN_013975,7902
Apul,lncRNA_9731,FUN_013978,15098
Apul,lncRNA_9732,FUN_013978,12078
Apul,lncRNA_9733,FUN_013978,6781
Apul,lncRNA_9734,FUN_013978,13136
Apul,lncRNA_9735,FUN_013978,16671
Apul,lncRNA_9736,FUN_013978,20167
Apul,lncRNA_9737,FUN_013980,21083
Apul,lncRNA_9738,FUN_013980,15808
Apul,lncRNA_9739,FUN_013980,12319
Apul,lncRNA_9740,FUN_013980,9939
Apul,lncRNA_9741,FUN_013980,8406
Apul,lncRNA_9742,FUN_013980,6418
Apul,lncRNA_9743,FUN_013984,11181
Apul,lncRNA_9744,FUN_013984,8073
Apul,lncRNA_9745,FUN_013984,6562
Apul,lncRNA_9746,FUN_013984,4505
Apul,lncRNA_9747,FUN_013985,3339
Apul,lncRNA_9748,FUN_013985,8306
Apul,lncRNA_9749,FUN_013985,19216
Apul,lncRNA_9750,FUN_013988,33634
Apul,lncRNA_9751,FUN_013988,25516
Apul,lncRNA_9752,FUN_013988,23815
Apul,lncRNA_9753,FUN_013988,23185
Apul,lncRNA_9754,FUN_013988,19081
Apul,lncRNA_9755,FUN_013989,8186
Apul,lncRNA_9756,FUN_013990,10575
Apul,lncRNA_9757,FUN_013990,12985
Apul,lncRNA_9758,FUN_013990,23857
Apul,lncRNA_9759,FUN_013990,28023
Apul,lncRNA_9760,FUN_013990,29604
Apul,lncRNA_9761,FUN_013990,32639
Apul,lncRNA_9762,FUN_013990,34880
Apul,lncRNA_9763,FUN_013990,37338
Apul,lncRNA_9764,FUN_013991,43153
Apul,lncRNA_9765,FUN_013991,40461
Apul,lncRNA_9766,FUN_013991,26912
Apul,lncRNA_9767,FUN_013991,14439
Apul,lncRNA_9768,FUN_013991,2495
Apul,lncRNA_9769,FUN_013991,13300
Apul,lncRNA_9770,FUN_013991,16944
Apul,lncRNA_9771,FUN_013992,13850
Apul,lncRNA_9772,FUN_013992,6898
Apul,lncRNA_9773,FUN_013992,9564
Apul,lncRNA_9774,FUN_013992,10298
Apul,lncRNA_9775,FUN_013992,11768
Apul,lncRNA_9776,FUN_013992,13429
Apul,lncRNA_9777,FUN_013993,14836
Apul,lncRNA_9778,FUN_013993,10432
Apul,lncRNA_9779,FUN_013993,8728
Apul,lncRNA_9780,FUN_013993,6368
Apul,lncRNA_9781,FUN_013993,5103
Apul,lncRNA_9782,FUN_013995,485
Apul,lncRNA_9783,FUN_014008,7410
Apul,lncRNA_9784,FUN_014016,1451
Apul,lncRNA_9785,FUN_014016,25127
Apul,lncRNA_9786,FUN_014016,31271
Apul,lncRNA_9787,FUN_014016,39255
Apul,lncRNA_9788,FUN_014016,41902
Apul,lncRNA_9789,FUN_014016,43451
Apul,lncRNA_9790,FUN_014016,44673
Apul,lncRNA_9791,FUN_014023,44198
Apul,lncRNA_9792,FUN_014023,35903
Apul,lncRNA_9793,FUN_014023,32220
Apul,lncRNA_9794,FUN_014023,26911
Apul,lncRNA_9795,FUN_014023,26481
Apul,lncRNA_9796,FUN_014023,9385
Apul,lncRNA_9797,FUN_014023,7837
Apul,lncRNA_9798,FUN_014023,2676
Apul,lncRNA_9799,FUN_014023,10735
Apul,lncRNA_9800,FUN_014023,17422
Apul,lncRNA_9801,FUN_014023,19251
Apul,lncRNA_9802,FUN_014024,21121
Apul,lncRNA_9803,FUN_014024,19472
Apul,lncRNA_9804,FUN_014024,14068
Apul,lncRNA_9805,FUN_014024,12708
Apul,lncRNA_9806,FUN_014024,7574
Apul,lncRNA_9807,FUN_014024,5347
Apul,lncRNA_9808,FUN_014024,6902
Apul,lncRNA_9809,FUN_014024,8131
Apul,lncRNA_9810,FUN_014024,10198
Apul,lncRNA_9811,FUN_014024,16032
Apul,lncRNA_9812,FUN_014027,11913
Apul,lncRNA_9813,FUN_014027,2853
Apul,lncRNA_9814,FUN_014027,9305
Apul,lncRNA_9815,FUN_014027,10521
Apul,lncRNA_9816,FUN_014028,13388
Apul,lncRNA_9817,FUN_014028,12531
Apul,lncRNA_9818,FUN_014028,10070
Apul,lncRNA_9819,FUN_014028,6278
Apul,lncRNA_9820,FUN_014028,16107
Apul,lncRNA_9821,FUN_014028,18332
Apul,lncRNA_9822,FUN_014028,19729
Apul,lncRNA_9823,FUN_014028,20887
Apul,lncRNA_9824,FUN_014032,26083
Apul,lncRNA_9825,FUN_014032,6852
Apul,lncRNA_9826,FUN_014034,1138
Apul,lncRNA_9827,FUN_014034,2325
Apul,lncRNA_9828,FUN_014035,6772
Apul,lncRNA_9829,FUN_014035,3670
Apul,lncRNA_9830,FUN_014037,2144
Apul,lncRNA_9831,FUN_014037,4425
Apul,lncRNA_9832,FUN_014037,7231
Apul,lncRNA_9833,FUN_014037,14437
Apul,lncRNA_9834,FUN_014037,19600
Apul,lncRNA_9835,FUN_014037,22366
Apul,lncRNA_9836,FUN_014037,28091
Apul,lncRNA_9837,FUN_014037,40148
Apul,lncRNA_9838,FUN_014040,47456
Apul,lncRNA_9839,FUN_014040,42266
Apul,lncRNA_9840,FUN_014040,35476
Apul,lncRNA_9841,FUN_014040,24073
Apul,lncRNA_9842,FUN_014040,23015
Apul,lncRNA_9843,FUN_014040,18799
Apul,lncRNA_9844,FUN_014040,16537
Apul,lncRNA_9845,FUN_014040,4718
Apul,lncRNA_9846,FUN_014040,3862
Apul,lncRNA_9847,FUN_014040,6063
Apul,lncRNA_9848,FUN_014040,16681
Apul,lncRNA_9849,FUN_014040,25714
Apul,lncRNA_9850,FUN_014042,30405
Apul,lncRNA_9851,FUN_014042,24554
Apul,lncRNA_9852,FUN_014042,17231
Apul,lncRNA_9853,FUN_014042,16793
Apul,lncRNA_9854,FUN_014042,16155
Apul,lncRNA_9855,FUN_014042,6857
Apul,lncRNA_9856,FUN_014042,2885
Apul,lncRNA_9857,FUN_014042,9303
Apul,lncRNA_9858,FUN_014043,9449
Apul,lncRNA_9859,FUN_014043,3952
Apul,lncRNA_9860,FUN_014043,2880
Apul,lncRNA_9861,FUN_014045,3535
Apul,lncRNA_9862,FUN_014047,10110
Apul,lncRNA_9863,FUN_014047,13190
Apul,lncRNA_9864,FUN_014047,15105
Apul,lncRNA_9865,FUN_014047,38137
Apul,lncRNA_9866,FUN_014050,37034
Apul,lncRNA_9867,FUN_014050,35479
Apul,lncRNA_9868,FUN_014050,24164
Apul,lncRNA_9869,FUN_014050,18105
Apul,lncRNA_9870,FUN_014050,15718
Apul,lncRNA_9871,FUN_014050,9623
Apul,lncRNA_9872,FUN_014050,1361
Apul,lncRNA_9873,FUN_014052,2173
Apul,lncRNA_9874,FUN_014053,10242
Apul,lncRNA_9875,FUN_014053,9271
Apul,lncRNA_9876,FUN_014054,1
Apul,lncRNA_9877,FUN_014054,15317
Apul,lncRNA_9878,FUN_014054,19332
Apul,lncRNA_9879,FUN_014054,51217
Apul,lncRNA_9880,FUN_014061,84734
Apul,lncRNA_9881,FUN_014061,80914
Apul,lncRNA_9882,FUN_014061,70053
Apul,lncRNA_9883,FUN_014061,59939
Apul,lncRNA_9884,FUN_014061,46201
Apul,lncRNA_9885,FUN_014061,41536
Apul,lncRNA_9886,FUN_014061,39145
Apul,lncRNA_9887,FUN_014061,29268
Apul,lncRNA_9888,FUN_014061,17172
Apul,lncRNA_9889,FUN_014061,15035
Apul,lncRNA_9890,FUN_014061,12697
Apul,lncRNA_9891,FUN_014062,0
Apul,lncRNA_9892,FUN_014062,6694
Apul,lncRNA_9893,FUN_014062,8428
Apul,lncRNA_9894,FUN_014065,4843
Apul,lncRNA_9895,FUN_014065,3122
Apul,lncRNA_9896,FUN_014065,3181
Apul,lncRNA_9897,FUN_014065,8958
Apul,lncRNA_9898,FUN_014065,11756
Apul,lncRNA_9899,FUN_014065,12445
Apul,lncRNA_9900,FUN_014066,913
Apul,lncRNA_9901,FUN_014067,3197
Apul,lncRNA_9902,FUN_014067,3982
Apul,lncRNA_9903,FUN_014071,2002
Apul,lncRNA_9904,FUN_014071,5569
Apul,lncRNA_9905,FUN_014071,6891
Apul,lncRNA_9906,FUN_014071,11376
Apul,lncRNA_9907,FUN_014071,11779
Apul,lncRNA_9908,FUN_014071,13087
Apul,lncRNA_9909,FUN_014071,21496
Apul,lncRNA_9910,FUN_014071,24828
Apul,lncRNA_9911,FUN_014072,29636
Apul,lncRNA_9912,FUN_014072,26579
Apul,lncRNA_9913,FUN_014072,20154
Apul,lncRNA_9914,FUN_014072,14120
Apul,lncRNA_9915,FUN_014072,1693
Apul,lncRNA_9916,FUN_014072,0
Apul,lncRNA_9917,FUN_014072,5141
Apul,lncRNA_9918,FUN_014072,12379
Apul,lncRNA_9919,FUN_014074,5664
Apul,lncRNA_9920,FUN_014074,9029
Apul,lncRNA_9921,FUN_014075,12652
Apul,lncRNA_9922,FUN_014075,8631
Apul,lncRNA_9923,FUN_014075,4026
Apul,lncRNA_9924,FUN_014075,2187
Apul,lncRNA_9925,FUN_014075,4182
Apul,lncRNA_9926,FUN_014077,0
Apul,lncRNA_9927,FUN_014077,21274
Apul,lncRNA_9928,FUN_014077,26089
Apul,lncRNA_9929,FUN_014079,21956
Apul,lncRNA_9930,FUN_014079,11921
Apul,lncRNA_9931,FUN_014086,0
Apul,lncRNA_9932,FUN_014086,10246
Apul,lncRNA_9933,FUN_014086,10742
Apul,lncRNA_9934,FUN_014090,6216
Apul,lncRNA_9935,FUN_014090,762
Apul,lncRNA_9936,FUN_014092,30573
Apul,lncRNA_9937,FUN_014096,18512
Apul,lncRNA_9938,FUN_014096,4312
Apul,lncRNA_9939,FUN_014100,9890
Apul,lncRNA_9940,FUN_014103,15151
Apul,lncRNA_9941,FUN_014103,18119
Apul,lncRNA_9942,FUN_014103,27703
Apul,lncRNA_9943,FUN_014105,31441
Apul,lncRNA_9944,FUN_014105,28601
Apul,lncRNA_9945,FUN_014105,28027
Apul,lncRNA_9946,FUN_014105,20957
Apul,lncRNA_9947,FUN_014105,17324
Apul,lncRNA_9948,FUN_014105,12604
Apul,lncRNA_9949,FUN_014105,10874
Apul,lncRNA_9950,FUN_014106,4398
Apul,lncRNA_9951,FUN_014106,7865
Apul,lncRNA_9952,FUN_014106,9386
Apul,lncRNA_9953,FUN_014106,12039
Apul,lncRNA_9954,FUN_014106,13605
Apul,lncRNA_9955,FUN_014116,23139
Apul,lncRNA_9956,FUN_014122,24372
Apul,lncRNA_9957,FUN_014122,16916
Apul,lncRNA_9958,FUN_014122,14371
Apul,lncRNA_9959,FUN_014122,2111
Apul,lncRNA_9960,FUN_014125,9343
Apul,lncRNA_9961,FUN_014127,3623
Apul,lncRNA_9962,FUN_014127,9377
Apul,lncRNA_9963,FUN_014129,10919
Apul,lncRNA_9964,FUN_014129,4537
Apul,lncRNA_9965,FUN_014129,7131
Apul,lncRNA_9966,FUN_014129,29083
Apul,lncRNA_9967,FUN_014129,45239
Apul,lncRNA_9968,FUN_014133,37304
Apul,lncRNA_9969,FUN_014133,15022
Apul,lncRNA_9970,FUN_014133,9038
Apul,lncRNA_9971,FUN_014133,3362
Apul,lncRNA_9972,FUN_014135,3720
Apul,lncRNA_9973,FUN_014138,8624
Apul,lncRNA_9974,FUN_014138,6294
Apul,lncRNA_9975,FUN_014138,2618
Apul,lncRNA_9976,FUN_014138,4424
Apul,lncRNA_9977,FUN_014138,10051
Apul,lncRNA_9978,FUN_014138,11484
Apul,lncRNA_9979,FUN_014139,6803
Apul,lncRNA_9980,FUN_014139,5797
Apul,lncRNA_9981,FUN_014139,2435
Apul,lncRNA_9982,FUN_014140,898
Apul,lncRNA_9983,FUN_014140,0
Apul,lncRNA_9984,FUN_014140,2602
Apul,lncRNA_9985,FUN_014140,3429
Apul,lncRNA_9986,FUN_014141,2497
Apul,lncRNA_9987,FUN_014141,3125
Apul,lncRNA_9988,FUN_014144,1431
Apul,lncRNA_9989,FUN_014144,4770
Apul,lncRNA_9990,FUN_014144,7547
Apul,lncRNA_9991,FUN_014145,24978
Apul,lncRNA_9992,FUN_014145,27043
Apul,lncRNA_9993,FUN_014149,24481
Apul,lncRNA_9994,FUN_014149,23329
Apul,lncRNA_9995,FUN_014149,22640
Apul,lncRNA_9996,FUN_014149,10676
Apul,lncRNA_9997,FUN_014150,4760
Apul,lncRNA_9998,FUN_014150,7718
Apul,lncRNA_9999,FUN_014153,13332
Apul,lncRNA_10000,FUN_014153,3831
Apul,lncRNA_10001,FUN_014153,539
Apul,lncRNA_10002,FUN_014153,4487
Apul,lncRNA_10003,FUN_014153,6053
Apul,lncRNA_10004,FUN_014155,11122
Apul,lncRNA_10005,FUN_014155,8109
Apul,lncRNA_10006,FUN_014155,2408
Apul,lncRNA_10007,FUN_014158,4040
Apul,lncRNA_10008,FUN_014158,5971
Apul,lncRNA_10009,FUN_014158,7831
Apul,lncRNA_10010,FUN_014159,5740
Apul,lncRNA_10011,FUN_014161,6364
Apul,lncRNA_10012,FUN_014161,2705
Apul,lncRNA_10013,FUN_014162,5270
Apul,lncRNA_10014,FUN_014162,18234
Apul,lncRNA_10015,FUN_014166,5618
Apul,lncRNA_10016,FUN_014166,1663
Apul,lncRNA_10017,FUN_014168,2110
Apul,lncRNA_10018,FUN_014168,9992
Apul,lncRNA_10019,FUN_014170,6036
Apul,lncRNA_10020,FUN_014170,8029
Apul,lncRNA_10021,FUN_014173,12802
Apul,lncRNA_10022,FUN_014173,3598
Apul,lncRNA_10023,FUN_014173,2050
Apul,lncRNA_10024,FUN_014177,6936
Apul,lncRNA_10025,FUN_014177,20469
Apul,lncRNA_10026,FUN_014177,25498
Apul,lncRNA_10027,FUN_014177,26310
Apul,lncRNA_10028,FUN_014180,6537
Apul,lncRNA_10029,FUN_014180,10817
Apul,lncRNA_10030,FUN_014180,12279
Apul,lncRNA_10031,FUN_014180,17535
Apul,lncRNA_10032,FUN_014180,26150
Apul,lncRNA_10033,FUN_014180,27973
Apul,lncRNA_10034,FUN_014180,33965
Apul,lncRNA_10035,FUN_014180,35195
Apul,lncRNA_10036,FUN_014180,38470
Apul,lncRNA_10037,FUN_014180,41333
Apul,lncRNA_10038,FUN_014180,43508
Apul,lncRNA_10039,FUN_014180,46580
Apul,lncRNA_10040,FUN_014180,48044
Apul,lncRNA_10041,FUN_014180,52818
Apul,lncRNA_10042,FUN_014180,55725
Apul,lncRNA_10043,FUN_014180,58904
Apul,lncRNA_10044,FUN_014183,18060
Apul,lncRNA_10045,FUN_014183,5799
Apul,lncRNA_10046,FUN_014183,21740
Apul,lncRNA_10047,FUN_014183,31625
Apul,lncRNA_10048,FUN_014187,68133
Apul,lncRNA_10049,FUN_014187,65243
Apul,lncRNA_10050,FUN_014187,52582
Apul,lncRNA_10051,FUN_014187,24166
Apul,lncRNA_10052,FUN_014187,22696
Apul,lncRNA_10053,FUN_014187,21400
Apul,lncRNA_10054,FUN_014187,17325
Apul,lncRNA_10055,FUN_014187,11400
Apul,lncRNA_10056,FUN_014187,5291
Apul,lncRNA_10057,FUN_014187,13125
Apul,lncRNA_10058,FUN_014187,25264
Apul,lncRNA_10059,FUN_014187,27704
Apul,lncRNA_10060,FUN_014188,26645
Apul,lncRNA_10061,FUN_014188,24136
Apul,lncRNA_10062,FUN_014188,16861
Apul,lncRNA_10063,FUN_014188,5412
Apul,lncRNA_10064,FUN_014188,3692
Apul,lncRNA_10065,FUN_014188,172
Apul,lncRNA_10066,FUN_014189,8268
Apul,lncRNA_10067,FUN_014193,7035
Apul,lncRNA_10068,FUN_014194,3233
Apul,lncRNA_10069,FUN_014195,10901
Apul,lncRNA_10070,FUN_014195,5060
Apul,lncRNA_10071,FUN_014195,4462
Apul,lncRNA_10072,FUN_014195,1784
Apul,lncRNA_10073,FUN_014195,5245
Apul,lncRNA_10074,FUN_014195,18710
Apul,lncRNA_10075,FUN_014196,18636
Apul,lncRNA_10076,FUN_014196,17499
Apul,lncRNA_10077,FUN_014196,14328
Apul,lncRNA_10078,FUN_014196,13242
Apul,lncRNA_10079,FUN_014196,10210
Apul,lncRNA_10080,FUN_014196,9712
Apul,lncRNA_10081,FUN_014196,5803
Apul,lncRNA_10082,FUN_014196,360
Apul,lncRNA_10083,FUN_014197,1550
Apul,lncRNA_10084,FUN_014197,10576
Apul,lncRNA_10085,FUN_014197,14424
Apul,lncRNA_10086,FUN_014199,13858
Apul,lncRNA_10087,FUN_014199,7764
Apul,lncRNA_10088,FUN_014200,10606
Apul,lncRNA_10089,FUN_014200,12526
Apul,lncRNA_10090,FUN_014203,11997
Apul,lncRNA_10091,FUN_014203,9181
Apul,lncRNA_10092,FUN_014203,3136
Apul,lncRNA_10093,FUN_014203,6382
Apul,lncRNA_10094,FUN_014203,9508
Apul,lncRNA_10095,FUN_014203,16609
Apul,lncRNA_10096,FUN_014208,10723
Apul,lncRNA_10097,FUN_014208,11399
Apul,lncRNA_10098,FUN_014210,12174
Apul,lncRNA_10099,FUN_014210,9641
Apul,lncRNA_10100,FUN_014210,6651
Apul,lncRNA_10101,FUN_014210,3898
Apul,lncRNA_10102,FUN_014211,7766
Apul,lncRNA_10103,FUN_014213,2021
Apul,lncRNA_10104,FUN_014213,8639
Apul,lncRNA_10105,FUN_014213,24730
Apul,lncRNA_10106,FUN_014216,29114
Apul,lncRNA_10107,FUN_014216,27484
Apul,lncRNA_10108,FUN_014216,21933
Apul,lncRNA_10109,FUN_014218,1017
Apul,lncRNA_10110,FUN_014220,10468
Apul,lncRNA_10111,FUN_014222,4857
Apul,lncRNA_10112,FUN_014222,4351
Apul,lncRNA_10113,FUN_014222,15504
Apul,lncRNA_10114,FUN_014224,16246
Apul,lncRNA_10115,FUN_014224,13824
Apul,lncRNA_10116,FUN_014224,12098
Apul,lncRNA_10117,FUN_014224,6325
Apul,lncRNA_10118,FUN_014226,0
Apul,lncRNA_10119,FUN_014226,0
Apul,lncRNA_10120,FUN_014226,0
Apul,lncRNA_10121,FUN_014227,2732
Apul,lncRNA_10122,FUN_014227,18110
Apul,lncRNA_10123,FUN_014227,22807
Apul,lncRNA_10124,FUN_014232,17230
Apul,lncRNA_10125,FUN_014235,15416
Apul,lncRNA_10126,FUN_014236,13426
Apul,lncRNA_10127,FUN_014236,9804
Apul,lncRNA_10128,FUN_014236,6581
Apul,lncRNA_10129,FUN_014238,8939
Apul,lncRNA_10130,FUN_014238,6114
Apul,lncRNA_10131,FUN_014238,0
Apul,lncRNA_10132,FUN_014239,8644
Apul,lncRNA_10133,FUN_014239,13062
Apul,lncRNA_10134,FUN_014240,6097
Apul,lncRNA_10135,FUN_014240,9525
Apul,lncRNA_10136,FUN_014240,16191
Apul,lncRNA_10137,FUN_014240,25308
Apul,lncRNA_10138,FUN_014240,30756
Apul,lncRNA_10139,FUN_014243,30078
Apul,lncRNA_10140,FUN_014243,25152
Apul,lncRNA_10141,FUN_014243,24158
Apul,lncRNA_10142,FUN_014243,14933
Apul,lncRNA_10143,FUN_014243,7566
Apul,lncRNA_10144,FUN_014243,7066
Apul,lncRNA_10145,FUN_014263,392
Apul,lncRNA_10146,FUN_014264,4183
Apul,lncRNA_10147,FUN_014268,15386
Apul,lncRNA_10148,FUN_014268,20966
Apul,lncRNA_10149,FUN_014268,37774
Apul,lncRNA_10150,FUN_014274,55963
Apul,lncRNA_10151,FUN_014274,46454
Apul,lncRNA_10152,FUN_014274,7398
Apul,lncRNA_10153,FUN_014274,2707
Apul,lncRNA_10154,FUN_014274,22444
Apul,lncRNA_10155,FUN_014277,17139
Apul,lncRNA_10156,FUN_014280,14149
Apul,lncRNA_10157,FUN_014281,2839
Apul,lncRNA_10158,FUN_014281,3987
Apul,lncRNA_10159,FUN_014282,4769
Apul,lncRNA_10160,FUN_014282,755
Apul,lncRNA_10161,FUN_014282,3908
Apul,lncRNA_10162,FUN_014282,8975
Apul,lncRNA_10163,FUN_014282,16330
Apul,lncRNA_10164,FUN_014284,23532
