lncRNA_id,mean_meth_body,n_samples,species,genomic_context
lncRNA_001,1.4707664393897,5,Apul,intergenic
lncRNA_002,1.4707664393897,5,Apul,intergenic
lncRNA_003,5.12445068130951,5,Apul,intergenic
lncRNA_004,0.543478260869565,4,Apul,intergenic
lncRNA_007,4.16746025078542,5,Apul,TE_intergenic
lncRNA_012,1.50089904492948,5,Apul,intergenic
lncRNA_014,49.3508717660577,4,Apul,intergenic
lncRNA_017,5.25764079320585,5,Apul,intergenic
lncRNA_019,2.70041497942839,5,Apul,intergenic
lncRNA_024,1.89357864357864,5,Apul,intron
lncRNA_026,1.61408412335186,5,Apul,intron
lncRNA_027,1.61408412335186,5,Apul,intron
lncRNA_028,0.97255873552158,5,Apul,intron
lncRNA_029,0.97255873552158,5,Apul,intron
lncRNA_030,0.572293433502434,5,Apul,intron
lncRNA_031,0.954673132728117,5,Apul,intron
lncRNA_032,1.03877859135918,5,Apul,intron
lncRNA_033,0.572293433502434,5,Apul,intron
lncRNA_034,2.72430620219045,5,Apul,intron
lncRNA_035,2.51893433681374,5,Apul,intron
lncRNA_036,2.51893433681374,5,Apul,intron
lncRNA_037,2.51893433681374,5,Apul,intron
lncRNA_038,0.872507122507122,4,Apul,intron
lncRNA_046,21.7908670827335,5,Apul,intron
lncRNA_047,30.7360293711769,5,Apul,intergenic
lncRNA_048,30.7360293711769,5,Apul,intergenic
lncRNA_049,3.88943573489896,5,Apul,intergenic
lncRNA_050,6.13905504037974,5,Apul,intron
lncRNA_051,38.4858269553595,5,Apul,intergenic
lncRNA_052,9.80391860149388,5,Apul,exon
lncRNA_054,1.07741137905944,5,Apul,intron
lncRNA_055,1.94668349503665,5,Apul,intergenic
lncRNA_056,1.65410521275168,5,Apul,intergenic
lncRNA_057,3.0811692127417,5,Apul,TE_intergenic
lncRNA_058,1.69540703057177,5,Apul,TE_intergenic
lncRNA_059,1.56188275154569,5,Apul,exon
lncRNA_060,2.4965754586995,5,Apul,exon
lncRNA_061,2.73219666708891,5,Apul,exon
lncRNA_062,1.18813928130327,5,Apul,intron
lncRNA_063,1.70483280549564,5,Apul,intergenic
lncRNA_064,1.3664247009476,5,Apul,exon
lncRNA_065,1.6239321354384,5,Apul,intergenic
lncRNA_066,1.67375688370129,5,Apul,intron
lncRNA_067,0.635677124807559,5,Apul,exon
lncRNA_068,0.635677124807559,5,Apul,exon
lncRNA_069,0.979166666666666,5,Apul,exon
lncRNA_071,1.42951498881318,5,Apul,intron
lncRNA_072,1.44527047180657,5,Apul,intergenic
lncRNA_073,2.2964789135266,5,Apul,intron
lncRNA_074,1.85448954687836,5,Apul,intron
lncRNA_075,50.2400578652514,5,Apul,intron
lncRNA_076,1.53127355976473,5,Apul,intergenic
lncRNA_077,1.8202583983378,5,Apul,intergenic
lncRNA_078,1.39658850807176,5,Apul,intergenic
lncRNA_079,2.03291185966446,5,Apul,intron
lncRNA_080,2.03291185966446,5,Apul,intron
lncRNA_081,79.9843806508586,4,Apul,intron
lncRNA_082,24.7006827098223,5,Apul,intergenic
lncRNA_083,53.4736973937328,5,Apul,intergenic
lncRNA_084,53.4736973937328,5,Apul,intergenic
lncRNA_085,59.7514962015718,5,Apul,intergenic
lncRNA_086,1.19121220658524,5,Apul,intergenic
lncRNA_087,1.19813652501447,5,Apul,intergenic
lncRNA_088,35.7722010373441,5,Apul,intergenic
lncRNA_089,68.4830815706172,5,Apul,intron
lncRNA_091,2.13745214261556,5,Apul,exon
lncRNA_092,2.09197061777041,5,Apul,exon
lncRNA_093,27.2506571971508,5,Apul,intergenic
lncRNA_094,78.1501228128224,5,Apul,intergenic
lncRNA_095,40.5085199993667,4,Apul,intron
lncRNA_096,5.52475101977752,5,Apul,intron
lncRNA_097,1.86617404120203,5,Apul,intergenic
lncRNA_099,1.91217105403668,5,Apul,intron
lncRNA_100,1.96209822876409,5,Apul,intron
lncRNA_1000,0.880209082790481,5,Apul,intergenic
lncRNA_10002,3.79992319508448,5,Apul,TE_intergenic
lncRNA_10004,1.22265027168887,5,Apul,intergenic
lncRNA_10005,1.71880614443049,5,Apul,intergenic
lncRNA_10006,1.5200167067593,5,Apul,intergenic
lncRNA_10007,1.16327565114115,5,Apul,TE_intergenic
lncRNA_10008,1.55075187969925,4,Apul,intergenic
lncRNA_10009,1.67325957436081,5,Apul,TE_intergenic
lncRNA_10010,1.10649502544239,5,Apul,intergenic
lncRNA_10011,1.69249046958411,5,Apul,TE_intergenic
lncRNA_10012,1.11643245802729,5,Apul,TE_intergenic
lncRNA_10015,2.07049309780668,5,Apul,TE_intergenic
lncRNA_10016,2.82488890480046,5,Apul,intergenic
lncRNA_10017,8.898186653218,5,Apul,intergenic
lncRNA_10019,1.33338293022753,5,Apul,intergenic
lncRNA_1002,2.31583294329762,5,Apul,TE_intergenic
lncRNA_10020,0.833333333333334,5,Apul,intergenic
lncRNA_10021,1.43359889130157,5,Apul,intron
lncRNA_10022,1.70750529065915,5,Apul,TE_intergenic
lncRNA_10024,2.2183078033078,5,Apul,intergenic
lncRNA_10025,26.2692230716494,5,Apul,TE_intergenic
lncRNA_10028,2.42207792207792,5,Apul,TE_intergenic
lncRNA_10029,1.16296566537514,5,Apul,intergenic
lncRNA_1003,1.55935800235499,5,Apul,intron
lncRNA_10030,1.53520356498102,5,Apul,TE_intergenic
lncRNA_10031,0,4,Apul,TE_intergenic
lncRNA_10032,1.14662984423383,5,Apul,TE_intergenic
lncRNA_10033,0.526315789473684,5,Apul,TE_intergenic
lncRNA_10034,9.85752003409923,5,Apul,TE_intergenic
lncRNA_10035,2.26963284775516,5,Apul,intergenic
lncRNA_10036,1.52027201773292,5,Apul,TE_intergenic
lncRNA_10037,10.7692307692308,5,Apul,TE_intergenic
lncRNA_10038,0.688141923436042,5,Apul,intergenic
lncRNA_1004,3.34052957527336,5,Apul,intergenic
lncRNA_10042,1.31944444444445,4,Apul,TE_intergenic
lncRNA_10044,3.5845371191758,5,Apul,intergenic
lncRNA_10045,1.16402116402116,5,Apul,intergenic
lncRNA_10047,6.6233145175809,5,Apul,TE_intergenic
lncRNA_10048,0.758802909402334,5,Apul,intergenic
lncRNA_10049,0.979930741957868,5,Apul,TE_intergenic
lncRNA_1005,3.16249692104833,5,Apul,intron
lncRNA_10050,5.94325324609361,5,Apul,TE_intergenic
lncRNA_10051,1.73396924156931,5,Apul,intergenic
lncRNA_10052,0.695346320346321,5,Apul,intergenic
lncRNA_10053,1.48593296006447,5,Apul,intergenic
lncRNA_10054,0.837883525503225,5,Apul,TE_intergenic
lncRNA_10055,1.60799960504579,5,Apul,intergenic
lncRNA_10056,53.7203314385648,5,Apul,TE_intergenic
lncRNA_10057,25.2169591161527,4,Apul,intergenic
lncRNA_1006,0.787088274044796,5,Apul,intergenic
lncRNA_10060,6.91637461490754,5,Apul,TE_intergenic
lncRNA_10062,8.08092038886058,5,Apul,TE_intergenic
lncRNA_10063,3.3786482036818,5,Apul,TE_intergenic
lncRNA_10064,1.68828665409662,5,Apul,TE_intergenic
lncRNA_10066,1.27777777777778,5,Apul,TE_intergenic
lncRNA_1007,1.30869802466441,5,Apul,intergenic
lncRNA_10074,3.25024718071476,5,Apul,TE_intergenic
lncRNA_10075,2.46074432103844,5,Apul,TE_intergenic
lncRNA_10076,0,5,Apul,TE_intergenic
lncRNA_10077,0.855016065794668,5,Apul,TE_intergenic
lncRNA_10078,1.62021187806458,5,Apul,TE_intergenic
lncRNA_10079,1.25439352529136,5,Apul,intergenic
lncRNA_1008,2.23753522868597,5,Apul,intergenic
lncRNA_10080,1.49353979353979,5,Apul,intergenic
lncRNA_10081,7.96766794690538,5,Apul,TE_intergenic
lncRNA_10082,2.59469419469419,5,Apul,intergenic
lncRNA_10083,3.25611803439113,5,Apul,TE_intergenic
lncRNA_10084,2.43760396875009,5,Apul,intergenic
lncRNA_10086,2.93585660911955,5,Apul,TE_intergenic
lncRNA_10087,1.46659018641354,5,Apul,TE_intergenic
lncRNA_10089,1.58535476919889,5,Apul,intergenic
lncRNA_1009,4.88888888888889,5,Apul,TE_intergenic
lncRNA_10090,2.57608609809826,5,Apul,TE_intergenic
lncRNA_10091,1.78988666018971,5,Apul,TE_intergenic
lncRNA_10092,0.5,5,Apul,intergenic
lncRNA_10093,1.73574134021705,5,Apul,intergenic
lncRNA_10094,1.70711212277125,5,Apul,intergenic
lncRNA_10095,4.38688594606151,5,Apul,intergenic
lncRNA_10098,5.05015766542895,5,Apul,TE_intergenic
lncRNA_10099,1.18413727310014,5,Apul,intergenic
lncRNA_101,24.6466703647902,5,Apul,TE_intergenic
lncRNA_1010,8.01001028934559,5,Apul,intergenic
lncRNA_10100,0.706173241904088,5,Apul,TE_intergenic
lncRNA_10101,7.51567732361424,5,Apul,TE_intergenic
lncRNA_10104,6.38624889495507,5,Apul,intergenic
lncRNA_10106,0.337938205585265,5,Apul,TE_intergenic
lncRNA_1011,1.19553870382193,5,Apul,intergenic
lncRNA_10110,4.57055033949942,5,Apul,intergenic
lncRNA_10112,1.16878028095792,5,Apul,TE_intergenic
lncRNA_10118,22.2798487510503,4,Apul,intron
lncRNA_10120,1.38977160379338,5,Apul,intron
lncRNA_10123,1.45141895141895,4,Apul,intergenic
lncRNA_10125,2.19858397941212,5,Apul,intergenic
lncRNA_10126,19.8420479302832,5,Apul,TE_intergenic
lncRNA_10127,3.04524801113844,5,Apul,intergenic
lncRNA_1013,13.5321503864537,5,Apul,intergenic
lncRNA_10132,4.8933741613016,4,Apul,TE_intergenic
lncRNA_10133,6.59634971253053,5,Apul,TE_intergenic
lncRNA_10135,23.3121824512144,5,Apul,intergenic
lncRNA_10137,5.03136674716863,5,Apul,TE_intergenic
lncRNA_10140,0.932132750617341,5,Apul,intergenic
lncRNA_10143,2.34965039779492,5,Apul,TE_intergenic
lncRNA_10146,0.60939060939061,5,Apul,TE_intergenic
lncRNA_1015,29.36738572741,5,Apul,intergenic
lncRNA_10153,1.79162179666212,5,Apul,TE_intergenic
lncRNA_10154,14.8482181611492,5,Apul,intergenic
lncRNA_10155,41.807402370362,5,Apul,intergenic
lncRNA_10157,1.16446471285181,5,Apul,TE_intergenic
lncRNA_10158,5.88932806324111,5,Apul,intergenic
lncRNA_10159,35.0726461063018,5,Apul,TE_intergenic
lncRNA_1016,54.7031067176555,5,Apul,intergenic
lncRNA_10160,0.945932722248511,4,Apul,intergenic
lncRNA_10161,1.90586419753087,4,Apul,intergenic
lncRNA_10162,1.641337420034,4,Apul,intron
lncRNA_10163,8.39834703218685,5,Apul,intergenic
lncRNA_10164,2.00113427340641,4,Apul,intergenic
lncRNA_10165,0.571197462651122,5,Apul,TE_intergenic
lncRNA_10169,2.37292277614858,4,Apul,intergenic
lncRNA_1017,56.9833794103644,5,Apul,intergenic
lncRNA_10170,0.607006020799125,5,Apul,intergenic
lncRNA_10171,2.92307692307692,4,Apul,intron
lncRNA_10173,0.68283166109253,4,Apul,intergenic
lncRNA_10174,0.72281974141826,4,Apul,TE_intergenic
lncRNA_10176,4.27193660894171,5,Apul,intergenic
lncRNA_10180,4.19328313832748,4,Apul,TE_intergenic
lncRNA_10182,0.37878787878788,4,Apul,TE_intergenic
lncRNA_10183,0.850574712643678,5,Apul,intergenic
lncRNA_10186,0.357142857142858,4,Apul,intergenic
lncRNA_10187,4.04434503116817,5,Apul,intergenic
lncRNA_10189,3.29597825921355,4,Apul,intergenic
lncRNA_1019,3.47388085104557,5,Apul,TE_intergenic
lncRNA_10190,0.420634920634921,5,Apul,TE_intergenic
lncRNA_10191,7.83288181279823,5,Apul,intergenic
lncRNA_10192,1.32065298010531,5,Apul,TE_intergenic
lncRNA_10194,0,4,Apul,intergenic
lncRNA_10195,1.35554070981809,5,Apul,intergenic
lncRNA_102,5.13207501321752,5,Apul,intron
lncRNA_1020,0.806451612903225,4,Apul,intergenic
lncRNA_10200,6.727969348659,5,Apul,TE_intergenic
lncRNA_10202,2.22826344833718,5,Apul,intron
lncRNA_10203,2.7136519492842,5,Apul,TE_intergenic
lncRNA_10206,3.94676952332125,5,Apul,TE_intergenic
lncRNA_10207,3.57341718574351,4,Apul,intergenic
lncRNA_1021,3.07588217694431,5,Apul,intergenic
lncRNA_10210,5.52263710744607,5,Apul,intergenic
lncRNA_10211,19.4451198714519,5,Apul,TE_intergenic
lncRNA_10214,6.17551644511996,5,Apul,TE_intergenic
lncRNA_10218,1.94239761298569,4,Apul,TE_intergenic
lncRNA_1022,0,4,Apul,intergenic
lncRNA_10221,1.14958501250669,5,Apul,intergenic
lncRNA_10225,0.739869894198059,5,Apul,intron
lncRNA_10226,0.32051282051282,4,Apul,intergenic
lncRNA_10227,1.8833472513296,5,Apul,intergenic
lncRNA_10228,3.47796429208354,5,Apul,intergenic
lncRNA_10229,2.83544472220864,5,Apul,intergenic
lncRNA_1023,0,5,Apul,intergenic
lncRNA_10230,10.563458593615,5,Apul,intergenic
lncRNA_10231,1.15729733229733,5,Apul,intergenic
lncRNA_10232,1.22655122655123,5,Apul,intergenic
lncRNA_10237,2.60818274692911,5,Apul,TE_intergenic
lncRNA_10238,5.96591502450268,5,Apul,TE_intergenic
lncRNA_1024,2.76480344859669,5,Apul,intergenic
lncRNA_10244,1.19778844623676,5,Apul,intergenic
lncRNA_10245,10.5282273423301,4,Apul,intergenic
lncRNA_10246,18.7187257187257,4,Apul,intergenic
lncRNA_10247,11.7843630580843,5,Apul,intergenic
lncRNA_1025,8.28245927983912,5,Apul,intergenic
lncRNA_10251,1.62655971479501,4,Apul,intergenic
lncRNA_1026,2.75207106248973,5,Apul,TE_intergenic
lncRNA_1027,1.781608562237,5,Apul,intergenic
lncRNA_10271,0.657210401891252,5,Apul,intergenic
lncRNA_1028,2.12590467345994,5,Apul,intergenic
lncRNA_10284,0.210526315789474,5,Apul,intergenic
lncRNA_1029,5.08158501398215,5,Apul,intron
lncRNA_103,1.53945510188852,5,Apul,exon
lncRNA_1030,1.90608265473402,5,Apul,intergenic
lncRNA_10308,0.450025464731347,5,Apul,intergenic
lncRNA_10309,1.31349206349206,5,Apul,intergenic
lncRNA_1031,13.4475894011762,5,Apul,TE_intergenic
lncRNA_1032,4.3145426325662,5,Apul,TE_intergenic
lncRNA_1033,1.53182596553839,5,Apul,intergenic
lncRNA_1034,1.433211498987,5,Apul,TE_intergenic
lncRNA_1035,0.974512743628185,4,Apul,intergenic
lncRNA_1036,0.707602339181286,5,Apul,intergenic
lncRNA_1037,1.57380040138661,5,Apul,intergenic
lncRNA_10371,29.4895850401514,5,Apul,intergenic
lncRNA_104,1.55121629551578,5,Apul,exon
lncRNA_10407,4.03394708128751,5,Apul,TE_intergenic
lncRNA_10408,2.38578816840316,5,Apul,intergenic
lncRNA_10409,63.8959214916486,5,Apul,intron
lncRNA_1041,28.3093017762827,5,Apul,intergenic
lncRNA_10410,6.29574344536613,5,Apul,intergenic
lncRNA_10411,0,4,Apul,intron
lncRNA_10412,47.2258305049256,5,Apul,exon
lncRNA_10413,1.93411312043098,5,Apul,intergenic
lncRNA_10414,5.01954552169094,5,Apul,intron
lncRNA_10415,5.01954552169094,5,Apul,intron
lncRNA_10416,9.79029304029303,4,Apul,intron
lncRNA_10417,9.79029304029303,4,Apul,intron
lncRNA_10418,9.79029304029303,4,Apul,intron
lncRNA_10419,9.79029304029303,4,Apul,intron
lncRNA_1042,44.9683900421554,5,Apul,intergenic
lncRNA_10421,16.0168110411456,5,Apul,intron
lncRNA_10422,9.0588695504406,5,Apul,TE_intergenic
lncRNA_10423,1.61810457085279,5,Apul,TE_intergenic
lncRNA_10424,1.61810457085279,5,Apul,TE_intergenic
lncRNA_10425,46.5130711922404,5,Apul,exon
lncRNA_10426,48.1718464356928,5,Apul,exon
lncRNA_10427,53.611237642904,5,Apul,exon
lncRNA_10428,50.5243805034342,5,Apul,intergenic
lncRNA_10429,13.8753130624213,5,Apul,intergenic
lncRNA_1043,47.0142817430091,5,Apul,TE_intergenic
lncRNA_10430,58.6012906351598,5,Apul,exon
lncRNA_10431,1.50907873922155,5,Apul,intergenic
lncRNA_10432,2.03511471391234,5,Apul,intergenic
lncRNA_10433,1.56921428043872,5,Apul,intergenic
lncRNA_10434,1.18217418370634,5,Apul,intergenic
lncRNA_10435,18.1320662011688,5,Apul,intergenic
lncRNA_10436,5.25460084096666,5,Apul,intergenic
lncRNA_10437,19.6700276688755,5,Apul,exon
lncRNA_10438,20.2760111860085,5,Apul,exon
lncRNA_10439,29.0454542722391,5,Apul,intergenic
lncRNA_1044,52.9531336937211,5,Apul,intron
lncRNA_10440,17.8888511746566,5,Apul,intron
lncRNA_10441,33.6048521114199,5,Apul,intergenic
lncRNA_10442,33.6048521114199,5,Apul,intergenic
lncRNA_10443,30.4723362486949,5,Apul,intergenic
lncRNA_10444,15.5393384236324,5,Apul,intron
lncRNA_10445,15.5393384236324,5,Apul,intron
lncRNA_10446,15.4854613391118,5,Apul,intron
lncRNA_10447,3.64218953436758,5,Apul,intergenic
lncRNA_10448,2.9959645112816,5,Apul,intergenic
lncRNA_10449,2.12312779488339,5,Apul,intergenic
lncRNA_1045,34.6675074409598,5,Apul,intergenic
lncRNA_10450,2.50883837544167,5,Apul,intron
lncRNA_10451,1.92789863377807,5,Apul,intergenic
lncRNA_10452,1.97688640196365,5,Apul,intergenic
lncRNA_10453,8.50502617146048,5,Apul,intron
lncRNA_10454,8.50502617146048,5,Apul,intron
lncRNA_10455,9.43519968343185,5,Apul,intron
lncRNA_10456,8.50502617146048,5,Apul,intron
lncRNA_10457,6.31081652644579,5,Apul,intron
lncRNA_10458,18.8848496321193,5,Apul,intron
