,id,type
1,ptuh-mir-novel-6,miRNA
2,ptuh-mir-novel-13,miRNA
3,ptuh-mir-novel-21,miRNA
4,ptuh-mir-novel-25,miRNA
5,ptuh-mir-2030,miRNA
6,ptuh-mir-novel-10,miRNA
7,ptuh-mir-novel-9,miRNA
8,ptuh-mir-novel-23,miRNA
9,ptuh-mir-novel-17,miRNA
10,ptuh-mir-novel-19,miRNA
11,ptuh-mir-novel-31,miRNA
12,ptuh-mir-novel-26,miRNA
13,ptuh-mir-novel-16,miRNA
14,ptuh-mir-novel-11; ptuh-mir-novel-15,miRNA
15,ptuh-mir-novel-28,miRNA
16,ptuh-mir-novel-33,miRNA
17,ptuh-mir-novel-4,miRNA
18,ptuh-mir-2023,miRNA
19,ptuh-mir-novel-5,miRNA
20,ptuh-mir-novel-7,miRNA
21,ptuh-mir-2036,miRNA
22,ptuh-mir-novel-8,miRNA
23,ptuh-mir-100,miRNA
24,ptuh-mir-novel-32,miRNA
25,ptuh-mir-novel-27,miRNA
26,ptuh-mir-novel-1,miRNA
27,ptuh-mir-novel-24,miRNA
28,ptuh-mir-novel-3,miRNA
29,ptuh-mir-novel-18,miRNA
30,ptuh-mir-novel-22,miRNA
31,ptuh-mir-novel-30,miRNA
32,ptuh-mir-2025,miRNA
33,ptuh-mir-novel-14,miRNA
34,ptuh-mir-novel-12,miRNA
35,Pocillopora_meandrina_HIv1___RNAseq.g10347.t1,gene
36,Pocillopora_meandrina_HIv1___RNAseq.g18208.t1,gene
37,Pocillopora_meandrina_HIv1___RNAseq.g20733.t1,gene
38,Pocillopora_meandrina_HIv1___RNAseq.g627.t1b,gene
39,Pocillopora_meandrina_HIv1___TS.g23997.t1,gene
40,Pocillopora_meandrina_HIv1___RNAseq.g28481.t1,gene
41,Pocillopora_meandrina_HIv1___RNAseq.g7360.t1,gene
42,Pocillopora_meandrina_HIv1___TS.g5141.t1,gene
43,Pocillopora_meandrina_HIv1___TS.g16575.t1,gene
44,Pocillopora_meandrina_HIv1___RNAseq.g21663.t3,gene
45,Pocillopora_meandrina_HIv1___TS.g12427.t1,gene
46,Pocillopora_meandrina_HIv1___TS.g6076.t1,gene
47,Pocillopora_meandrina_HIv1___TS.g9480.t1,gene
48,Pocillopora_meandrina_HIv1___RNAseq.g5368.t1,gene
49,Pocillopora_meandrina_HIv1___RNAseq.g18023.t1,gene
50,Pocillopora_meandrina_HIv1___RNAseq.g16419.t1,gene
51,Pocillopora_meandrina_HIv1___RNAseq.g22875.t1,gene
52,Pocillopora_meandrina_HIv1___RNAseq.g2284.t1,gene
53,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1,gene
54,Pocillopora_meandrina_HIv1___RNAseq.g12113.t1,gene
55,Pocillopora_meandrina_HIv1___RNAseq.g24014.t1,gene
56,Pocillopora_meandrina_HIv1___RNAseq.g490.t1,gene
57,Pocillopora_meandrina_HIv1___RNAseq.g14695.t1,gene
58,Pocillopora_meandrina_HIv1___RNAseq.g13302.t1,gene
59,Pocillopora_meandrina_HIv1___RNAseq.g12008.t1,gene
60,Pocillopora_meandrina_HIv1___RNAseq.g5747.t1,gene
61,Pocillopora_meandrina_HIv1___RNAseq.g22817.t1,gene
62,Pocillopora_meandrina_HIv1___RNAseq.g17919.t1,gene
63,Pocillopora_meandrina_HIv1___RNAseq.g2373.t1,gene
64,Pocillopora_meandrina_HIv1___RNAseq.g12751.t1,gene
65,Pocillopora_meandrina_HIv1___RNAseq.g22695.t1,gene
66,Pocillopora_meandrina_HIv1___RNAseq.g22032.t2,gene
67,Pocillopora_meandrina_HIv1___RNAseq.g21904.t1,gene
68,Pocillopora_meandrina_HIv1___TS.g25423.t1,gene
69,Pocillopora_meandrina_HIv1___RNAseq.g808.t1,gene
70,Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c,gene
71,Pocillopora_meandrina_HIv1___RNAseq.g13574.t1,gene
72,Pocillopora_meandrina_HIv1___RNAseq.g5374.t1,gene
73,Pocillopora_meandrina_HIv1___TS.g20446.t1,gene
74,Pocillopora_meandrina_HIv1___RNAseq.g23519.t1a,gene
75,Pocillopora_meandrina_HIv1___RNAseq.g22365.t1,gene
76,Pocillopora_meandrina_HIv1___TS.g28963.t1,gene
77,Pocillopora_meandrina_HIv1___RNAseq.3177_t,gene
78,Pocillopora_meandrina_HIv1___RNAseq.g19972.t1,gene
79,Pocillopora_meandrina_HIv1___RNAseq.8254_t,gene
80,Pocillopora_meandrina_HIv1___RNAseq.g23824.t1,gene
81,Pocillopora_meandrina_HIv1___RNAseq.g23314.t1,gene
82,Pocillopora_meandrina_HIv1___RNAseq.g27996.t1,gene
83,Pocillopora_meandrina_HIv1___RNAseq.g5860.t1,gene
84,Pocillopora_meandrina_HIv1___RNAseq.g12993.t1,gene
85,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,gene
86,Pocillopora_meandrina_HIv1___RNAseq.g9701.t1,gene
87,Pocillopora_meandrina_HIv1___RNAseq.g4434.t2,gene
88,Pocillopora_meandrina_HIv1___RNAseq.g28745.t1,gene
89,Pocillopora_meandrina_HIv1___RNAseq.g539.t1,gene
90,Pocillopora_meandrina_HIv1___RNAseq.g17125.t1,gene
91,Pocillopora_meandrina_HIv1___TS.g27545.t1,gene
92,Pocillopora_meandrina_HIv1___RNAseq.g19748.t1,gene
93,Pocillopora_meandrina_HIv1___RNAseq.g15535.t1,gene
94,Pocillopora_meandrina_HIv1___RNAseq.g23590.t1,gene
95,Pocillopora_meandrina_HIv1___TS.g4177.t1,gene
96,Pocillopora_meandrina_HIv1___RNAseq.g13326.t1,gene
97,Pocillopora_meandrina_HIv1___RNAseq.g3707.t1,gene
98,Pocillopora_meandrina_HIv1___RNAseq.g26156.t1,gene
99,Pocillopora_meandrina_HIv1___TS.g17333.t1a,gene
100,Pocillopora_meandrina_HIv1___TS.g25657.t1,gene
101,Pocillopora_meandrina_HIv1___RNAseq.g3549.t1,gene
102,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2,gene
103,Pocillopora_meandrina_HIv1___RNAseq.g397.t1,gene
104,Pocillopora_meandrina_HIv1___RNAseq.g28744.t1,gene
105,Pocillopora_meandrina_HIv1___RNAseq.g6602.t1,gene
106,Pocillopora_meandrina_HIv1___RNAseq.g6876.t2,gene
107,Pocillopora_meandrina_HIv1___TS.g740.t1,gene
108,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,gene
109,Pocillopora_meandrina_HIv1___RNAseq.g15451.t1,gene
110,Pocillopora_meandrina_HIv1___RNAseq.g15950.t1,gene
111,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b,gene
112,Pocillopora_meandrina_HIv1___RNAseq.g25670.t1,gene
113,Pocillopora_meandrina_HIv1___RNAseq.g5676.t1,gene
114,Pocillopora_meandrina_HIv1___RNAseq.g22111.t2,gene
115,Pocillopora_meandrina_HIv1___RNAseq.g21176.t1,gene
116,Pocillopora_meandrina_HIv1___TS.g10502.t1,gene
117,Pocillopora_meandrina_HIv1___TS.g10596.t1a,gene
118,Pocillopora_meandrina_HIv1___RNAseq.g24997.t1,gene
119,Pocillopora_meandrina_HIv1___RNAseq.g24271.t1,gene
120,Pocillopora_meandrina_HIv1___RNAseq.g24403.t1,gene
121,Pocillopora_meandrina_HIv1___RNAseq.g27222.t1,gene
122,Pocillopora_meandrina_HIv1___RNAseq.13437_t,gene
123,Pocillopora_meandrina_HIv1___RNAseq.g14283.t1,gene
124,Pocillopora_meandrina_HIv1___TS.g10020.t1b,gene
125,Pocillopora_meandrina_HIv1___RNAseq.g26411.t1,gene
126,Pocillopora_meandrina_HIv1___RNAseq.g11563.t1,gene
127,Pocillopora_meandrina_HIv1___RNAseq.g28413.t1,gene
128,Pocillopora_meandrina_HIv1___RNAseq.g28498.t1,gene
129,Pocillopora_meandrina_HIv1___RNAseq.g18377.t1,gene
130,Pocillopora_meandrina_HIv1___RNAseq.g10740.t1,gene
131,Pocillopora_meandrina_HIv1___RNAseq.g11150.t1,gene
132,Pocillopora_meandrina_HIv1___RNAseq.g14655.t1,gene
133,Pocillopora_meandrina_HIv1___RNAseq.g11904.t1,gene
134,Pocillopora_meandrina_HIv1___RNAseq.g14184.t1,gene
135,Pocillopora_meandrina_HIv1___RNAseq.g25538.t1,gene
136,Pocillopora_meandrina_HIv1___RNAseq.g3897.t1,gene
137,Pocillopora_meandrina_HIv1___RNAseq.g6242.t1,gene
138,Pocillopora_meandrina_HIv1___RNAseq.g21658.t1,gene
139,Pocillopora_meandrina_HIv1___RNAseq.g19730.t1,gene
140,Pocillopora_meandrina_HIv1___RNAseq.g24324.t1,gene
141,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1c,gene
142,Pocillopora_meandrina_HIv1___RNAseq.g5896.t1a,gene
143,Pocillopora_meandrina_HIv1___RNAseq.g1800.t1,gene
144,Pocillopora_meandrina_HIv1___RNAseq.g13455.t1,gene
145,Pocillopora_meandrina_HIv1___RNAseq.g8853.t1,gene
146,Pocillopora_meandrina_HIv1___RNAseq.g10010.t1,gene
147,Pocillopora_meandrina_HIv1___RNAseq.20168_t,gene
148,Pocillopora_meandrina_HIv1___RNAseq.g30184.t1,gene
149,Pocillopora_meandrina_HIv1___RNAseq.g4007.t1,gene
150,Pocillopora_meandrina_HIv1___RNAseq.g4357.t1,gene
151,Pocillopora_meandrina_HIv1___RNAseq.g16633.t1,gene
152,Pocillopora_meandrina_HIv1___RNAseq.g7441.t1,gene
153,Pocillopora_meandrina_HIv1___RNAseq.g19278.t1,gene
154,Pocillopora_meandrina_HIv1___RNAseq.g6701.t1,gene
155,Pocillopora_meandrina_HIv1___RNAseq.g16079.t1,gene
156,Pocillopora_meandrina_HIv1___RNAseq.g5062.t1,gene
157,Pocillopora_meandrina_HIv1___RNAseq.g6066.t1,gene
158,Pocillopora_meandrina_HIv1___TS.g4593.t1,gene
159,Pocillopora_meandrina_HIv1___RNAseq.g8858.t1,gene
160,Pocillopora_meandrina_HIv1___RNAseq.g8196.t1,gene
161,Pocillopora_meandrina_HIv1___RNAseq.g418.t1,gene
162,Pocillopora_meandrina_HIv1___RNAseq.g583.t1,gene
163,Pocillopora_meandrina_HIv1___TS.g11574.t1,gene
164,Pocillopora_meandrina_HIv1___RNAseq.g21827.t1,gene
165,Pocillopora_meandrina_HIv1___RNAseq.g19153.t1,gene
166,Pocillopora_meandrina_HIv1___RNAseq.g15734.t1,gene
167,Pocillopora_meandrina_HIv1___RNAseq.g23949.t1,gene
168,Pocillopora_meandrina_HIv1___RNAseq.g27911.t1,gene
169,Pocillopora_meandrina_HIv1___RNAseq.g6062.t1,gene
170,Pocillopora_meandrina_HIv1___RNAseq.g9542.t1,gene
171,Pocillopora_meandrina_HIv1___RNAseq.g29209.t1,gene
172,Pocillopora_meandrina_HIv1___TS.g933.t1,gene
173,Pocillopora_meandrina_HIv1___RNAseq.g1339.t1,gene
174,Pocillopora_meandrina_HIv1___TS.g11041.t1,gene
175,Pocillopora_meandrina_HIv1___RNAseq.g4733.t1b,gene
176,Pocillopora_meandrina_HIv1___RNAseq.g27467.t1,gene
177,Pocillopora_meandrina_HIv1___RNAseq.g3966.t1,gene
178,Pocillopora_meandrina_HIv1___TS.g13098.t1,gene
179,Pocillopora_meandrina_HIv1___RNAseq.g5308.t1,gene
180,Pocillopora_meandrina_HIv1___RNAseq.g4782.t1,gene
181,Pocillopora_meandrina_HIv1___RNAseq.g25844.t1,gene
182,Pocillopora_meandrina_HIv1___RNAseq.g18085.t1,gene
183,Pocillopora_meandrina_HIv1___RNAseq.g27416.t1,gene
184,Pocillopora_meandrina_HIv1___RNAseq.g26353.t1,gene
185,Pocillopora_meandrina_HIv1___RNAseq.g20276.t1,gene
186,Pocillopora_meandrina_HIv1___RNAseq.g24675.t1,gene
187,Pocillopora_meandrina_HIv1___TS.g16589.t1,gene
188,Pocillopora_meandrina_HIv1___RNAseq.g23169.t1,gene
189,Pocillopora_meandrina_HIv1___RNAseq.g26343.t1,gene
190,Pocillopora_meandrina_HIv1___TS.g21578.t1,gene
191,Pocillopora_meandrina_HIv1___RNAseq.g10665.t1,gene
192,Pocillopora_meandrina_HIv1___RNAseq.g9286.t1,gene
193,Pocillopora_meandrina_HIv1___RNAseq.g6000.t1,gene
194,Pocillopora_meandrina_HIv1___RNAseq.g22033.t1,gene
195,Pocillopora_meandrina_HIv1___RNAseq.g24984.t1,gene
196,Pocillopora_meandrina_HIv1___RNAseq.g22915.t2,gene
197,Pocillopora_meandrina_HIv1___RNAseq.g23558.t1,gene
198,Pocillopora_meandrina_HIv1___RNAseq.g5118.t1,gene
199,Pocillopora_meandrina_HIv1___RNAseq.g5926.t1,gene
200,Pocillopora_meandrina_HIv1___RNAseq.g29177.t1,gene
201,Pocillopora_meandrina_HIv1___TS.g8006.t1,gene
202,Pocillopora_meandrina_HIv1___RNAseq.g16906.t1,gene
203,Pocillopora_meandrina_HIv1___RNAseq.g13654.t2,gene
204,Pocillopora_meandrina_HIv1___RNAseq.g358.t2,gene
205,Pocillopora_meandrina_HIv1___RNAseq.g14264.t1,gene
206,Pocillopora_meandrina_HIv1___RNAseq.g21270.t1,gene
207,Pocillopora_meandrina_HIv1___RNAseq.g16311.t1,gene
208,Pocillopora_meandrina_HIv1___RNAseq.g29018.t1,gene
209,Pocillopora_meandrina_HIv1___RNAseq.g21288.t1,gene
210,Pocillopora_meandrina_HIv1___TS.g15384.t1,gene
211,Pocillopora_meandrina_HIv1___TS.g15377.t1,gene
212,lncRNA_13372,lncRNA
213,lncRNA_13373,lncRNA
214,lncRNA_13376,lncRNA
215,lncRNA_2711,lncRNA
216,lncRNA_8004,lncRNA
217,lncRNA_8005,lncRNA
218,lncRNA_1289,lncRNA
219,lncRNA_15427,lncRNA
220,lncRNA_15449,lncRNA
221,lncRNA_1072,lncRNA
222,lncRNA_11709,lncRNA
223,lncRNA_14058,lncRNA
224,lncRNA_497,lncRNA
225,lncRNA_6822,lncRNA
226,lncRNA_13388,lncRNA
227,lncRNA_6377,lncRNA
228,lncRNA_8017,lncRNA
229,lncRNA_8018,lncRNA
230,lncRNA_10658,lncRNA
231,lncRNA_15434,lncRNA
232,lncRNA_15438,lncRNA
233,lncRNA_15439,lncRNA
234,lncRNA_15440,lncRNA
235,lncRNA_11556,lncRNA
236,lncRNA_8094,lncRNA
237,lncRNA_8227,lncRNA
238,lncRNA_9747,lncRNA
239,lncRNA_9788,lncRNA
240,lncRNA_12474,lncRNA
241,lncRNA_2571,lncRNA
242,lncRNA_13332,lncRNA
243,lncRNA_14939,lncRNA
244,lncRNA_12857,lncRNA
245,lncRNA_14674,lncRNA
246,lncRNA_7216,lncRNA
247,lncRNA_9439,lncRNA
248,lncRNA_9440,lncRNA
249,lncRNA_11207,lncRNA
250,lncRNA_15318,lncRNA
251,lncRNA_15319,lncRNA
252,lncRNA_15321,lncRNA
253,lncRNA_1876,lncRNA
254,lncRNA_2053,lncRNA
255,lncRNA_9748,lncRNA
256,lncRNA_9749,lncRNA
257,lncRNA_12855,lncRNA
258,lncRNA_13351,lncRNA
259,lncRNA_13352,lncRNA
260,lncRNA_13353,lncRNA
261,lncRNA_13354,lncRNA
262,lncRNA_2660,lncRNA
263,lncRNA_2661,lncRNA
264,lncRNA_2662,lncRNA
265,lncRNA_5805,lncRNA
266,lncRNA_9391,lncRNA
267,lncRNA_4983,lncRNA
268,lncRNA_10228,lncRNA
269,lncRNA_12253,lncRNA
270,lncRNA_13554,lncRNA
271,lncRNA_1966,lncRNA
272,lncRNA_6310,lncRNA
273,lncRNA_8006,lncRNA
274,lncRNA_14187,lncRNA
275,lncRNA_14189,lncRNA
276,lncRNA_7966,lncRNA
277,lncRNA_8523,lncRNA
278,lncRNA_12048,lncRNA
