#Position (bp)	insert size
91461.0	140.84701869631127
739353.5	134.19487424111014
1943678.0	132.3011090742438
3239463.0	135.07034227328953
4535248.0	133.13192974454816
5831033.0	130.74931520850367
7126818.0	131.91178207845454
8422603.0	139.98937892892437
9718388.0	140.73011688660893
1.1014173E7	130.20017654375476
1.2309958E7	135.60084205154376
1.3605743E7	133.88530185593402
1.4901528E7	132.94435074993788
1.6197313E7	132.6979377304627
1.7493098E7	133.78929247792317
1.8788883E7	131.2829715314418
2.0084668E7	134.42096355970784
2.1380453E7	130.74974944968412
2.2676238E7	132.97083983944668
2.3972023E7	130.54748819051522
2.5267808E7	131.1878433373787
2.6563593E7	131.74408903123359
2.7859378E7	132.48204935104667
2.9155163E7	131.57322173897794
3.0450948E7	132.22329436155565
3.1746733E7	131.10751846925888
3.3042518E7	132.04469478299325
3.4338303E7	131.97228158533542
3.5634088E7	133.74995610114297
3.6929873E7	177.55842332785656
3.7638876E7	213.9627032196366
3.7748276E7	143.5969591891171
3.7878173E7	220.802731899656
3.8159524E7	152.28832354859753
3.8425014E7	158.546904315197
3.8642829E7	147.80343511450383
3.8834224E7	133.6434211875705
3.9521443E7	131.12401869664868
4.0817228E7	132.15349778789448
4.2113013E7	131.97458849246308
4.3408798E7	131.3164783395014
4.4704583E7	131.45619846426462
4.6000368E7	140.00659308727825
4.7296153E7	130.7723264532399
4.8591938E7	131.52795767730575
4.9887723E7	130.94976897115458
5.1183508E7	131.4808441079806
5.2479293E7	131.0522033333838
5.3775078E7	132.2447166110914
5.5070863E7	131.47363753527634
5.6366648E7	131.6551010983274
5.7662433E7	132.58355361116224
5.8958218E7	135.27873978268718
6.0254003E7	160.14566640820195
6.150379E7	144.43328657619443
6.21516825E7	159.3425858290723
6.2845573E7	161.1055564938355
6.4141358E7	155.46643037458244
6.5437143E7	131.96694656924603
6.6732928E7	131.9230727191247
6.8028713E7	132.66173313192797
6.9324498E7	140.5913696429157
7.0620283E7	131.7152828069135
7.1916068E7	132.0830512735074
7.3211853E7	131.87708715237812
7.4507638E7	133.6892208062105
7.5803423E7	133.34722009125045
7.7099208E7	132.2502184540538
7.8394993E7	132.22548439505778
7.9690778E7	132.10579158402115
8.0986563E7	130.9543946090863
8.2282348E7	132.94102178610495
8.3339431E7	131.84827282081434
8.39873235E7	159.8938897830068
8.4873918E7	138.06943553228044
8.6169703E7	131.8176629102142
8.7465488E7	133.22108369834248
8.8761273E7	131.64115782563343
9.0057058E7	131.1349844590261
9.1352843E7	130.39085140278237
9.2648628E7	135.24830661807803
9.3944413E7	131.32877104136347
9.5240198E7	132.16474291265266
9.6535983E7	132.98635615496107
9.7831768E7	131.83931718257713
9.9127553E7	132.79165594477573
9.98465655E7	144.98450788147989
1.00494458E8	131.2512490464812
1.01719123E8	133.88491958720283
1.03014908E8	144.2573246191695
1.04310693E8	139.7987479712497
1.05606478E8	132.18329869084025
1.06902263E8	133.3195115965963
1.08198048E8	136.15223038834736
1.09493833E8	134.23676818764267
1.10789618E8	132.96445752220905
1.12085403E8	135.05117265937417
1.13381188E8	134.1335637197972
1.14676973E8	157.81384266854153
1.153675075E8	139.00316091954022
1.160154E8	132.12634549064688
1.16692392E8	123.24645296899632
1.173402845E8	154.70512659552207
1.18390011E8	145.68692730604764
1.190379035E8	136.88268156424581
1.19860113E8	130.41577324377982
1.21155898E8	131.3774269982783
1.22451683E8	132.0473098520701
1.23747468E8	131.9738612359284
1.25043253E8	134.6349073145438
1.26339038E8	135.5083268751958
1.27634823E8	135.79602332757747
1.28930608E8	134.9423283148553
1.30226393E8	134.9174447950993
1.310169255E8	188.52319167786
1.31664818E8	131.40311238196136
1.32817963E8	132.25732638839065
1.34113748E8	133.0127477844882
1.35409533E8	130.52569652284492
1.36705318E8	131.3235976745752
1.38001103E8	131.03901759275388
1.39296888E8	130.98052218054556
1.40592673E8	131.41631706041417
1.41888458E8	130.80157655900854
1.43184243E8	130.82247239317533
1.44480028E8	132.59656491863052
1.45775813E8	145.87488882300622
1.47071598E8	161.06214470997296
1.48367383E8	172.9594477648268
1.49663168E8	132.7307304596404
1.50958953E8	132.18133221553953
1.52254738E8	132.46344076421747
1.53550523E8	133.75794736743453
1.54846308E8	136.76765597403218
1.56142093E8	131.87877332553785
1.57437878E8	140.26927019770565
1.58733663E8	138.17572674932006
1.60029448E8	140.19223001505526
1.61325233E8	132.98737343938072
1.62621018E8	132.28236292679512
1.63916803E8	133.72308256838653
1.65212588E8	135.85087297488232
1.66508373E8	137.8832704186685
1.67804158E8	148.29178987737802
1.69022331E8	174.35169902019695
1.696702235E8	141.33160621761658
1.70395728E8	130.36552394091404
1.71691513E8	130.4903483557923
1.72987298E8	129.90801583337117
1.74283083E8	130.66901588295383
1.75578868E8	137.06521601893866
1.76874653E8	130.94400603759345
1.78170438E8	131.73427894113
1.79466223E8	130.8319819907615
1.80762008E8	136.79951237809453
1.82057793E8	137.64254787434982
1.83353578E8	137.27049552557767
1.84649363E8	135.7337783259571
1.85945148E8	133.20941316651772
1.87240933E8	134.60747526207504
1.88288774E8	159.24333263334734
1.889366665E8	133.26392935870473
1.89832503E8	131.61194721644134
1.90797007E8	133.44943230607765
1.914448995E8	136.8237769833009
1.92424073E8	131.6033269694053
1.93719858E8	130.78731354119276
1.95015643E8	140.67338480543546
1.96311428E8	135.42354467163045
1.97607213E8	133.7383171609941
1.98902998E8	135.4755071374906
2.00198783E8	133.1835455532524
2.01494568E8	134.2458212974014
2.02790353E8	130.64628290574097
2.04086138E8	133.30497324965276
2.048918285E8	147.0921996819363
2.05539721E8	131.8232855281864
2.06677708E8	131.09895556588737
2.07973493E8	131.09584807810995
2.09269278E8	133.85856183330833
2.10565063E8	142.27040977417806
2.11860848E8	139.35769349161527
2.13156633E8	140.0387516843213
2.14452418E8	133.80395158727868
2.15748203E8	131.97320298800815
2.17043988E8	133.82131361230083
2.18339773E8	133.3970102317526
2.19635558E8	130.2606769055745
2.20931343E8	131.88587832857274
2.22227128E8	131.02542730654253
2.23522913E8	143.56569986379296
2.24661752E8	164.82260539744726
2.253096445E8	139.5457889896203
2.26114483E8	133.26071013571288
2.27410268E8	135.39819502774964
2.28706053E8	133.24603441455696
2.30001838E8	139.7583946598437
2.31297623E8	139.81033259016175
2.32593408E8	133.06055759671494
2.33889193E8	133.13968025312224
2.35184978E8	134.4223715203969
2.36480763E8	138.50917713557752
2.37776548E8	160.8710387021379
2.39072333E8	160.19488042458173
2.3993507E8	219.1234335839599
2.405829625E8	153.111599873831
2.41663903E8	131.73578206444367
2.42959688E8	132.94280070372542
2.44255473E8	131.4737527849065
2.45551258E8	132.55576293189074
2.46847043E8	130.90433454004872
2.48142828E8	131.25412906078498
2.49438613E8	130.76764276083674
2.50734398E8	131.26632187581717
2.52030183E8	133.75826352212712
2.52917981E8	132.12513548132821
