"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"1","FUN_000549","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",3469,"Cluster_3366","ntLink_6:4249359-4250359",158,-23.37,2,19,671,694,17,"64.71%","88.24%",-0.486520462371298,0.405931524815599,0.998649612991003
"2","FUN_001947","GO:0000281","mitotic cytokinesis",15,3,0.77,0.038,"Biological Processes",3911,"Cluster_4220","ntLink_6:18167049-18168049",165,-33.87,2,21,158,184,24,"79.17%","79.17%",-0.784559013011351,0.116082937281378,0.998649612991003
"3","FUN_004344","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",4300,"Cluster_5012","ntLink_8:22155993-22156993",150,-21.42,2,20,426,451,23,"65.22%","69.57%",-0.407883655412354,0.495449200448031,0.998649612991003
"4","FUN_007000","GO:0000281","mitotic cytokinesis",15,3,0.77,0.038,"Biological Processes",483,"Cluster_10419","ptg000001l:19190124-19190602",182,-27.21,2,20,134,156,19,"89.47%","94.74%",-0.464107279738954,0.431038273816486,0.998649612991003
"5","FUN_008573","GO:0000281","mitotic cytokinesis",15,3,0.77,0.038,"Biological Processes",2338,"Cluster_1862","ptg000002l:13010507-13011507",156,-21.34,2,20,244,265,18,"77.78%","77.78%",-0.336677047687013,0.579571470084644,0.998649612991003
"6","FUN_010962","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",2722,"Cluster_18728","ptg000007l:4894304-4895304",148,-20.65,2,19,525,551,22,"68.18%","72.73%",-0.208346777260046,0.736656534030613,0.998649612991003
"7","FUN_016035","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",616,"Cluster_14402","ptg000010l:922106-923106",153,-21.23,2,17,170,191,16,"81.25%","87.50%",-0.825897206903107,0.0848911591423048,0.998649612991003
"8","FUN_016035","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",3540,"Cluster_3366","ptg000010l:922106-923106",161,-22.17,2,23,38,62,22,"68.18%","77.27%",-0.151904786497367,0.807335244077644,0.998649612991003
"9","FUN_016142","GO:0000281","mitotic cytokinesis",15,3,0.77,0.038,"Biological Processes",2749,"Cluster_18728","ptg000010l:2050878-2051878",163,-20.18,2,20,63,84,18,"72.22%","83.33%",-0.268135771044079,0.662735166164589,0.998649612991003
"10","FUN_016620","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",4733,"Cluster_5981","ptg000011l:5470629-5471629",152,-24.18,2,22,723,747,22,"68.18%","68.18%",-0.552395998277165,0.334284720683487,0.998649612991003
"11","FUN_016725","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",3545,"Cluster_3366","ptg000011l:6719115-6720115",163,-20.17,2,22,868,890,20,"70.00%","85.00%",-0.233168506786256,0.705833113027464,0.998649612991003
"12","FUN_016725","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",3754,"Cluster_3367","ptg000011l:6719115-6720115",163,-20.17,2,22,868,890,20,"70.00%","85.00%",-0.0248122458277459,0.968411309300453,0.998649612991003
"13","FUN_024043","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",2780,"Cluster_18728","ptg000018l:1659997-1660997",172,-25.84,2,21,862,883,19,"78.95%","84.21%",-0.640851228641947,0.2439721762272,0.998649612991003
"14","FUN_029657","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",2893,"Cluster_18772","ptg000023l:4189727-4190727",156,-20.07,2,22,370,388,20,"75.00%","75.00%",-0.711199430808681,0.178016139151715,0.998649612991003
"15","FUN_036108","GO:0000209","protein polyubiquitination",30,5,1.53,0.016,"Biological Processes",2107,"Cluster_17776","ptg000025l:15461941-15462941",153,-24.74,2,21,785,804,19,"73.68%","73.68%",-0.480095912082232,0.413092679700687,0.998649612991003
"16","FUN_034115","GO:0004623","phospholipase A2 activity",4,2,0.23,0.018,"Molecular Functions",3438,"Cluster_3250","ptg000024l:5052708-5053708",151,-21.01,2,21,952,978,24,"58.33%","75.00%",-0.0151195080642912,0.980749977913014,0.998649612991003
"17","FUN_034116","GO:0004623","phospholipase A2 activity",4,2,0.23,0.018,"Molecular Functions",3319,"Cluster_2859","ptg000024l:5060589-5061589",176,-24.66,2,22,107,130,21,"76.19%","90.48%",-0.772796403129391,0.125479280340775,0.998649612991003
"18","FUN_038566","GO:0005229","intracellular calcium activated chloride channel ac...",4,2,0.23,0.018,"Molecular Functions",908,"Cluster_14768","ptg000027l:8809562-8810562",154,-22.56,2,20,777,798,19,"73.68%","73.68%",-0.388139098337654,0.518511204726155,0.998649612991003
"19","FUN_038566","GO:0005229","intracellular calcium activated chloride channel ac...",4,2,0.23,0.018,"Molecular Functions",2848,"Cluster_18728","ptg000027l:8809562-8810562",149,-22.94,2,14,264,285,12,"83.33%","83.33%",-0.762189260693365,0.134136799605999,0.998649612991003
"20","FUN_038571","GO:0005229","intracellular calcium activated chloride channel ac...",4,2,0.23,0.018,"Molecular Functions",1629,"Cluster_15775","ptg000027l:8855600-8856600",173,-20.01,2,20,345,366,18,"83.33%","94.44%",-0.0647336422515489,0.917636166786894,0.998649612991003
