#Position (bp)	mapping quality
470725.5	26.36875624026892
1412175.5	25.382431309672537
2353625.5	25.729575224146426
3295075.5	24.5134478635768
4236525.5	24.407685913512736
5177975.5	24.039585378901226
6119425.5	22.423414956249484
7060875.5	22.009642745021704
8002325.5	20.23062664983976
8943775.5	20.82852167107294
9885225.5	18.840177539209524
1.08266755E7	17.33611302068558
1.17681255E7	22.221379850040705
1.27095755E7	20.834221320819932
1.36510255E7	11.687085841597392
1.45924755E7	7.623788233462863
1.55339255E7	16.836688465784874
1.64753755E7	21.589891894204357
1.74168255E7	24.383044430707283
1.83582755E7	22.1371089236687
1.92997255E7	21.027903318000938
2.02411755E7	25.055973868874446
2.11815185E7	23.299923739811717
2.16522435E7	2.9784455906904888
2.21240755E7	21.53079308540252
2.30655255E7	24.656278432883436
2.40069755E7	22.127636423102103
2.49484255E7	24.224590983668932
2.58898755E7	24.372222866008414
2.68313255E7	19.21492371604397
2.77727755E7	16.92693570171048
2.87142255E7	21.29886610451231
2.96556755E7	23.678140111696106
3.05971255E7	24.725806739047613
3.15385755E7	18.600438490703876
3.24800255E7	16.842457264744485
3.34214755E7	24.493037238411727
3.43629255E7	20.46707451220608
3.53043755E7	22.177121795978486
3.62458255E7	21.590633662954126
3.71872755E7	22.934829200042444
3.81287255E7	20.643692814642176
3.90701755E7	23.739638866173856
4.00116255E7	21.532487552405065
4.09530755E7	25.29909981329949
4.18945255E7	23.080820892038254
4.27621645E7	26.51661078906212
4.32328895E7	19.29541071660682
4.37774255E7	25.901817755613006
4.47188755E7	22.34073479499447
4.56603255E7	19.76507973819135
4.66017755E7	22.655655856111515
4.75432255E7	21.834718378251164
4.84846755E7	17.56019864636814
4.94261255E7	22.325433233895996
5.03675755E7	20.685500196624698
5.13090255E7	22.78430296479183
5.22504755E7	19.648218094953
5.31919255E7	16.363435514091837
5.41333755E7	24.91423172329016
5.50748255E7	22.83312595760614
5.60162755E7	23.006127474272652
5.69577255E7	20.941244723783843
5.78991755E7	17.174276724860956
