"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"1","FUN_000429","GO:0001945","lymph vessel development",5,5,2.65,0.0414,"Biological Processes","Cluster_10228",0.706386531481197,0.182338896406197,0.998649612991003,165,-22.42,"2 18","2992 3014",16,"75.00%","93.75%","CDS"
"2","FUN_000429","GO:0001945","lymph vessel development",5,5,2.65,0.0414,"Biological Processes","Cluster_15928",0.0720866800518418,0.908295942481417,0.998649612991003,170,-22.94,"2 21","1693 1713",19,"78.95%","89.47%","CDS"
"3","FUN_000429","GO:0001945","lymph vessel development",5,5,2.65,0.0414,"Biological Processes","Cluster_1862",0.451482213345685,0.445329491144403,0.998649612991003,172,-21.94,"2 23","962 984",21,"76.19%","85.71%","CDS"
"4","FUN_001235","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_10051",0.861025960209462,0.0608789811325926,0.965989395975577,155,-21.12,"2 21","8084 8107",21,"66.67%","76.19%","CDS"
"5","FUN_001235","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_15340",0.442371090002409,0.455707028912298,0.998649612991003,155,-20.72,"2 17","2895 2919",18,"72.22%","83.33%","CDS"
"6","FUN_001289","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_14768",0.165394570387023,0.790377184728265,0.998649612991003,166,-23.66,"2 19","17486 17506",17,"82.35%","82.35%","CDS"
"7","FUN_001289","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_17776",0.170122157485372,0.784443145102062,0.998649612991003,168,-29.36,"2 21","18675 18696",19,"78.95%","78.95%","CDS"
"8","FUN_001289","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_1862",0.0406407048464104,0.948268895342347,0.998649612991003,171,-24.37,"2 21","7092 7117",21,"76.19%","85.71%","CDS"
"9","FUN_001289","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_18723",0.0852415620418963,0.891598651597026,0.998649612991003,150,-20.94,"2 20","11098 11124",23,"65.22%","69.57%","CDS"
"10","FUN_001289","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_3250",0.224748549502978,0.716268920561572,0.998649612991003,166,-20.21,"2 21","13519 13543",22,"77.27%","81.82%","CDS"
"11","FUN_001289","GO:0001701","in utero embryonic development",15,13,7.94,0.0185,"Biological Processes","Cluster_3367",0.726778916968538,0.164230004392391,0.998649612991003,178,-24.61,"2 22","15412 15433",20,"85.00%","90.00%","CDS"
"12","FUN_001463","GO:0000165","MAPK cascade",36,26,19.06,0.0136,"Biological Processes","Cluster_15340",0.374432019929222,0.534645025295969,0.998649612991003,158,-25.3,"2 17","4245 4265",15,"86.67%","86.67%","CDS"
"13","FUN_001463","GO:0000165","MAPK cascade",36,26,19.06,0.0136,"Biological Processes","Cluster_3250",0.0120521957401671,0.98465503928961,0.998803509974673,158,-21.7,"2 19","15085 15106",17,"70.59%","82.35%","CDS"
