#Position (bp)	Coverage
470725.5	44.3386956290828
1412175.5	50.57288756705083
2353625.5	46.07215784162728
3295075.5	51.88026023686866
4236525.5	45.59451803069733
5177975.5	33.6081300122152
6119425.5	46.647578734930164
7060875.5	42.31972170587923
8002325.5	36.7419469966541
8943775.5	56.02800998459823
9885225.5	28.35409952732487
1.08266755E7	49.75828349885814
1.17681255E7	42.30164852089862
1.27095755E7	41.60788039725955
1.36510255E7	18.719956450156673
1.45924755E7	12.142436666843698
1.55339255E7	41.67456051834935
1.64753755E7	39.855420893302885
1.74168255E7	51.63629295236072
1.83582755E7	37.89859472090924
1.92997255E7	39.105942960327155
2.02411755E7	55.59973551436614
2.11815185E7	43.50178123496118
2.16522435E7	37.837850045167116
2.21240755E7	46.33740825322641
2.30655255E7	46.20092835519677
2.40069755E7	47.355231823251366
2.49484255E7	48.96354453237028
2.58898755E7	52.299617611131765
2.68313255E7	37.54965956768814
2.77727755E7	30.815906314727282
2.87142255E7	44.77161293749004
2.96556755E7	46.108379627170855
3.05971255E7	47.48150618726433
3.15385755E7	48.11175527112433
3.24800255E7	35.39720749907058
3.34214755E7	28.32076159116257
3.43629255E7	35.63499814116523
3.53043755E7	42.4653693770248
3.62458255E7	47.066870253332624
3.71872755E7	55.3466620638377
3.81287255E7	41.14351372882256
3.90701755E7	47.00898295182962
4.00116255E7	43.119062085081524
4.09530755E7	48.12746508046099
4.18945255E7	38.50801954431993
4.27621645E7	55.97042684309447
4.32328895E7	28.59994445272385
4.37774255E7	47.22102713898773
4.47188755E7	46.28522067024271
4.56603255E7	41.69394657177758
4.66017755E7	53.632753730946945
4.75432255E7	47.744331616124065
4.84846755E7	31.061553985872855
4.94261255E7	46.1567443836635
5.03675755E7	39.97173508948962
5.13090255E7	47.32767645652982
5.22504755E7	32.5510574114398
5.31919255E7	38.11864145732646
5.41333755E7	52.55196983376706
5.50748255E7	40.86369005257847
5.60162755E7	47.823087790110996
5.69577255E7	44.6411386690743
5.78991755E7	37.49450316001912
5.88406255E7	46.60412448882044
5.97820755E7	34.23107440650061
6.07235255E7	43.250334059164054
6.16649755E7	42.46306548409368
6.25183765E7	43.972289874462994
6.29891015E7	33.80035548387829
6.35478755E7	49.32490944819162
6.44893255E7	45.995108609060495
6.54307755E7	34.60893196664719
6.63722255E7	33.49432258749801
6.73136755E7	22.01338254819693
6.82551255E7	46.55492909873068
6.91965755E7	51.448496468213925
7.01380255E7	58.94691167879335
7.10794755E7	52.64495406022625
7.20209255E7	49.946491051038294
7.29623755E7	39.85094057039673
7.39038255E7	40.10525359817303
7.48452755E7	38.32525359817303
7.57867255E7	25.739485899410482
7.67281755E7	24.65923522226353
7.76696255E7	17.962465346008816
7.86110755E7	19.61889425885602
7.95525255E7	24.060609697806576
8.04939755E7	41.91549524669393
8.14354255E7	35.745634924849966
8.21123265E7	23.179977300946764
8.25830515E7	39.283370944513116
8.33183255E7	21.2487843220564
8.42597755E7	48.0313792554039
