"","transcript_id","POR.71.TP2","POR.76.TP2","POR.79.TP2","POR.82.TP2","POR.73.TP2"
"1","Peve_00000002",32.2280079944145,30.0787736725691,30.5808809548248,33.9067405311984,NA
"2","Peve_00000003",42.2126951422617,42.0698756523934,43.9295605135774,44.2274647318334,40
"3","Peve_00000004",38.4218885282187,35.9802834165394,35.4017470255452,35.545915079616,64.2391151384623
"4","Peve_00000005",33.3426941525566,35.7611445420482,32.719366847685,41.553026537295,66.6666666666667
"5","Peve_00000006",57.0857275359411,50.5205374655192,58.2213152363103,52.1535098588219,29.5196475394713
"6","Peve_00000007",58.6700947682004,43.193460676068,55.8885334569787,53.4933414037288,43.287037037037
"7","Peve_00000008",1.36076316548612,0.909722222222222,1.09523310324845,1.97649572649573,1.23456790123457
"8","Peve_00000009",80.9247068987923,86.3270308123249,70.4433923778931,91.1221936221936,94
"9","Peve_00000010",1.58883227455069,1.76620548272512,1.96812690784006,1.17084491623603,4.16666666666667
"10","Peve_00000011",39.8048970254478,38.860969912536,38.2928985082548,48.0415051555655,39.2274749241615
"11","Peve_00000012",9.94255230929036,7.88103293590143,9.62442324551012,10.0128783594267,32.2916666666667
"12","Peve_00000013",2.3473617628993,5.51100839163294,7.63783762207095,8.40862738089266,3.71818197132559
"13","Peve_00000014",2.03085298767181,2.5915315044943,1.85083234227332,1.73469436147825,NA
"14","Peve_00000015",2.74741438932159,3.50905679631288,3.03648102079813,6.23289107659535,5.90054146480479
"15","Peve_00000016",1.40474345708134,1.8514665575899,1.86844255109033,1.82801419172698,1.77910172274434
"16","Peve_00000017",22.9010436328504,15.9289999905686,22.2289457911644,22.3875320324272,86.0994500139237
"17","Peve_00000018",1.37534878230837,1.49109832954136,1.75686322154377,1.58950664495582,0.497854579497582
"18","Peve_00000019",2.11836232349231,1.98534674522988,1.81909162867827,2.12045433212087,5.49818237318237
"19","Peve_00000020",1.09419634033813,2.43646491772429,1.48176975763183,1.44240331271816,NA
"20","Peve_00000021",0.427350427350427,1.35078072814571,1.36134453781513,1.34548281478106,NA
"21","Peve_00000022",1.06060606060606,1.72020202020202,0.94017094017094,2.08359133126935,NA
"22","Peve_00000023",1.21229203383563,1.83664661127035,1.81611954093315,1.94422538237163,NA
"23","Peve_00000024",61.2330719400535,60.2011290163702,66.3886477047811,63.1630174540625,65.8430799220273
