#Position (bp)	Coverage
754757.5	55.23032777436976
1656143.0	45.60468462815892
2410900.0	51.198573163402145
3271772.0	45.0956048325674
4026529.0	55.97794382023591
4792800.5	57.57399019140386
5547557.5	50.166549778898634
6253699.5	58.60293633459004
7008456.5	55.226945506887226
7698421.5	52.07219043957282
8453178.5	58.03540286071011
9142849.0	41.929049898267934
9851686.0	53.4395523795385
1.05206785E7	43.03122822299652
1.1142579E7	56.89790800209382
1.1897336E7	49.373620134637385
1.2508278E7	56.32991296158532
1.3263035E7	57.29610358611433
1.3864909E7	57.903271776785154
1.4619666E7	46.544599132024956
1.5195149E7	57.04652104571112
1.586374E7	48.670716210928056
1.65184885E7	55.71783534108581
1.70671275E7	48.332683205289825
1.78218845E7	48.635412817670485
1.83684355E7	52.278325539688595
1.91231925E7	48.41155867250095
1.9663493E7	58.87566094372088
2.02334075E7	52.528072793263206
2.0948354E7	54.75872161434735
2.1475165E7	50.2093146006138
2.2229922E7	47.055498154623976
2.2755904E7	52.81490103230309
2.33842215E7	52.94965484038794
2.4025785E7	49.57135626129493
2.4530565E7	50.2644430083483
2.5285322E7	45.626540016178886
2.57885765E7	43.784626846844006
2.64102635E7	56.094191359384375
2.70381825E7	44.60636131359435
2.75208405E7	50.19125370436056
2.82755975E7	52.55823742685151
2.87390725E7	38.46302267348129
2.9252506E7	49.540165118565675
2.9948957E7	48.768267491562156
3.04033445E7	61.317268520256825
3.1060179E7	35.32824624439885
3.1601872E7	53.205249048992826
3.2041779E7	52.17434562092726
3.2796536E7	49.790761254686295
3.3229611E7	73.78859746336659
3.3680926E7	47.471518807459184
3.44153805E7	50.63404538593866
3.48414325E7	51.57551994127722
3.53871695E7	51.64326549712025
3.60193165E7	51.28104966031959
3.64390735E7	50.43835444179238
3.7066208E7	36.70418170137909
3.7610228E7	55.972203177339416
3.8021998E7	55.34317563941263
3.8706823E7	50.76287038827985
3.91774325E7	61.235185608877195
3.95692495E7	52.26886620998182
4.0282091E7	44.97894267009245
4.0714963E7	56.26351826889814
4.11055115E7	52.17224559924046
4.18434765E7	51.87963743026517
4.22496005E7	49.28707122439257
4.26311145E7	54.03904891945098
4.3377099E7	79.6753208091538
4.3767134E7	66.94055286406383
4.41349345E7	54.34345092861838
4.48607805E7	44.75911760055396
4.52565095E7	48.543097782850815
4.5619713E7	51.19992371949715
4.63138525E7	45.88628639393965
4.6734317E7	58.09835443560028
4.7092892E7	53.218710722166755
4.77493875E7	50.94599038316719
4.8206187E7	45.49656274329213
4.8561401E7	51.23205456261371
4.91732515E7	39.720766248330506
4.9671056E7	45.85345663073408
5.00245295E7	55.00849135904487
5.05867245E7	45.167041589406985
5.11309145E7	53.19173305221175
5.1482473E7	44.90317396923832
5.19868175E7	56.53144943651042
5.2582578E7	53.396126391454104
5.29220845E7	29.328136574853527
