"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"1","FUN_001114","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",7857,"Cluster_15340","ntLink_6:8711625-8715698",154,-23.84,2,21,3251,3271,19,"68.42%","78.95%",0.484262725962565,0.408444811997196,0.998649612991003
"2","FUN_001114","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",16642,"Cluster_1862","ntLink_6:8711625-8715698",163,-20.62,2,23,2565,2592,25,"72.00%","80.00%",0.880051523148254,0.048961373416135,0.96546924320845
"3","FUN_001235","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",1,"Cluster_10051","ntLink_6:10104556-10114024",155,-21.12,2,21,8084,8107,21,"66.67%","76.19%",0.861025960209462,0.0608789811325926,0.965989395975577
"4","FUN_001235","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",7718,"Cluster_15340","ntLink_6:10104556-10114024",155,-20.72,2,17,2895,2919,18,"72.22%","83.33%",0.442371090002409,0.455707028912298,0.998649612991003
"5","FUN_001289","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",6216,"Cluster_14768","ntLink_6:10822023-10840744",166,-23.66,2,19,17486,17506,17,"82.35%","82.35%",0.165394570387023,0.790377184728265,0.998649612991003
"6","FUN_001289","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",14421,"Cluster_17776","ntLink_6:10822023-10840744",168,-29.36,2,21,18675,18696,19,"78.95%","78.95%",0.170122157485372,0.784443145102062,0.998649612991003
"7","FUN_001289","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",16566,"Cluster_1862","ntLink_6:10822023-10840744",171,-24.37,2,21,7092,7117,21,"76.19%","85.71%",0.0406407048464104,0.948268895342347,0.998649612991003
"8","FUN_001289","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",18304,"Cluster_18723","ntLink_6:10822023-10840744",150,-20.94,2,20,11098,11124,23,"65.22%","69.57%",0.0852415620418963,0.891598651597026,0.998649612991003
"9","FUN_001289","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",24687,"Cluster_3250","ntLink_6:10822023-10840744",166,-20.21,2,21,13519,13543,22,"77.27%","81.82%",0.224748549502978,0.716268920561572,0.998649612991003
"10","FUN_001289","GO:0001701","in utero embryonic development",15,11,6.96,0.0253,"Biological Processes",27605,"Cluster_3367","ntLink_6:10822023-10840744",178,-24.61,2,22,15412,15433,20,"85.00%","90.00%",0.726778916968538,0.164230004392391,0.998649612991003
"11","FUN_001463","GO:0000165","MAPK cascade",36,25,16.7,0.004,"Biological Processes",7739,"Cluster_15340","ntLink_6:12634294-12651548",158,-25.3,2,17,4245,4265,15,"86.67%","86.67%",0.374432019929222,0.534645025295969,0.998649612991003
"12","FUN_001463","GO:0000165","MAPK cascade",36,25,16.7,0.004,"Biological Processes",24689,"Cluster_3250","ntLink_6:12634294-12651548",158,-21.7,2,19,15085,15106,17,"70.59%","82.35%",0.0120521957401671,0.98465503928961,0.998803509974673
"13","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",2818,"Cluster_10207","ntLink_6:13534450-13623215",160,-20.68,2,17,46995,47015,15,"73.33%","93.33%",0.0387896099479995,0.950623922745518,0.998649612991003
"14","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",7752,"Cluster_15340","ntLink_6:13534450-13623215",151,-20.65,2,12,53926,53947,10,"90.00%","100.00%",0.786170778783046,0.114812580823989,0.998649612991003
"15","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",7753,"Cluster_15340","ntLink_6:13534450-13623215",162,-25.65,2,21,54529,54549,19,"73.68%","84.21%",0.786170778783046,0.114812580823989,0.998649612991003
"16","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",10875,"Cluster_15775","ntLink_6:13534450-13623215",175,-20.05,2,21,40575,40598,20,"85.00%","85.00%",0.172246225567635,0.781778618387552,0.998649612991003
"17","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",10876,"Cluster_15775","ntLink_6:13534450-13623215",175,-23.35,2,22,81172,81193,20,"80.00%","90.00%",0.172246225567635,0.781778618387552,0.998649612991003
"18","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",15873,"Cluster_1826","ntLink_6:13534450-13623215",161,-20.46,2,20,68419,68442,20,"80.00%","80.00%",0.599163507724156,0.28560935774979,0.998649612991003
"19","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",15874,"Cluster_1826","ntLink_6:13534450-13623215",169,-22.21,2,20,72632,72655,20,"85.00%","85.00%",0.599163507724156,0.28560935774979,0.998649612991003
"20","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",23834,"Cluster_2859","ntLink_6:13534450-13623215",161,-21.92,2,19,31422,31450,23,"73.91%","73.91%",0.783938981953333,0.116572747293157,0.998649612991003
"21","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",31914,"Cluster_4254","ntLink_6:13534450-13623215",159,-20.27,2,19,87111,87130,17,"82.35%","82.35%",0.397981854770135,0.506987765928239,0.998649612991003
"22","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",32815,"Cluster_5012","ntLink_6:13534450-13623215",171,-22.95,2,20,33813,33833,18,"77.78%","88.89%",0.467435115789436,0.427288816144867,0.998649612991003
"23","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",35210,"Cluster_5981","ntLink_6:13534450-13623215",158,-21.6,2,22,51228,51251,22,"68.18%","81.82%",0.49819225813799,0.3929967388118,0.998649612991003
"24","FUN_001547","GO:0003341","cilium movement",22,16,10.21,0.0174,"Biological Processes",35211,"Cluster_5981","ntLink_6:13534450-13623215",159,-20.98,2,21,13067,13091,21,"66.67%","80.95%",0.49819225813799,0.3929967388118,0.998649612991003
