"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"1","Pocillopora_meandrina_HIv1___RNAseq.g12593.t1","GO:0001822","kidney development",6,5,1.47,0.00365,"Biological Processes","Cluster_360",0.218125947763206,0.724491730855578,0.982995765021477,149,-20.06,"2 18","3511 3532",16,"68.75%","75.00%","CDS"
"2","Pocillopora_meandrina_HIv1___RNAseq.g12593.t1","GO:0001822","kidney development",6,5,1.47,0.00365,"Biological Processes","Cluster_390",0.419615830743106,0.48185001707742,0.971667182760421,163,-23.12,"2 21","11661 11683",20,"75.00%","80.00%","CDS"
"3","Pocillopora_meandrina_HIv1___RNAseq.g25685.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_21",0.151294438762515,0.808103380985524,0.992869202905533,155,-23.14,"2 21","1850 1872",20,"65.00%","80.00%","CDS"
"4","Pocillopora_meandrina_HIv1___RNAseq.g25685.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_21",0.151294438762515,0.808103380985524,0.992869202905533,164,-21.52,"2 21","31570 31591",19,"73.68%","78.95%","CDS"
"5","Pocillopora_meandrina_HIv1___RNAseq.g25685.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_390",0.301025831260955,0.622591908143297,0.977945256491021,158,-20.06,"2 20","14809 14831",19,"68.42%","84.21%","CDS"
"6","Pocillopora_meandrina_HIv1___RNAseq.g11274.t1","GO:0001822","kidney development",6,5,1.47,0.00365,"Biological Processes","Cluster_1953",0.253083517927308,0.681237823911551,0.979639664445141,153,-20.65,"2 14","15 36",12,"83.33%","91.67%","3UTR"
"7","Pocillopora_meandrina_HIv1___RNAseq.g2640.t1b","GO:0001822","kidney development",6,5,1.47,0.00365,"Biological Processes","Cluster_1015",0.785128758960616,0.11563339733567,0.86545548976814,167,-23.95,"2 21","10294 10316",20,"80.00%","80.00%","CDS"
"8","Pocillopora_meandrina_HIv1___RNAseq.g2640.t1b","GO:0001822","kidney development",6,5,1.47,0.00365,"Biological Processes","Cluster_1938",0.177806344747453,0.774808543077733,0.988111425120139,153,-22.4,"2 22","3084 3104",20,"70.00%","80.00%","CDS"
"9","Pocillopora_meandrina_HIv1___RNAseq.g2640.t1b","GO:0001822","kidney development",6,5,1.47,0.00365,"Biological Processes","Cluster_1938",0.177806344747453,0.774808543077733,0.988111425120139,167,-31,"2 22","1832 1856",22,"77.27%","81.82%","CDS"
"10","Pocillopora_meandrina_HIv1___RNAseq.29369_t","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_1015",0.310019700393464,0.611688151917076,0.976732732570472,159,-21.75,"2 21","878 900",20,"65.00%","85.00%","CDS"
"11","Pocillopora_meandrina_HIv1___RNAseq.g27232.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_21",0.0966285250294131,0.877160468448658,0.996125551258226,154,-20.44,"2 16","6157 6180",16,"75.00%","87.50%","CDS"
"12","Pocillopora_meandrina_HIv1___RNAseq.g15912.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_925",0.148881173821191,0.811141239489177,0.993526585312685,171,-20.23,"2 21","7632 7654",20,"80.00%","85.00%","CDS"
"13","Pocillopora_meandrina_HIv1___RNAseq.g8446.t1","GO:0001822","kidney development",6,5,1.47,0.00365,"Biological Processes","Cluster_21",0.469669484445251,0.42477554250932,0.97024921967979,159,-21.08,"2 16","2821 2842",14,"85.71%","85.71%","CDS"
"14","Pocillopora_meandrina_HIv1___RNAseq.g6706.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_1952",0.144195091324731,0.817043331098048,0.99397323403361,162,-21.17,"2 20","963 987",21,"66.67%","85.71%","3UTR"
"15","Pocillopora_meandrina_HIv1___RNAseq.g6706.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_1938",0.224071582100181,0.717108878220059,0.982185628634329,157,-22.21,"2 14","18293 18315",12,"91.67%","91.67%","CDS"
"16","Pocillopora_meandrina_HIv1___RNAseq.g6706.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_1938",0.224071582100181,0.717108878220059,0.982185628634329,163,-22.42,"2 20","23550 23572",18,"72.22%","83.33%","CDS"
"17","Pocillopora_meandrina_HIv1___RNAseq.g4076.t1","GO:0006631","fatty acid metabolic process",8,7,1.95,0.00024,"Biological Processes","Cluster_1015",0.230537307927592,0.709091969794364,0.982185628634329,159,-21.75,"2 21","878 900",20,"65.00%","85.00%","CDS"
