"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g11266.t1","GO:0050830","defense response to Gram-positive bacterium",43,1,0.05,0.0476,"Biological Processes",1241,"Cluster_1296",-0.591519265567614,0.293429474342189,0.950290739935987,159,-24.74,"2 20","955 975",19,"78.95%","84.21%"
"2","Pocillopora_meandrina_HIv1___RNAseq.g11266.t1","GO:0071801","regulation of podosome assembly",4,1,0,0.0045,"Biological Processes",1241,"Cluster_1296",-0.591519265567614,0.293429474342189,0.950290739935987,159,-24.74,"2 20","955 975",19,"78.95%","84.21%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g11873.t1","GO:0031048","regulatory ncRNA-mediated heterochromatin formation",20,1,0.02,0.0224,"Biological Processes",463,"Cluster_1296",-0.731018342216996,0.160534563657997,0.885790980155998,150,-20.17,"2 11","473 494",9,"100.00%","100.00%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g11873.t1","GO:0045071","negative regulation of viral genome replication",29,1,0.03,0.0323,"Biological Processes",463,"Cluster_1296",-0.731018342216996,0.160534563657997,0.885790980155998,150,-20.17,"2 11","473 494",9,"100.00%","100.00%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g11873.t1","GO:0051607","defense response to virus",154,2,0.17,0.0126,"Biological Processes",463,"Cluster_1296",-0.731018342216996,0.160534563657997,0.885790980155998,150,-20.17,"2 11","473 494",9,"100.00%","100.00%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g16711.t1a","GO:0040016","embryonic cleavage",5,1,0.01,0.0056,"Biological Processes",3365,"Cluster_1296",-0.622020012132876,0.262563589063115,0.940558413735451,149,-21.45,"2 14","135 156",12,"83.33%","83.33%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g16711.t1a","GO:0046601","positive regulation of centriole replication",9,1,0.01,0.0101,"Biological Processes",3365,"Cluster_1296",-0.622020012132876,0.262563589063115,0.940558413735451,149,-21.45,"2 14","135 156",12,"83.33%","83.33%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g16711.t1a","GO:0110028","positive regulation of mitotic spindle organization",1,1,0,0.0011,"Biological Processes",3365,"Cluster_1296",-0.622020012132876,0.262563589063115,0.940558413735451,149,-21.45,"2 14","135 156",12,"83.33%","83.33%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g16711.t1a","GO:1900087","positive regulation of G1/S transition of mitotic c...",38,1,0.04,0.0422,"Biological Processes",3365,"Cluster_1296",-0.622020012132876,0.262563589063115,0.940558413735451,149,-21.45,"2 14","135 156",12,"83.33%","83.33%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g16711.t1a","GO:1905832","positive regulation of spindle assembly",7,1,0.01,0.0079,"Biological Processes",3365,"Cluster_1296",-0.622020012132876,0.262563589063115,0.940558413735451,149,-21.45,"2 14","135 156",12,"83.33%","83.33%"
