"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g16327.t1","GO:0014042","positive regulation of neuron maturation",18,1,0.05,0.049,"Biological Processes",2404,"Cluster_2973",0.547380376854585,0.339618613953304,0.963617152970835,169,-25.7,"2 18","535 556",16,"81.25%","93.75%"
"2","Pocillopora_meandrina_HIv1___RNAseq.g16327.t1","GO:0033141","positive regulation of peptidyl-serine phosphorylat...",15,1,0.04,0.041,"Biological Processes",2404,"Cluster_2973",0.547380376854585,0.339618613953304,0.963617152970835,169,-25.7,"2 18","535 556",16,"81.25%","93.75%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g16327.t1","GO:0035799","ureter maturation",15,1,0.04,0.041,"Biological Processes",2404,"Cluster_2973",0.547380376854585,0.339618613953304,0.963617152970835,169,-25.7,"2 18","535 556",16,"81.25%","93.75%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g16327.t1","GO:0035860","glial cell-derived neurotrophic factor receptor sig...",16,1,0.04,0.0436,"Biological Processes",2404,"Cluster_2973",0.547380376854585,0.339618613953304,0.963617152970835,169,-25.7,"2 18","535 556",16,"81.25%","93.75%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g16327.t1","GO:0061146","Peyer's patch morphogenesis",15,1,0.04,0.041,"Biological Processes",2404,"Cluster_2973",0.547380376854585,0.339618613953304,0.963617152970835,169,-25.7,"2 18","535 556",16,"81.25%","93.75%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g16327.t1","GO:0072300","positive regulation of metanephric glomerulus devel...",15,1,0.04,0.041,"Biological Processes",2404,"Cluster_2973",0.547380376854585,0.339618613953304,0.963617152970835,169,-25.7,"2 18","535 556",16,"81.25%","93.75%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g17434.t1","GO:0007265","Ras protein signal transduction",66,2,0.18,0.0144,"Biological Processes",2517,"Cluster_2973",0.703635903656093,0.184822645835678,0.902942479323569,170,-25.7,"2 21","815 835",19,"78.95%","89.47%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g20297.t1","GO:0001188","RNA polymerase I preinitiation complex assembly",2,1,0.01,0.0056,"Biological Processes",2821,"Cluster_2973",0.123429134517224,0.843245097694614,0.994807352242828,165,-25.8,"2 21","669 690",20,"75.00%","90.00%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g20297.t1","GO:0006362","transcription elongation by RNA polymerase I",2,1,0.01,0.0056,"Biological Processes",2821,"Cluster_2973",0.123429134517224,0.843245097694614,0.994807352242828,165,-25.8,"2 21","669 690",20,"75.00%","90.00%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g21331.t1","GO:0033345","asparagine catabolic process via L-aspartate",3,1,0.01,0.0083,"Biological Processes",1092,"Cluster_2973",0.12308938800879,0.843674377754775,0.99490741342439,162,-25.3,"2 21","111 135",22,"68.18%","86.36%"
