"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g11851.t1","GO:0010566","regulation of ketone biosynthetic process",11,1,0.04,0.0413,"Biological Processes",321,"Cluster_2973",-0.123711936462826,0.842887782762401,0.994770429144228,169,-26.93,"2 21","960 981",20,"80.00%","90.00%"
"2","Pocillopora_meandrina_HIv1___RNAseq.g11851.t1","GO:0036047","peptidyl-lysine demalonylation",1,1,0,0.0038,"Biological Processes",321,"Cluster_2973",-0.123711936462826,0.842887782762401,0.994770429144228,169,-26.93,"2 21","960 981",20,"80.00%","90.00%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g11851.t1","GO:0036049","peptidyl-lysine desuccinylation",1,1,0,0.0038,"Biological Processes",321,"Cluster_2973",-0.123711936462826,0.842887782762401,0.994770429144228,169,-26.93,"2 21","960 981",20,"80.00%","90.00%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g11851.t1","GO:0061698","protein deglutarylation",2,1,0.01,0.0076,"Biological Processes",321,"Cluster_2973",-0.123711936462826,0.842887782762401,0.994770429144228,169,-26.93,"2 21","960 981",20,"80.00%","90.00%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0006591","ornithine metabolic process",6,1,0.02,0.0228,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0006805","xenobiotic metabolic process",84,2,0.32,0.0409,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0010470","regulation of gastrulation",5,1,0.02,0.019,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0030308","negative regulation of cell growth",90,2,0.34,0.0464,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0032534","regulation of microvillus assembly",4,1,0.02,0.0152,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1","GO:0035983","response to trichostatin A",4,1,0.02,0.0152,"Biological Processes",2244,"Cluster_2973",-0.979171224688622,0.00359722763403827,0.667107103030148,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
