"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1","Pocillopora_meandrina_HIv1___RNAseq.g10047.t1","GO:0016266","O-glycan processing",13,1,0.02,0.0168,"Biological Processes",1,"Cluster_1296",0.270299318914284,0.660082157805172,0.978631434746375,143,-21.19,"2 17","685 707",16,"68.75%","75.00%"
"2","Pocillopora_meandrina_HIv1___RNAseq.g11271.t1","GO:0035720","intraciliary anterograde transport",15,1,0.02,0.0194,"Biological Processes",1653,"Cluster_1296",0.731311905351176,0.160279573346784,0.885790980155998,152,-24.74,"2 19","388 414",22,"68.18%","77.27%"
"3","Pocillopora_meandrina_HIv1___RNAseq.g11271.t1","GO:0070986","left/right axis specification",15,1,0.02,0.0194,"Biological Processes",1653,"Cluster_1296",0.731311905351176,0.160279573346784,0.885790980155998,152,-24.74,"2 19","388 414",22,"68.18%","77.27%"
"4","Pocillopora_meandrina_HIv1___RNAseq.g11906.t1","GO:0019878","lysine biosynthetic process via aminoadipic acid",5,1,0.01,0.0065,"Biological Processes",3266,"Cluster_1296",0.570106940139299,0.315621613691059,0.955608106049705,159,-20.83,"2 16","965 986",14,"85.71%","85.71%"
"5","Pocillopora_meandrina_HIv1___RNAseq.g15379.t1","GO:0016562","protein import into peroxisome matrix, receptor rec...",6,1,0.01,0.0078,"Biological Processes",2266,"Cluster_1296",0.0135210609354333,0.982784975099796,0.999610930147471,184,-33.52,"2 21","13 34",19,"89.47%","89.47%"
"6","Pocillopora_meandrina_HIv1___RNAseq.g15379.t1","GO:0043335","protein unfolding",2,1,0,0.0026,"Biological Processes",2266,"Cluster_1296",0.0135210609354333,0.982784975099796,0.999610930147471,184,-33.52,"2 21","13 34",19,"89.47%","89.47%"
"7","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1","GO:0007411","axon guidance",193,2,0.25,0.0255,"Biological Processes",544,"Cluster_1296",0.390960314850994,0.515202876940011,0.973552982047009,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"8","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1","GO:0048013","ephrin receptor signaling pathway",16,1,0.02,0.0207,"Biological Processes",544,"Cluster_1296",0.390960314850994,0.515202876940011,0.973552982047009,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"9","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1","GO:0051893","regulation of focal adhesion assembly",33,1,0.04,0.0422,"Biological Processes",544,"Cluster_1296",0.390960314850994,0.515202876940011,0.973552982047009,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"10","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1","GO:0097155","fasciculation of sensory neuron axon",6,1,0.01,0.0078,"Biological Processes",544,"Cluster_1296",0.390960314850994,0.515202876940011,0.973552982047009,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"11","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1","GO:0097156","fasciculation of motor neuron axon",4,1,0.01,0.0052,"Biological Processes",544,"Cluster_1296",0.390960314850994,0.515202876940011,0.973552982047009,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"12","Pocillopora_meandrina_HIv1___RNAseq.g27663.t1","GO:0030435","sporulation resulting in formation of a cellular sp...",9,1,0.01,0.0117,"Biological Processes",519,"Cluster_1296",0.112583075898405,0.856958169613758,0.99606707690007,147,-20.81,"2 18","20 46",21,"71.43%","71.43%"
"13","Pocillopora_meandrina_HIv1___RNAseq.g27663.t1","GO:0030587","sorocarp development",19,1,0.02,0.0245,"Biological Processes",519,"Cluster_1296",0.112583075898405,0.856958169613758,0.99606707690007,147,-20.81,"2 18","20 46",21,"71.43%","71.43%"
"14","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:0007032","endosome organization",39,1,0.05,0.0497,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"15","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:0070536","protein K63-linked deubiquitination",19,1,0.02,0.0245,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"16","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:0071108","protein K48-linked deubiquitination",22,1,0.03,0.0283,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"17","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:0071549","cellular response to dexamethasone stimulus",9,1,0.01,0.0117,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"18","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:0090263","positive regulation of canonical Wnt signaling path...",39,1,0.05,0.0497,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"19","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:0099576","regulation of protein catabolic process at postsyna...",4,1,0.01,0.0052,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"20","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:1905166","negative regulation of lysosomal protein catabolic ...",2,1,0,0.0026,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"21","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:1905908","positive regulation of amyloid fibril formation",1,1,0,0.0013,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"22","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1","GO:1990090","cellular response to nerve growth factor stimulus",29,1,0.04,0.0372,"Biological Processes",507,"Cluster_1296",0.556041457429802,0.330421239223472,0.960680114262835,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"23","Pocillopora_meandrina_HIv1___RNAseq.g29274.t1","GO:0007158","neuron cell-cell adhesion",30,1,0.04,0.0385,"Biological Processes",2540,"Cluster_1296",0.685654962754583,0.201290700972975,0.914806366425301,160,-23.91,"2 21","415 436",19,"63.16%","84.21%"
"24","Pocillopora_meandrina_HIv1___RNAseq.g29274.t1","GO:0007411","axon guidance",193,2,0.25,0.0255,"Biological Processes",2540,"Cluster_1296",0.685654962754583,0.201290700972975,0.914806366425301,160,-23.91,"2 21","415 436",19,"63.16%","84.21%"
"25","Pocillopora_meandrina_HIv1___RNAseq.g29274.t1","GO:0007497","posterior midgut development",11,1,0.01,0.0143,"Biological Processes",2540,"Cluster_1296",0.685654962754583,0.201290700972975,0.914806366425301,160,-23.91,"2 21","415 436",19,"63.16%","84.21%"
"26","Pocillopora_meandrina_HIv1___RNAseq.g29274.t1","GO:0014042","positive regulation of neuron maturation",18,1,0.02,0.0232,"Biological Processes",2540,"Cluster_1296",0.685654962754583,0.201290700972975,0.914806366425301,160,-23.91,"2 21","415 436",19,"63.16%","84.21%"
"27","Pocillopora_meandrina_HIv1___RNAseq.g29274.t1","GO:0033141","positive regulation of peptidyl-serine phosphorylat...",15,1,0.02,0.0194,"Biological Processes",2540,"Cluster_1296",0.685654962754583,0.201290700972975,0.914806366425301,160,-23.91,"2 21","415 436",19,"63.16%","84.21%"
"28","Pocillopora_meandrina_HIv1___RNAseq.g29274.t1","GO:0033630","positive regulation of cell adhesion mediated by in...",25,1,0.03,0.0321,"Biological Processes",2540,"Cluster_1296",0.685654962754583,0.201290700972975,0.914806366425301,160,-23.91,"2 21","415 436",19,"63.16%","84.21%"
