Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	"# Program:featureCounts v2.0.5; Command:""/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts"" ""-T"" ""42"" ""-a"" ""../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf"" ""-o"" ""../output/01.61-lncRNA-pipeline/Peve_counts.txt"" ""-t"" ""lncRNA"" ""-g"" ""gene_id"" ""-p"" ""../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam"" "
Geneid	Chr	Start	End	Strand	Length	../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam
lncRNA_1	Porites_evermani_scaffold_1	7719	11436	+	3718	0	0	0	0	0
lncRNA_4	Porites_evermani_scaffold_1	30312	43810	+	13499	314	6	41	18	2
lncRNA_5	Porites_evermani_scaffold_1	142120	149639	+	7520	1785	1092	2127	1077	2711
lncRNA_8	Porites_evermani_scaffold_1	294365	306746	+	12382	110	36	271	34	143
lncRNA_9	Porites_evermani_scaffold_1	358045	370239	+	12195	138	54	161	148	70
lncRNA_10	Porites_evermani_scaffold_1	413465	423945	+	10481	108	53	246	77	208
lncRNA_12	Porites_evermani_scaffold_1	429393	438909	+	9517	105	60	456	51	53
lncRNA_16	Porites_evermani_scaffold_1	549082	552387	+	3306	120	154	426	145	286
lncRNA_17	Porites_evermani_scaffold_1	577250	577956	+	707	11	2	6	16	49
lncRNA_22	Porites_evermani_scaffold_1	669241	676100	+	6860	837	580	685	540	762
lncRNA_26	Porites_evermani_scaffold_1	861827	912543	+	50717	24	22	65	79	77
lncRNA_28	Porites_evermani_scaffold_1	920565	973715	+	53151	7	11	0	48	26
lncRNA_29	Porites_evermani_scaffold_1	943644	974204	+	30561	36	1	38	36	84
lncRNA_32	Porites_evermani_scaffold_1	1333444	1348996	+	15553	16	15	88	7	31
lncRNA_38	Porites_evermani_scaffold_1	1485980	1489082	+	3103	2	0	0	0	6
lncRNA_39	Porites_evermani_scaffold_1	1491331	1511273	+	19943	120	93	390	90	169
lncRNA_41	Porites_evermani_scaffold_1	1585708	1591493	+	5786	159	78	288	97	325
lncRNA_42	Porites_evermani_scaffold_1	1593913	1611229	+	17317	73	60	195	34	97
lncRNA_45	Porites_evermani_scaffold_1	1616159	1620029	+	3871	142	30	221	22	140
lncRNA_46	Porites_evermani_scaffold_1	1680201	1687620	+	7420	16556	19519	26673	9669	39930
lncRNA_50	Porites_evermani_scaffold_1	1748488	1782190	+	33703	113	89	267	160	360
lncRNA_54	Porites_evermani_scaffold_1	101849	109532	+	7684	169	70	276	45	105
lncRNA_55	Porites_evermani_scaffold_1	149637	155026	+	5390	1864	844	2596	922	3328
lncRNA_56	Porites_evermani_scaffold_1	210456	220608	+	10153	49	32	144	50	51
lncRNA_58	Porites_evermani_scaffold_1	269247	269691	+	445	2	0	0	0	3
lncRNA_60	Porites_evermani_scaffold_1	283309	286412	+	3104	0	1	51	0	7
lncRNA_69	Porites_evermani_scaffold_1	424076	424277	+	202	1	8	18	0	1
lncRNA_70	Porites_evermani_scaffold_1	424478	429034	+	4557	46	8	93	2	9
lncRNA_71	Porites_evermani_scaffold_1	438941	447192	+	8252	495	249	321	329	493
lncRNA_73	Porites_evermani_scaffold_1	462456	477071	+	14616	15587	3168	5294	4429	16920
lncRNA_80	Porites_evermani_scaffold_1	525254	534693	+	9440	12866	4742	2553	6781	10203
lncRNA_82	Porites_evermani_scaffold_1	554421	571855	+	17435	101	30	234	103	162
lncRNA_83	Porites_evermani_scaffold_1	595094	597300	+	2207	2	0	48	3	12
lncRNA_87	Porites_evermani_scaffold_1	700640	711574	+	10935	84	30	2	55	111
lncRNA_88	Porites_evermani_scaffold_1	716352	717549	+	1198	15695	2535	2779	7641	17513
lncRNA_89	Porites_evermani_scaffold_1	725768	737893	+	12126	10	0	0	8	28
lncRNA_93	Porites_evermani_scaffold_1	818678	819860	+	1183	203	170	1291	212	477
lncRNA_94	Porites_evermani_scaffold_1	821302	828044	+	6743	112	158	187	60	132
lncRNA_96	Porites_evermani_scaffold_1	829786	835541	+	5756	130	88	580	122	146
lncRNA_97	Porites_evermani_scaffold_1	1023009	1030894	+	7886	6	0	0	0	20
lncRNA_100	Porites_evermani_scaffold_1	1055095	1062137	+	7043	262	88	96	56	363
lncRNA_102	Porites_evermani_scaffold_1	1084867	1089422	+	4556	334	112	0	147	431
lncRNA_103	Porites_evermani_scaffold_1	1207862	1256716	+	48855	173	78	352	59	91
lncRNA_104	Porites_evermani_scaffold_1	1306243	1319585	+	13343	4	0	0	4	5
lncRNA_108	Porites_evermani_scaffold_1	1328832	1329768	+	937	0	0	137	0	13
lncRNA_109	Porites_evermani_scaffold_1	1370266	1377818	+	7553	772	415	1124	584	767
lncRNA_111	Porites_evermani_scaffold_1	1380412	1417060	+	36649	9	0	0	0	4
lncRNA_113	Porites_evermani_scaffold_1	1434176	1448182	+	14007	215	199	209	253	386
lncRNA_115	Porites_evermani_scaffold_1	1574631	1583392	+	8762	253	157	155	201	209
lncRNA_127	Porites_evermani_scaffold_1	1671729	1673714	+	1986	56	60	186	50	137
lncRNA_128	Porites_evermani_scaffold_1	1715634	1725219	+	9586	612	209	316	342	631
lncRNA_129	Porites_evermani_scaffold_1	1785757	1786303	+	547	18	22	60	25	39
lncRNA_131	Porites_evermani_scaffold_1	1788103	1792423	+	4321	104	52	294	137	41
lncRNA_132	Porites_evermani_scaffold_1	86665	87363	+	699	648	230	212	104	1149
lncRNA_133	Porites_evermani_scaffold_1	208799	209203	+	405	5	0	64	2	15
lncRNA_135	Porites_evermani_scaffold_1	372245	372449	+	205	9	0	26	8	18
lncRNA_138	Porites_evermani_scaffold_1	741551	743416	+	1866	199	110	201	88	380
lncRNA_139	Porites_evermani_scaffold_1	797316	799464	+	2149	116	55	435	21	190
lncRNA_140	Porites_evermani_scaffold_1	799726	800144	+	419	10	5	118	2	61
lncRNA_141	Porites_evermani_scaffold_1	974432	974726	+	295	16	6	77	6	38
lncRNA_152	Porites_evermani_scaffold_10	190275	198925	+	8651	5	0	36	28	86
lncRNA_155	Porites_evermani_scaffold_10	264840	270359	+	5520	453	383	718	550	399
lncRNA_160	Porites_evermani_scaffold_10	561903	567236	+	5334	3840	8950	2634	2737	2370
lncRNA_162	Porites_evermani_scaffold_10	612387	617900	+	5514	3834	948	1142	1298	4504
lncRNA_169	Porites_evermani_scaffold_10	822420	823992	+	1573	94	63	229	198	156
lncRNA_170	Porites_evermani_scaffold_10	890033	892111	+	2079	2867	983	5846	3452	4254
lncRNA_180	Porites_evermani_scaffold_10	220335	220896	+	562	73	16	66	34	128
lncRNA_183	Porites_evermani_scaffold_10	231898	250545	+	18648	93	52	593	288	562
lncRNA_195	Porites_evermani_scaffold_10	418585	419560	+	976	30	0	156	54	124
lncRNA_196	Porites_evermani_scaffold_10	419695	423672	+	3978	34	9	164	27	122
lncRNA_203	Porites_evermani_scaffold_10	501902	503955	+	2054	2	1	26	3	10
lncRNA_204	Porites_evermani_scaffold_10	510560	513287	+	2728	10	6	63	44	36
lncRNA_205	Porites_evermani_scaffold_10	517921	520657	+	2737	6	10	60	13	44
lncRNA_210	Porites_evermani_scaffold_10	602830	604015	+	1186	48	0	8	8	43
lncRNA_211	Porites_evermani_scaffold_10	605445	607627	+	2183	102	44	589	119	183
lncRNA_212	Porites_evermani_scaffold_10	624449	627164	+	2716	10	2	22	17	14
lncRNA_220	Porites_evermani_scaffold_10	1116565	1124222	+	7658	1	2	1	2	11
lncRNA_224	Porites_evermani_scaffold_10	25816	26468	+	653	203	0	2	22	92
lncRNA_227	Porites_evermani_scaffold_10	224119	224845	+	727	1023	488	1787	897	2153
lncRNA_229	Porites_evermani_scaffold_10	350626	351725	+	1100	9	0	136	38	8
lncRNA_230	Porites_evermani_scaffold_10	403613	405205	+	1593	23	15	193	19	141
lncRNA_236	Porites_evermani_scaffold_10	1043981	1044529	+	549	28	42	88	43	83
lncRNA_237	Porites_evermani_scaffold_10	1045986	1046752	+	767	111	28	52	52	99
lncRNA_238	Porites_evermani_scaffold_10	1181563	1182204	+	642	396	61	188	82	492
lncRNA_241	Porites_evermani_scaffold_100	49375	71827	+	22453	203	160	491	151	182
lncRNA_247	Porites_evermani_scaffold_100	303839	306424	+	2586	536	271	659	441	506
lncRNA_248	Porites_evermani_scaffold_100	467739	468875	+	1137	5	0	0	0	45
lncRNA_249	Porites_evermani_scaffold_100	478268	504168	+	25901	1204	198	6504	1227	2577
lncRNA_250	Porites_evermani_scaffold_100	2447	10576	+	8130	1125	555	2640	1788	4030
lncRNA_253	Porites_evermani_scaffold_100	39365	41000	+	1636	20	6	61	0	29
lncRNA_261	Porites_evermani_scaffold_100	208305	216507	+	8203	65	49	215	73	108
lncRNA_262	Porites_evermani_scaffold_100	232466	238657	+	6192	79	33	95	39	119
lncRNA_267	Porites_evermani_scaffold_100	417913	438089	+	20177	104	51	66	48	109
lncRNA_268	Porites_evermani_scaffold_100	445551	446676	+	1126	450	197	1134	308	394
lncRNA_272	Porites_evermani_scaffold_100	72458	72849	+	392	11	12	100	1	30
lncRNA_273	Porites_evermani_scaffold_100	74376	74611	+	236	12	29	32	3	19
lncRNA_276	Porites_evermani_scaffold_100	207392	207801	+	410	42	40	131	44	80
lncRNA_282	Porites_evermani_scaffold_1000	66769	77486	+	10718	88	73	74	53	120
lncRNA_295	Porites_evermani_scaffold_1000	5674	19682	+	14009	9	6	10	36	76
lncRNA_298	Porites_evermani_scaffold_1000	81597	83661	+	2065	2	2	0	2	37
lncRNA_299	Porites_evermani_scaffold_1000	86285	103843	+	17559	107	36	157	91	151
lncRNA_301	Porites_evermani_scaffold_1000	107390	117003	+	9614	999	568	595	321	1969
lncRNA_306	Porites_evermani_scaffold_1000	78399	78871	+	473	168	37	2	40	78
lncRNA_324	Porites_evermani_scaffold_1001	158622	158840	+	219	15	0	0	0	23
lncRNA_327	Porites_evermani_scaffold_1003	50051	50904	+	854	103	10	75	23	66
lncRNA_328	Porites_evermani_scaffold_1003	138	18873	+	18736	183	37	186	178	186
lncRNA_330	Porites_evermani_scaffold_1003	54691	55544	+	854	392	81	143	92	195
lncRNA_331	Porites_evermani_scaffold_1003	69331	80464	+	11134	549	411	1103	510	797
lncRNA_332	Porites_evermani_scaffold_1003	108859	114807	+	5949	114	10	79	98	96
lncRNA_339	Porites_evermani_scaffold_1004	117278	118705	+	1428	0	8	0	5	73
lncRNA_340	Porites_evermani_scaffold_1004	128399	129079	+	681	4	34	2	0	47
lncRNA_363	Porites_evermani_scaffold_1006	13605	19671	+	6067	256	36	1006	166	519
lncRNA_367	Porites_evermani_scaffold_1006	114662	147972	+	33311	214	158	163	87	187
lncRNA_371	Porites_evermani_scaffold_1006	55978	56257	+	280	18	11	62	4	24
lncRNA_373	Porites_evermani_scaffold_1007	3291	24435	+	21145	533	56	551	254	888
lncRNA_375	Porites_evermani_scaffold_1007	58129	64375	+	6247	570	134	399	519	725
lncRNA_382	Porites_evermani_scaffold_1007	96141	104507	+	8367	158	58	382	58	342
lncRNA_387	Porites_evermani_scaffold_1007	148604	151985	+	3382	150	16	254	34	239
lncRNA_389	Porites_evermani_scaffold_1007	84295	84691	+	397	56	21	1	2	68
lncRNA_391	Porites_evermani_scaffold_1007	141302	141511	+	210	18	0	31	29	16
lncRNA_392	Porites_evermani_scaffold_1007	144685	146427	+	1743	40	12	142	19	261
lncRNA_397	Porites_evermani_scaffold_1009	133617	135621	+	2005	56	3	150	18	33
lncRNA_399	Porites_evermani_scaffold_1009	35934	37276	+	1343	2068	805	40	1818	543
lncRNA_404	Porites_evermani_scaffold_1009	75837	76095	+	259	2	0	56	0	22
lncRNA_405	Porites_evermani_scaffold_101	22	1677	+	1656	249	12	0	12	42
lncRNA_408	Porites_evermani_scaffold_101	41523	51473	+	9951	106	16	30	8	102
lncRNA_409	Porites_evermani_scaffold_101	248237	257700	+	9464	4237	1934	1203	1990	3953
lncRNA_412	Porites_evermani_scaffold_101	308511	309079	+	569	50	9	1	5	32
lncRNA_415	Porites_evermani_scaffold_101	53122	55942	+	2821	52	37	102	8	118
lncRNA_419	Porites_evermani_scaffold_101	238747	245968	+	7222	467	537	132	146	655
lncRNA_421	Porites_evermani_scaffold_101	328213	328863	+	651	81	13	104	72	176
lncRNA_422	Porites_evermani_scaffold_101	356334	372621	+	16288	459	107	389	159	647
lncRNA_426	Porites_evermani_scaffold_101	393628	425666	+	32039	1264	141	1060	458	1173
lncRNA_429	Porites_evermani_scaffold_101	508042	511967	+	3926	287	108	206	61	256
lncRNA_435	Porites_evermani_scaffold_101	231304	232530	+	1227	466	153	594	178	595
lncRNA_441	Porites_evermani_scaffold_1010	108940	114530	+	5591	11	0	0	7	25
lncRNA_444	Porites_evermani_scaffold_1010	132612	145501	+	12890	362	12	773	858	260
lncRNA_447	Porites_evermani_scaffold_1010	88569	106355	+	17787	258	23	628	302	282
lncRNA_451	Porites_evermani_scaffold_1011	33328	38887	+	5560	255	38	2	118	298
lncRNA_454	Porites_evermani_scaffold_1011	99445	118070	+	18626	68	21	108	16	60
lncRNA_455	Porites_evermani_scaffold_1011	29029	33063	+	4035	1527	366	643	723	1652
lncRNA_460	Porites_evermani_scaffold_1011	4977	7007	+	2031	2056	434	490	595	2045
lncRNA_461	Porites_evermani_scaffold_1011	88195	89259	+	1065	112	20	2	8	79
lncRNA_467	Porites_evermani_scaffold_1012	47352	54427	+	7076	245	221	871	223	268
lncRNA_469	Porites_evermani_scaffold_1012	94095	98683	+	4589	1677	934	2976	1027	2722
lncRNA_470	Porites_evermani_scaffold_1012	108720	121371	+	12652	1	59	1055	3	172
lncRNA_471	Porites_evermani_scaffold_1012	54716	56145	+	1430	279	207	1308	206	436
lncRNA_477	Porites_evermani_scaffold_1013	64662	68723	+	4062	0	6	20	2	35
lncRNA_484	Porites_evermani_scaffold_1014	105572	106040	+	469	720	534	1709	596	669
lncRNA_488	Porites_evermani_scaffold_1014	106186	109731	+	3546	1350	552	1920	1015	998
lncRNA_503	Porites_evermani_scaffold_1015	28548	55158	+	26611	659	3202	1183	430	951
lncRNA_507	Porites_evermani_scaffold_1015	132284	137653	+	5370	1856	137	3275	1311	1152
lncRNA_512	Porites_evermani_scaffold_1016	25369	26143	+	775	127	5	741	97	230
lncRNA_523	Porites_evermani_scaffold_1017	156794	161692	+	4899	62	52	79	35	21
lncRNA_525	Porites_evermani_scaffold_1017	125033	127343	+	2311	348	275	511	420	433
lncRNA_527	Porites_evermani_scaffold_1018	62056	90992	+	28937	124	95	461	97	101
lncRNA_535	Porites_evermani_scaffold_1019	4699	6650	+	1952	784	601	1193	518	765
lncRNA_536	Porites_evermani_scaffold_1019	92235	118291	+	26057	87	41	2	22	114
lncRNA_538	Porites_evermani_scaffold_1019	58284	62103	+	3820	56681	10432	8954	28277	74124
lncRNA_539	Porites_evermani_scaffold_1019	75790	82403	+	6614	4596	1398	988	1358	274
lncRNA_550	Porites_evermani_scaffold_102	29596	40269	+	10674	57	14	261	36	82
lncRNA_551	Porites_evermani_scaffold_102	120166	120490	+	325	0	0	0	12	17
lncRNA_552	Porites_evermani_scaffold_102	188706	190129	+	1424	2394	2205	1614	1176	3122
lncRNA_565	Porites_evermani_scaffold_102	180935	188484	+	7550	204	131	571	226	281
lncRNA_572	Porites_evermani_scaffold_102	406919	419814	+	12896	2383	1586	1482	495	3281
lncRNA_575	Porites_evermani_scaffold_102	443099	462354	+	19256	16052	3377	1565	4758	26235
lncRNA_576	Porites_evermani_scaffold_102	447931	469509	+	21579	59	20	27	26	46
lncRNA_578	Porites_evermani_scaffold_102	477117	484857	+	7741	84	41	198	46	52
lncRNA_579	Porites_evermani_scaffold_102	46084	46681	+	598	52	34	166	2	113
lncRNA_580	Porites_evermani_scaffold_102	59033	60288	+	1256	125	69	319	40	275
lncRNA_601	Porites_evermani_scaffold_1021	79909	88649	+	8741	568	290	480	239	537
