Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	"# Program:featureCounts v2.0.5; Command:""/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts"" ""-T"" ""42"" ""-a"" ""../output/01.62-lncRNA-pipeline/Ptuh_lncRNA_fixed.gtf"" ""-o"" ""../output/01.62-lncRNA-pipeline/Ptuh_counts.txt"" ""-t"" ""lncRNA"" ""-g"" ""gene_id"" ""-p"" ""../output/01.62-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam"" ""../output/01.62-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam"" ""../output/01.62-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam"" ""../output/01.62-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam"" ""../output/01.62-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam"" "
Geneid	Chr	Start	End	Strand	Length	../output/01.62-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam	../output/01.62-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam	../output/01.62-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam	../output/01.62-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam	../output/01.62-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam
lncRNA_1	Pocillopora_meandrina_HIv1___Sc0000000	10857	24577	+	13721	2592	3933	2268	3879	2256
lncRNA_2	Pocillopora_meandrina_HIv1___Sc0000000	74885	87828	+	12944	0	0	0	0	0
lncRNA_8	Pocillopora_meandrina_HIv1___Sc0000000	89127	103326	+	14200	17	31	7	47	41
lncRNA_10	Pocillopora_meandrina_HIv1___Sc0000000	113837	116718	+	2882	485	636	983	475	428
lncRNA_16	Pocillopora_meandrina_HIv1___Sc0000000	168917	182502	+	13586	121	284	220	574	300
lncRNA_17	Pocillopora_meandrina_HIv1___Sc0000000	199245	209014	+	9770	922	620	997	1070	362
lncRNA_19	Pocillopora_meandrina_HIv1___Sc0000000	213739	215566	+	1828	8	26	27	0	26
lncRNA_20	Pocillopora_meandrina_HIv1___Sc0000000	224380	244566	+	20187	7789	4913	7040	6689	3546
lncRNA_21	Pocillopora_meandrina_HIv1___Sc0000000	245809	248612	+	2804	0	0	386	0	12
lncRNA_25	Pocillopora_meandrina_HIv1___Sc0000000	300972	303257	+	2286	509	578	650	559	172
lncRNA_31	Pocillopora_meandrina_HIv1___Sc0000000	354179	380977	+	26799	38295	33978	45781	36925	25673
lncRNA_32	Pocillopora_meandrina_HIv1___Sc0000000	386398	390244	+	3847	2540	1159	2690	2006	1372
lncRNA_36	Pocillopora_meandrina_HIv1___Sc0000000	419686	423069	+	3384	654	481	742	377	368
lncRNA_37	Pocillopora_meandrina_HIv1___Sc0000000	460555	461750	+	1196	182	196	124	97	31
lncRNA_45	Pocillopora_meandrina_HIv1___Sc0000000	584997	589105	+	4109	25	0	0	0	4
lncRNA_47	Pocillopora_meandrina_HIv1___Sc0000000	586608	590569	+	3962	15	11	3	38	18
lncRNA_52	Pocillopora_meandrina_HIv1___Sc0000000	601907	606404	+	4498	568	328	526	306	330
lncRNA_58	Pocillopora_meandrina_HIv1___Sc0000000	736062	763182	+	27121	54	71	60	76	13
lncRNA_63	Pocillopora_meandrina_HIv1___Sc0000000	812916	815584	+	2669	121	146	243	96	90
lncRNA_65	Pocillopora_meandrina_HIv1___Sc0000000	822929	832302	+	9374	1016	482	1052	516	697
lncRNA_66	Pocillopora_meandrina_HIv1___Sc0000000	833008	835005	+	1998	79	108	68	363	113
lncRNA_72	Pocillopora_meandrina_HIv1___Sc0000000	891002	892519	+	1518	377	503	948	312	255
lncRNA_73	Pocillopora_meandrina_HIv1___Sc0000000	958613	960727	+	2115	1929	2843	1952	2027	942
lncRNA_74	Pocillopora_meandrina_HIv1___Sc0000000	961876	962189	+	314	14	7	8	50	24
lncRNA_75	Pocillopora_meandrina_HIv1___Sc0000000	962554	981545	+	18992	228	149	382	285	49
lncRNA_78	Pocillopora_meandrina_HIv1___Sc0000000	1054291	1056073	+	1783	107	83	89	85	179
lncRNA_80	Pocillopora_meandrina_HIv1___Sc0000000	1064243	1076910	+	12668	119	103	100	139	30
lncRNA_82	Pocillopora_meandrina_HIv1___Sc0000000	1125108	1130536	+	5429	328	118	245	208	102
lncRNA_98	Pocillopora_meandrina_HIv1___Sc0000000	1233287	1238196	+	4910	4705	4381	4755	8271	2153
