"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"1","Peve_00000728","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",12108,"Cluster_796","Porites_evermani_scaffold_1033:43399-76740",152,-21.1,2,19,30006,30026,17,"76.47%","76.47%",-0.0696341159246929,0.955633640840684,0.999448381576871
"2","Peve_00002111","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",7683,"Cluster_4079","Porites_evermani_scaffold_1117:100998-113772",159,-20.1,2,21,2093,2115,20,"70.00%","80.00%",-0.796272454187231,0.413604356922386,0.978262075707395
"3","Peve_00003781","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",9884,"Cluster_589","Porites_evermani_scaffold_123:281659-325947",151,-20.95,2,16,25451,25472,14,"78.57%","78.57%",-0.988291656594217,0.0975141182945182,0.978262075707395
"4","Peve_00003781","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",9885,"Cluster_589","Porites_evermani_scaffold_123:281659-325947",151,-22.93,2,20,33818,33839,18,"66.67%","72.22%",-0.988291656594217,0.0975141182945182,0.978262075707395
"5","Peve_00003830","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",9365,"Cluster_4115","Porites_evermani_scaffold_1232:69075-80101",167,-20.11,2,20,6260,6281,18,"72.22%","88.89%",-0.942535436283676,0.216868838451685,0.978262075707395
"6","Peve_00005354","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",4423,"Cluster_2854","Porites_evermani_scaffold_134:255377-275296",168,-26.5,2,21,19615,19636,19,"68.42%","89.47%",-0.598308211333803,0.591679688299002,0.978262075707395
"7","Peve_00006198","GO:0004972","NMDA glutamate receptor activity",2,2,0.26,0.0161,"Molecular Functions",327,"Cluster_1167","Porites_evermani_scaffold_14:869541-880282",168,-23.66,2,21,2499,2520,19,"78.95%","78.95%",-0.511591173923624,0.65811249694873,0.978262075707395
"8","Peve_00008443","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",375,"Cluster_1167","Porites_evermani_scaffold_1575:12331-29681",152,-21.55,2,18,9019,9041,17,"76.47%","76.47%",-0.488318552853167,0.675220836384604,0.978262075707395
"9","Peve_00011022","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",6191,"Cluster_2882","Porites_evermani_scaffold_1791:6893-40313",166,-21.16,2,21,6394,6417,21,"80.95%","80.95%",-0.898389711968954,0.289475524970989,0.978262075707395
"10","Peve_00011022","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",7218,"Cluster_29","Porites_evermani_scaffold_1791:6893-40313",158,-20.81,2,20,12653,12676,20,"70.00%","80.00%",-0.368569774287229,0.759695126986102,0.988219883885475
"11","Peve_00015613","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",6308,"Cluster_2882","Porites_evermani_scaffold_2204:43924-63888",153,-21.16,2,18,8678,8697,16,"81.25%","87.50%",-0.889280874352787,0.302410882980199,0.978262075707395
"12","Peve_00015788","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",7280,"Cluster_29","Porites_evermani_scaffold_2222:328-10311",163,-20.82,2,20,8563,8584,18,"72.22%","83.33%",-0.716453957358206,0.491527963280161,0.978262075707395
"13","Peve_00017767","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",10629,"Cluster_589","Porites_evermani_scaffold_243:153672-156189",161,-20.29,2,19,988,1010,18,"77.78%","83.33%",-0.715154453197861,0.492712682324504,0.978262075707395
"14","Peve_00018125","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",10657,"Cluster_589","Porites_evermani_scaffold_2473:15846-31314",158,-21.61,2,21,3833,3853,19,"63.16%","89.47%",-0.869457773666808,0.328936774231518,0.978262075707395
"15","Peve_00018858","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",10686,"Cluster_589","Porites_evermani_scaffold_2552:1354-15717",166,-22.29,2,20,8786,8808,19,"78.95%","84.21%",-0.992260720420171,0.0792548559226469,0.978262075707395
"16","Peve_00018937","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",6401,"Cluster_2882","Porites_evermani_scaffold_2563:28740-56555",157,-20.2,2,21,27480,27499,19,"73.68%","78.95%",-0.898389711968954,0.289475524970989,0.978262075707395
"17","Peve_00018937","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",8815,"Cluster_4080","Porites_evermani_scaffold_2563:28740-56555",174,-23.22,2,21,11246,11269,21,"80.95%","90.48%",-0.235777127616489,0.848472931070267,0.995934364227446
"18","Peve_00020063","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",4985,"Cluster_2854","Porites_evermani_scaffold_27:680024-684889",149,-21.55,2,21,1881,1904,22,"63.64%","77.27%",-0.507486347355159,0.661149542463894,0.978262075707395
"19","Peve_00020280","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",6430,"Cluster_2882","Porites_evermani_scaffold_2721:4499-38987",162,-20.32,2,21,23050,23074,22,"72.73%","81.82%",-0.50885235708578,0.660139821996647,0.978262075707395
"20","Peve_00020442","GO:0005283","amino acid:sodium symporter activity",3,2,0.38,0.0443,"Molecular Functions",797,"Cluster_1167","Porites_evermani_scaffold_2740:35992-46730",143,-21.78,2,12,3202,3223,10,"80.00%","90.00%",-0.984271573431789,0.113059911100303,0.978262075707395
"21","Peve_00021129","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",826,"Cluster_1167","Porites_evermani_scaffold_283:765-14813",149,-20.61,2,21,8782,8801,19,"68.42%","73.68%",-0.852009196975279,0.350768023926223,0.978262075707395
"22","Peve_00021129","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",827,"Cluster_1167","Porites_evermani_scaffold_283:765-14813",152,-22.37,2,19,8305,8325,17,"76.47%","76.47%",-0.852009196975279,0.350768023926223,0.978262075707395
"23","Peve_00021129","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",828,"Cluster_1167","Porites_evermani_scaffold_283:765-14813",157,-25.52,2,14,8246,8267,12,"91.67%","91.67%",-0.852009196975279,0.350768023926223,0.978262075707395
"24","Peve_00021261","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",7346,"Cluster_29","Porites_evermani_scaffold_2846:16833-27955",158,-20.01,2,21,3436,3460,22,"72.73%","77.27%",-0.186532693502418,0.880549945566205,0.998896405079008
"25","Peve_00021261","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",7347,"Cluster_29","Porites_evermani_scaffold_2846:16833-27955",158,-20.01,2,21,665,689,22,"72.73%","77.27%",-0.186532693502418,0.880549945566205,0.998896405079008
"26","Peve_00022375","GO:0003714","transcription corepressor activity",5,3,0.64,0.0166,"Molecular Functions",5040,"Cluster_2854","Porites_evermani_scaffold_2994:1340-21723",157,-21.73,2,20,13007,13030,20,"70.00%","85.00%",-0.0900446576053567,0.942598042061693,0.999448381576871
"27","Peve_00024659","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",8051,"Cluster_4079","Porites_evermani_scaffold_330:15231-90089",153,-20.38,2,18,54023,54044,16,"68.75%","81.25%",-0.64722817611429,0.551856191524426,0.978262075707395
"28","Peve_00024659","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",10983,"Cluster_589","Porites_evermani_scaffold_330:15231-90089",154,-20.71,2,19,25642,25663,17,"64.71%","82.35%",-0.836245110168539,0.369492099600368,0.978262075707395
"29","Peve_00025620","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",8950,"Cluster_4080","Porites_evermani_scaffold_3450:1003-7867",154,-20.24,2,17,5573,5593,15,"80.00%","86.67%",-0.353807739380877,0.76977343147138,0.990928854718251
"30","Peve_00025620","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",8951,"Cluster_4080","Porites_evermani_scaffold_3450:1003-7867",167,-22.84,2,21,2179,2201,20,"75.00%","85.00%",-0.353807739380877,0.76977343147138,0.990928854718251
"31","Peve_00025621","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",8952,"Cluster_4080","Porites_evermani_scaffold_3450:12394-34230",162,-20.9,2,15,10651,10672,13,"84.62%","100.00%",-0.493563460326041,0.671388135316601,0.978262075707395
"32","Peve_00027471","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",3282,"Cluster_2787","Porites_evermani_scaffold_3778:365-30598",160,-22.26,2,19,9164,9184,17,"76.47%","88.24%",-0.0468809540205123,0.970143714428972,0.999448381576871
"33","Peve_00028070","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",11187,"Cluster_589","Porites_evermani_scaffold_3887:748-24757",159,-21.43,2,21,16,38,20,"65.00%","85.00%",-0.969262116586372,0.158252603648299,0.978262075707395
"34","Peve_00028309","GO:0004972","NMDA glutamate receptor activity",2,2,0.26,0.0161,"Molecular Functions",8120,"Cluster_4079","Porites_evermani_scaffold_392:119711-129566",159,-22.59,2,20,6270,6288,18,"77.78%","83.33%",-0.796272454187231,0.413604356922386,0.978262075707395
"35","Peve_00028884","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",6650,"Cluster_2882","Porites_evermani_scaffold_401:91046-98333",162,-22.73,2,20,5070,5092,19,"73.68%","84.21%",-0.898389711968954,0.289475524970988,0.978262075707395
"36","Peve_00028884","GO:0005007","fibroblast growth factor receptor activity",4,3,0.51,0.0073,"Molecular Functions",9018,"Cluster_4080","Porites_evermani_scaffold_401:91046-98333",161,-20.13,2,20,773,793,18,"77.78%","83.33%",-0.235777127616489,0.848472931070267,0.995934364227446
"37","Peve_00029334","GO:0005283","amino acid:sodium symporter activity",3,2,0.38,0.0443,"Molecular Functions",8138,"Cluster_4079","Porites_evermani_scaffold_41:451707-505119",156,-20.86,2,18,11159,11181,17,"76.47%","82.35%",-0.338574274188776,0.780110722907329,0.993537877068502
