#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::Pocillopora_meandrina_HIv1___Sc0000000:130007-130942	935	44	0.30225	6.505643272399902	1	0.0126231	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:164395-165221	826	38	0.3492	7.97959041595459	1	0.00950463	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:164597-165221	624	14	0.3984	5.748434257507324	1	0.00339352	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:168917-182502	13585	72	0.28695000000000004	9.789798164367674	1	0.04067	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:245809-248612	2803	69	0.32791000000000003	10.203878593444824	1	0.0463183	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:282743-283165	422	51	0.42241	11.793153190612792	1	0.0539206	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:516137-531616	15479	448	0.32878	9.6257905960083	1	0.999986	coding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:551803-553744	1941	61	0.33813000000000004	5.948223304748535	1	0.034052	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:581596-590569	8973	141	0.28982	5.2872426986694325	1	0.726507	coding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:581758-589105	7347	141	0.28982	5.2872426986694325	1	0.726507	coding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:584997-589105	4108	126	0.34767000000000003	9.073103141784667	1	0.367704	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:585233-589105	3872	126	0.35415	9.073103141784667	1	0.398606	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:586608-590569	3961	120	0.30576000000000003	9.129899787902833	1	0.185766	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:587039-589105	2066	120	0.38289	9.129899787902833	1	0.465185	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:608119-611735	3616	63	0.25289	9.650481986999512	1	0.0372955	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:608119-611735	3616	63	0.25289	9.650481986999512	1	0.0372955	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:774889-777085	2196	111	0.29772	9.09785900115967	1	0.131237	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:779055-784625	5570	108	0.29475	5.516303825378416	1	0.306238	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:836133-836745	612	40	0.35559999999999997	10.708408164978025	1	0.0207294	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:849628-852046	2418	58	0.25349000000000005	9.87547664642334	1	0.0347956	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:850074-852046	1972	58	0.27174000000000004	9.87547664642334	1	0.0296687	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:958613-960727	2114	118	0.30806	9.356377220153806	1	0.176701	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:961876-962189	313	24	0.34582999999999997	5.935661888122559	1	0.00460859	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1055640-1057379	1739	126	0.30093000000000003	10.21909313201904	1	0.18585	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1242140-1261316	19176	110	0.28334000000000004	11.235888481140137	1	0.0978488	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1253417-1253755	338	28	0.38405	10.318052101135251	-1	0.116056	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1253995-1261220	7225	95	0.32501	9.061240959167481	1	0.10184	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1488516-1491636	3120	71	0.35027	8.3255277633667	1	0.0472869	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1496330-1500789	4459	73	0.2831	9.662602043151857	1	0.0410123	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1501614-1503142	1528	93	0.35195	5.470150566101075	1	0.232859	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1616910-1622670	5760	67	0.31172	9.211968040466306	1	0.0342258	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1617145-1622829	5684	67	0.32381000000000004	9.211968040466306	1	0.0364383	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1789314-1800539	11225	94	0.30191	4.0500284194946286	-1	0.0573928	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:1789350-1795470	6120	92	0.29374000000000006	5.480154228210449	1	0.170571	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:2228038-2228937	899	47	0.4067	8.805108070373539	1	0.0267973	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:2228125-2228616	491	47	0.37865	8.805108070373539	1	0.020791	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:2420621-2422254	1633	44	0.28159	10.266412925720214	1	0.021793	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:2513923-2514255	332	57	0.37656	10.877960014343262	1	0.0455939	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:2684191-2684469	278	44	0.36255	11.000063133239745	1	0.0255167	noncoding
transcript::Pocillopora_meandrina_HIv1___Sc0000000:2796416-2797736	1320	49	0.36813	10.413400840759277	1	0.0299476	noncoding
